index,source,target
92,"{/c}
Enter ID

 Select From Friend List 


{k01}: Back {k00}: Confirm
",
93,{/c}You cannot search for yourself.,
94,"{/c}You will be disconnected from the network and returned
to the Game Menu. Is this OK?",
95,"{/c}
Search within this Area

 Search within this Area (Filtered) 

Search Every Land


{k01}: Back {k00}: Confirm
",
96,"{/c}
Search all Quests.

 Search all Quests (Filtered) 


{k01}: Back {k00}: Confirm
",
97,{/c}Searching for Groups...,
98,{/c}Unable to find a group corresponding to your criteria.,
99,{/c}Retrieving information...,
100,"{/c}Unable to join the Quest. The town you've chosen has
been disbanded.",
101,"{/c}Unable to view Quest details.

The initiated Quest has either been canceled or the
Hunters have already set out on the Quest.",
102,{/c}Currently unable to jump to this town.,
103,{/c}Currently unable to jump to this area.,
104,{/c}You cannot jump to your current location.,
105,"{/c}
Chat Message Receipt Restrictions

 Message Receipt Restrictions


{k01}: Back {k00}: Confirm
",
106,"{/c}これまでのゲームデータを
メモリーカード(PS2)に保存しますか？",
107,{/c}Enter this room?,
108,"{/c}Restrictions have been placed on who can
enter this room. You are unable to enter.",
109,{/c}The password is incorrect.,
110,"{/c}You've joined a Quest. Press {k00} at the Quest
Departure Area to complete Quest departure
preparations.",
111,"Quest data does not match. Unable to join Quest.

1) Refresh event data by leaving and reentering town,
and you will be able to join the Quest.

2) If the Quest initiator does not have the latest
Quest data, however, you will be unable to join the
Quest.",
112,"{/c}Event Quest download failed.
You may need to leave and reenter the town in order to
refresh event data.",
113,{/c}Quest Requirements not met,
114,{/c}Quest joining conditions not met.,
115,"{/c}Hunters who do not own monsters are unable to
enter this Quest.",
116,"{/c}Hunters who do not own monsters may not act as
the leader.",
117,{/c}ＷＡＮＴＥＤ契約料が不足しています。,
118,{/c} Quest reception is crowded.,
119,{/c}Another player has already joined.,
120,{/c}Quest has been abandoned.,
121,{/c}Connection error.,
122,"{c05}Some members are not ready.
Are you sure you want to depart?",
123,"{/c}Cancel Quest departure.
Are you sure?",
124,{/c}Departing on Quest. Are you sure?,
125,{/c}You cannot take any exams currently.,
126,"{/c}No Elder Dragon Siege Battles are taking place at the
moment. Siege Battles take place {c05}between Friday and
Monday every week{/c}.
Web Info {c05}(Your browser will be opened.){/c}
Close",
127,"{/c}メモリーカード差込口‾A00の
メモリーカード(PS2)に
ＮＥＴファイルをセーブしました。",
128,{/c}Unable to add the sender of this message.,
129,{/c}Unable to reply to this message.,
130,"{c05}Warning!

{/c}This service cannot be used on your current plan.
Would you like to change to the {c02}Hunter Life Plan{c05}?

Change Member Rank {c05}(your browser will be opened){/c}
Close

{c05}If you change your plan, you'll need to quit the game
and log in again.",
131,"{c05}Warning!

{/c}This service is only available to those who play in
Certified MHF NetCafes.

About Certified MHF NetCafes
Close

{c05}Please connect from your nearest Certified MHF
NetCafe.",
132,{/c}Operation cancelled.,
133,{/c}Processing.,
134,{/c}Connection error.,
135,{/c}Searching.,
136,{/c}Return to Mezeporta Square?,
137,"{/c}You cannot select a name that contains more than eight
characters.",
138,,
139,"{/c}
Go to the Smithy

 {c10}Go to the Elder Palace 


{/c}{k01}: Back {k00}: Confirm
",
140,"{/c}
Go to the Smithy

 Go to the Elder Palace 


{/c}{k01}: Back {k00}: Confirm
",
141,"{/c}
Go to the Tavern

 {c10}Go to the Elder Palace


{/c}{k01}: Back {k00}: Confirm
",
142,"{/c}
Go to the Tavern

 {c10}Go to the Elder Palace


{/c}{k01}: Back {k00}: Confirm
",
143,"{/c}This Quest's acceptance period has ended.
Go to the Clan Counter to cancel the Quest, then
initiate another Quest.",
144,{/c}You do not meet this Quest's special conditions.,
145,"{/c}ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

猟団部屋へ移動

 {/c}{k00} 決定    {k01} 戻る
",
146,"{/c}
Exit Game

Return to Login Screen


 {k00} Confirm {k01} Cancel
",
147,{/c} Would you like to join this group?,
148,"{/c}Join this group?
{c02}(You may need to change world or land.)",
149,"{/c}Your Hunter Rank does not meet the joining
conditions for this group.",
150,"{/c}Would you like to jump?
{c02}(You may need to change land.)",
151,{/c}Would you like to jump?,
152,{/c}Enter this tavern?,
153,"{/c}Are you sure you want to return this monster to
the wild?",
154,"{/c}The leader is currently choosing what food to
give to the monster. Please wait a moment.",
155,{/c}Please wait a moment.,
156,"{/c}
Public Bar in this Land

Search for a Public Bar


 {/c}{k00} Confirm {k01} Back
",
157,{/c}Invalid password.,
158,{/c}Great Arena events only take place in the evening.,
159,"{/c}You do not meet the special conditions. It is
forbidden both to take items used for capturing
into the Great Arena and to make use of them.
Please do not bring items used for capturing into
the Great Arena.",
160,"{/c}This player has blocked befriending.
You will need to receive a Message from this
player if you want to register them as a friend.",
161,{/c}Please select a recruitment notice.,
162,"{/c}Would you like to reset the high score and
clear time for this training exercise?",
163,{/c}You are no longer able to join this Quest.,
164,{/c}You can Safeguard up to 20 Messages.,
165,{/c}Apply the Safeguard?,
166,{/c}Remove the Safeguard?,
167,{/c}This Message is Safeguarded.,
168,{/c}Are you sure you want to delete this Message?,
169,{/c}Automatic selection failed.,
170,"Please enter {c02}user ID{/c} and {c02}password{/c}.
User ID:
Password:
Done",
171,{/c}There are no Quests that can be initiated.,
172,{/c}You are not able to join.,
173,"{/c}You do not meet the initiation conditions for this
Quest. Please carry out the Event Code authentication
procedure for this campaign.",
174,"{/c}Clan could not be accessed, or is currently
unavailable due to not having joined one.",
175,"{/c}You have entered an invalid name, or the name you
entered contains invalid text.",
176,"{/c}Clan creation successfully completed.
Please check the Clan Menu.",
177,"{/c}Your application to join a Clan was successfully
completed. Please wait for a Message from the Clan
leader confirming your acceptance.",
178,{/c}Your application to join a Clan has been withdrawn.,
179,{/c}Your application to join a Clan has been processed.,
180,"{/c}A Clan with this name will be created.
Is this OK?",
181,"{/c}The Clan creation procedure was unsuccessful.
Please try again.",
182,"{/c}Disband Clan.
Confirm?
{c05}※All Clan Members will be removed.{/c}",
183,"{/c}The Clan is about to be disbanded.
Are you sure this is OK?
{c05}*You will be unable to create or join any Clans for
a little while.{/c}",
184,"{/c}Clan successfully disbanded.

{c05}You will be unable to create or join any Clans for
a little while.{/c}",
185,"{/c}The procedure was unsuccessful.
The Clan was not disbanded.",
186,"{/c}Already joined a Clan
or have applied to one",
187,"{/c}Unable to use. Either you are already a Clan member,
have applied to join a Clan, or have created a Clan.",
188,"{/c} Procedure failed.
Please try again in a moment.",
189,"{/c}You are applying to join this Clan.
Are you sure this is OK?",
190,{/c}Process interrupted.,
191,"


{/c}Failed to process the above player.
They may have withdrawn their application to join.",
192,"


{/c}Clan member(s) will be expelled. Is this OK?",
193,"{/c}Expelling Clan member(s).
{c05}This cannot be undone. Are you sure you want
to continue?",
194,{/c}Clan members successfully expelled.,
195,"{/c}Your application will be withdrawn.
Are you sure this is OK?",
196,"{/c}You will resign as Clan leader. Is this OK?
{c05}*Upon resigning, you will become an ordinary
Clan member.",
197,"{/c}You are about to resign as Clan leader.
Are you sure you want to proceed?
{c05}* You will not be able to resign if there is no
member who wants to replace you as leader.",
198,"{/c}Unable to resign as Clan leader.
{c05}* Either there were no members who wanted to replace
you as leader, or the processing of your resignation
failed.",
199,"


{/c}You have resigned as Clan leader.
The above player is the new Clan leader.",
200,"{/c}That Clan name is already in use.
Please choose a different Clan name.",
201,"{c05}Warning!{/c}

You cannot create a Clan unless your Hunter Rank
is {c05}one or higher{/c}.",
202,"{/c}Learn more at the Official Website.
{c05}(Launch Web Browser/NOT FUNCTIONAL!){/c}",
203,"{/c}You are temporarily unable to create Clans or apply to
join Clans.

Please select {c05}View Clan Rules{/c} for details.",
204,"{/c}Unable to donate points, as you are not a Clan member.",
205,"{/c}You will donate the selected Clan Points.

Is this OK?",
206,"{/c}Clan Points that have been donated cannot be returned.
Are you sure you want to donate?
{c05}*If your donation takes your Clan's total Points over
the upper limit, any excess Clan Points will be
returned to you.",
207,{/c}Clan Point donation complete.,
208,{/c}Clan Point donation failed.,
209,"{/c}Clan Point donation complete.

{c05}*Your donation took your Clan's total Points over the
upper limit. The excess Clan Points have been returned.",
210,{/c}Unable to find user.,
211,"{/c}Motto editing will end after confirmation.
Confirm?",
212,"{/c}Once confirmed, it cannot be changed for seven days.
Is this OK?",
213,"{/c}Jump to the location of your Clan Hall.
{c02}(You may have to change Land)",
214,{/c}Returning to Clan Room... Please wait a moment...,
215,{/c}Everything has been sent to your Item Box.,
216,{/c}There are no items to be sent.,
217,{/c}Items were not placed in your Item Box.,
218,"{/c}Everything will be sent to your Item Box.
Is this OK?",
219,"{/c}This feature cannot be used at the moment.
Please wait for a forthcoming update.",
220,"{/c}Currently unable to use. In use by another Clan
member. Please wait for them to finish before using.",
221,{/c}x x Not in Use x x,
222,"{/c}Communication Failed.
Please try later.",
223,"{/c}Communicating.
Please wait.",
224,"{/c}Please wait until after maintenance
to enter the Clan Hall.",
225,"{/c}The Clan Hall has been in a state that does not
satisfy its maintenance conditions for over 3 months.
As a result, you are currently unable to enter.",
226,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Extra Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.

{c05}Any items from when you have used the
service in the past will have been saved.",
227,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Extra Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.

{c05}Items from when you have used the service
in the past can only be retrieved from the
Item Box in your Hunter House.",
228,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Extra Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.

{c05}You will be able to use any items that you bought when
using this service in the past.",
229,{/c}Clan Hall cannot be used.,
230,{/c}Only available to Clan Leader.,
231,{/c}In use by another player.,
232,{/c}Hunting Competition is not being held.,
233,"{c05}Warning!

{/c}This service cannot be used on your current plan.
Would you like to change to the {c02}Hunter Life Plan{c05}?

Change Member Rank {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.

If you have used the service before, any items that
you had will be saved so that you can use them
again.",
234,"{c05}Attention!

{/c}In order to use this service, you will need to buy
the{c02}Hunter Life Plan{/c} and the {c02}Extra Plan{/c}.

Change Member Rank {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.

If you have used the service before, any items that
you had will be saved so that you can use them again.",
235,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Extra Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.",
236,{/c}Please accept your Extra Quest reward.,
237,"{/c}Unable to use. Either your Pack data was unobtainable
or you are not part of a Pack.",
238,"{/c}You have entered an invalid name, or the name you
entered contains invalid text.",
239,"{/c}Pack creation successfully completed.
Please check Pack Info.",
240,"{/c}Your application to join a Pack was successfully
completed. Please wait for an acceptance message from
the Pack.",
241,{/c}You have withdrawn your application to join a Pack.,
242,{/c}Your application to join a Pack was processed.,
243,"{/c}A Pack with this name will be created.
Is this OK?",
244,"{/c}The Pack creation procedure was unsuccessful.
Please try again.",
245,"{/c}Your Pack will be disbanded.
Is this OK?
{c05}*All Clans will be expelled from the Pack.",
246,"{/c}Your Pack is about to be disbanded.
Are you sure this is OK?
{c05}*You will be unable to create or join any Packs for
a little while.{/c}",
247,"{/c}Pack successfully disbanded.
{c05}*You will be unable to create or join any Packs for
a little while.{/c}",
248,"{/c}The procedure was unsuccessful.
The Pack was not disbanded.",
249,"{/c}Only the leaders of Clans with a Clan Rank of 1 or
higher are able to create Packs.",
250,"{/c}Unable to use. Either you are already part of a Pack,
or you have applied to become part of a Pack.",
251,"{/c} Procedure failed.
Please try again in a moment.",
252,"{/c}You will join this Alliance.
Are you sure this is OK?",
253,{/c}Process interrupted.,
254,"


{/c}Failed to process the above Clan.
They may have withdrawn their application to join.",
255,"{/c}Clans will withdraw or be expelled from the Pack.
Is this OK?",
256,"{/c}Clans are about to withdraw or be expelled from the
Pack. {c05}This cannot be undone. Are you sure you
want to proceed?{/c}",
257,"{/c}Clans have successfully withdrawn or been expelled
from the Pack.",
258,"{/c}Your application will be withdrawn.
Are you sure this is OK?",
259,"{/c}You will resign as Pack leader. Is this OK?
{c05}*Upon resigning, you will become an ordinary Pack
member.",
260,"{/c}You are about to resign as Pack leader.
Are you sure you want to proceed?
{c05}* You will not be able to resign if there is no
member who wants to replace you as leader.",
261,"{/c}Unable to resign as Pack leader.
{c05}* Either there were no members who wanted to replace
you as leader, or the processing of your resignation
failed.",
262,"{/c}You have resigned as Pack leader.
The above player is the new Pack leader.",
263,"{/c}That Pack name is already in use. Please choose a
different Pack name.",
264,"{c05}Warning!{/c}

You cannot create a Pack unless your Hunter Rank
is {c05}five or higher{/c}.",
265,"{/c}Learn more at the Official Website.
{c05}(Launch Web Browser/NOT FUNCTIONAL!){/c}",
266,"{/c}You are temporarily unable to create a Pack or apply
to join a Pack.",
267,"{/c}You will leave the Pack.
Is this OK?",
268,"{/c}You are about to leave the Pack.
{c05}This cannot be undone. Are you sure you wish to
proceed?{/c}",
269,"{/c}You will join the Rookie Clan.
Is this OK?",
270,"{c05}Warning!

{/c}You are unable to join the Rookie Clan.

Potential reasons for this include:
- You are still serving your penalty period for leaving a
Clan.
- You are already a member of another Clan.",
271,{/c}Please enter at least one character.,
272,{/c}The text you entered contains invalid characters.,
273,{/c}You cannot enter only spaces.,
274,"{/c}Saving and quitting.
Is this OK?",
275,{/c}Your Clan Symbol has been saved.,
276,{/c}Failed to save your Clan Symbol.,
277,"{/c}ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

 {/c}{k00} 決定    {k01} 戻る
",
278,"{/c}
Exit without saving.
Are you sure?",
279,{/c}You are unable to edit your Clan Symbol here.,
280,"Congratulations for your breakthrough in the {c05}<Hunting
Tourney>{/c}!

Please accept this <Diploma> from the <Rookie Guide>!",
281,"{c05}Some members have not yet completed their
preparations. Are you sure you want to set out on the
Quest?
(You will wait for the opposition party to finish
preparing before setting out.)",
282,"{/c}You will depart on your Quest. Is this OK?
(You will wait for the opposition party to finish
preparing before setting out on the Quest.)",
283,"{c05}準備完了前のメンバーがいます。
クエストに出発してよろしいですか？",
284,{/c}No opponent.,
285,{/c}Opponent not yet ready to depart.,
286,"{c05}If you are defeated or choose to retire on a Versus
Quest, your entire contract fee will be confiscated.

Is this OK?",
287,"{/c}You will vote for the selected Trial.
Is this OK?",
288,{/c}Application for this Quest is closed.,
289,{/c}Contract conditions not met.,
290,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Hunter Life Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close


{c05}If you change to a new plan, you will need to
quit the game and log in again.
",
291,"{/c}You're about to quit. The Message you are writing
will be lost. Is this OK?",
292,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Premium Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.",
293,"{c05}Warning!
{/c}We're sorry, but you cannot currently use this
service because you've {c02}reached the usage limit{/c}.

We apologize, and ask for your understanding.",
294,"{c05}Warning!
{/c}If you reach your {c02}storage limit{/c}, you will
become unable to use it.

You have {c02}not currently reached that limit{/c}, so you
can continue to store items at the moment.

Selecting ""Yes"" will count as one use of your storage.
Would you like to proceed?",
295,"{c05}Warning!
{/c} {c02}If you select ""Yes,""{/c} then the next time you use
your storage it will {c02}count as another use{/c}.
(It will count regardless of whether you move items
or not.)

If you select {c02}""No,""{/c} it will not count as a use.
You will still be able to use your storage, change
names etc.",
296,{/c}Are you happy with this name?,
297,{/c}That name contains forbidden text!,
298,"{/c}Cannot be initiated if you joined a Clan
during the Prize Fest.",
299,{/c}Returning to Caravan... Please wait a moment...,
300,"{/c}You will donate the Clan Points indicated.

{c05}※The Clan leader decides how Clan Points will be used.
Capcom will not get involved in any differences of
opinion or disagreements that arise between Clan
leaders and Clan members regarding the usage of
Clan Points. Clan members must accept this when donating
Clan Points, and must agree beforehand that it is the
Clan leader who is responsible for choosing how they
are used.

Is this OK?",
301,"{/c}(TEMP) You will register with this name.
Is this OK?",
302,{/c}(TEMP) Now registering.,
303,{/c}(TEMP) Registered.,
304,{/c}(TEMP) That name is already being used.,
305,{/c}(TEMP) Failed to connect.,
306,"{c05}You will lose the indicated items when performing
this operation.
{/c}Selecting ""Yes"" will immediately erase gear data.
This operation cannot be undone, and erased gear
data cannot be restored.

Is this OK?",
307,"{c05}You will lose the indicated items when performing
this operation.
{/c}Selecting ""Yes"" will immediately erase item data.
This operation cannot be undone, and erased item
data cannot be restored.

Is this OK?",
308,"{/c}Quest creation failed. Exiting the Tutorial.
{c05}* You can see this content by talking to the
Apprentice Felyne and selecting ""Tutorial.""
* The tutorial teaches you about basic controls and
game flow, so viewing it again is highly recommended.",
309,{/c}Stop the Tutorial?,
310,{/c}Are you sure?,
311,"{/c}Talking to the Apprentice Felyne
again will allow you to restart",
312,"{c05}Warning!
{/c}Services for Hunter Ranks 5 or higher cannot be
used on your current plan.
Would you like to change to the {c02}Hunter Life Plan{/c}?

Change Member Rank {c05}(your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.",
313,"{c05}Warning!
{/c}The items currently in your Item Bag will be
{c02}registered as an Item Set{/c}.

OK to overwrite?",
314,"{c05}Warning!
{/c}Your Item Set will be{c04}placed in your Item Bag{/c}.

OK to replace the current contents of your Item Bag?",
315,"{c05}You don't have enough Makeover Points!
{/c}You can get Makeover Points by buying the Makeover
Service.

Buy the Makeover Service{c05}(Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close",
316,"{c05}Warning!
{/c}If you leave the room, your current makeover will be
saved.
{c04}Your Makeover Points will be used up.{/c}.
{c02}You will not be able to undo a Makeover
once it has been saved.

Is this OK?",
317,"{c05}Final Check!
{c02}Your Makeover will be fixed and saved.

{/c}Are you sure you want to proceed?",
318,{/c}　,
319,"{c05}Pioneer info for the selected options will be reset.
{c02}* Once reset, the previous info cannot be restored.
{c02}* When you reset Pioneer info, it is assessed and
you will receive CP based on the results.

Is this OK?",
320,{/c}The selected options have been reset.,
321,"{/c}Unable to acquire Versus Tournament Information.
Please check the Versus Tournament Board.",
322,{/c}Tough weapons cannot be used on this Quest.,
323,"{/c}The text you entered contains words that cannot be
used in MHF-Z, so you will be unable to use it in-game.",
324,"{/c}The text you entered contains words that cannot be
used on Xbox Live, so you will be unable to use it
in-game.",
325,"{/c}
Learn more at the Official Website.
{c05}(Launch Web Browser/NOT FUNCTIONAL!){/c}",
326,"{c05}ご注意！
{/c}現在のお客様のコースだけでは
このサービスのご利用はできません。

{c02}Ｌラスタ同行券{/c}を所持または
{c02}アシストコース{/c}を別途ご購入いただく事で
サービスを利用する事ができます。

購入する{c05}（ブラウザ起動）{/c}
Webで詳細{c05}（ブラウザ起動）{/c}
閉じる

{c05}コースをご購入された場合は、
広場入口のガイドから「利用権情報の更新」を選ぶか
ゲームを終了して再ログインして下さい。
",
327,"{c05}Switching Pioneer info for the selected options.
{c02}* Once switched, previous Pioneer info cannot
be restored.

{/c}Is this OK?",
328,{/c}Switching of the selected options has been completed.,
329,"{/c}The assessment results were:

{/c}.
{/c}Is this OK?",
330,"{/c}Unable to initiate this Quest. It can only be
initiated from the Internet Caf.s indicated.",
331,"{c05}Warning!
{/c}You are unable to use this service on your
current plan.

You can use this service by purchasing the
{c02}Extra Plan{/c}.

Purchase {c05} (Your browser will be opened.){/c}
View Details Online {c05}(Your browser will be opened.){/c}
Close

{c05}If you change to a new plan, you will need to
quit the game and log in again.
",
332,"{/c} Due to the Competitive nature of these quests, we want to make
sure that everyone has a friendly rival experience.
Make sure to respect your fellow competitors and
refrain from any sabotaging or harmful bullying.

If you can accept these basic ground rules, then 
we wish you a good competition and may the
better Hunter win!

{c05}Let's get along and have a good Hunt! {/c}",
333,"{/c}マイトレポイント　　{c05}  30ポイント{/c}を　　　　　
{/c}ギルド貢献ポイント　{c05}3000ポイント{/c}に交換します

{/c}{c05}1度交換すると元に戻すことはできません

{/c}
{/c}
{/c}
{/c}
{/c}よろしいですか？
",
334,"{c05}大討伐に参加します

{/c}ラヴィエンテとラヴィエンテ亜種の
どちらかの大討伐に参加できます。
どちらの大討伐に参加しますか？
ラヴィエンテ

ラヴィエンテ亜種
ラヴィエンテはHR17から、
ラヴィエンテ亜種はHR100から
参加可能です。
",
335,"{c05}ご注意！

{c05}アイテムセット5〜24{/c}を削除することで
追加アイテムボックスを4ページ追加することが可能です。
実行しますか？
{c05}削除したアイテムセットは復元することはできません。{/c}",
336,"{/c}{u4}を作ると、
マイトレポイント{c05}{u6}ポイント{/c}を消費します。
よろしいですか？",
337,"{c05}ご注意！

{/c}追加アイテムボックスを4ページ(すべて)削除することで
{c05}アイテムセット5〜24{/c}を追加することが可能です。
実行しますか？",
338,"{/c}追加アイテムボックスを4ページ追加しました。
{c05}(アイテムセット5〜24を削除){/c}",
339,"{/c}追加アイテムボックスを4ページ削除しました。
{c05}(アイテムセット5〜24を追加){/c}",
340,"{/c}追加アイテムボックスを削除するには
{/c}追加アイテムボックス内を空にして下さい。",
341,{/c}シリーズクエストのダウンロードに失敗しました。,
342,{/c}{u8}とお別れしますか？,
343,{/c}{u8}と本当にお別れしても良いですか？,
344,"{/c}{c05}ホルク{/c}がやって来ました！

これからのハンター生活において
あなたの心強い仲間となるべく、
{c05}ホルク{/c}がマイシリーズ内の
「{c05}マイホルク{/c}」にやって来ました。

エサを与えたり訓練の指示を行い、
「{c05}学びの書{/c}」を装着させて
あなただけのホルクに育てましょう。
成長の結果は、クエスト中の行動で
体感できます。

詳しくは、{c05}マイホルク{/c}にいる管理担当
「{c05}ホルク教官{/c}」にお尋ねください。

Webで詳細{c05}(ブラウザ起動)
{/c}閉じる",
345,"{c05}ご注意！
{/c}現在のお客様のコースでは
このサービスのご利用はできません。

{c02}エクストラ継続コース{/c}を別途ご購入いただく事で
サービスを利用する事ができます。

購入する{c05}（ブラウザ起動）{/c}
Webで詳細{c05}（ブラウザ起動）{/c}
閉じる


{c05}コースをご購入された場合は、
ゲームを終了して再ログインして下さい。
",
346,"{/c}これはミッション対象外の
クエストです。

",
347,"{/c}デイリークエストに参加する
権利がありません。
",
348,{/c}  参加人数が不足しています。  ,
349,"{/c}{c05}注意{/c}

現在は退出制限発生中につき、
この状態で部屋を退出する場合は
狩猟技段位ポイントがマイナスされます。
それでも退出しますか？

",
350,"{/c}今回の狩猟技昇段試合は
終了しました。
パーティーを解散し、
メゼポルタ広場に戻ります。
(３秒後に自動的に退出します)
",
351,"{/c}ミッション中は
装備の変更ができません。
ミッションをキャンセルしてから
やり直してください。
",
352,{/c}部屋に入室できませんでした。,
353,"{/c}現在装備している
武器種のＳＲが不足しているため
これ以上受けることが
出来ません。
",
354,"{/c}現在装備している
武器種の秘伝書育成を、
これ以上受けることが
出来ません。
",
355,"{/c}現在表示している
章に切り替えますか？
",
