location,source,target
0xb9c53c@mhfdat-jp.bin,ロイヤルチーズ,Royal Cheese
0xb9c540@mhfdat-jp.bin,ホピ酒,Hopi Brew
0xb9c544@mhfdat-jp.bin,ブレスワイン,Blessed Wine
0xb9c548@mhfdat-jp.bin,黄金芋酒,Golden Ale
0xb9c54c@mhfdat-jp.bin,モンスターエッグ,Monster Egg
0xb9c550@mhfdat-jp.bin,ブタせんべい,Poogie Crackers
0xb9c554@mhfdat-jp.bin,（ダミー）,(dummy)
0xb9c558@mhfdat-jp.bin,鳴き袋,Screamer
0xb9c55c@mhfdat-jp.bin,毒袋,Poison Sac
0xb9c560@mhfdat-jp.bin,麻痺袋,Paralysis Sac
0xb9c564@mhfdat-jp.bin,（ダミー）,(dummy)
0xb9c568@mhfdat-jp.bin,睡眠袋,Sleep Sac
0xb9c56c@mhfdat-jp.bin,（ダミー）,(dummy)
0xb9c570@mhfdat-jp.bin,火炎袋,Flame Sac
0xb9c574@mhfdat-jp.bin,電気袋,Electro Sac
0xb9c578@mhfdat-jp.bin,狂走エキス,Dash Extract
0xb9c57c@mhfdat-jp.bin,アルビノエキス,Pale Extract
0xb9c580@mhfdat-jp.bin,竜骨【小】,Sm Monster Bone
0xb9c584@mhfdat-jp.bin,竜骨【中】,Med Monster Bone
0xb9c588@mhfdat-jp.bin,竜骨【大】,Lg Monster Bone
0xb9c58c@mhfdat-jp.bin,堅竜骨,Monster Hardbone
0xb9c590@mhfdat-jp.bin,古龍骨,Elder Dragon Bone
0xb9c594@mhfdat-jp.bin,なぞの骨,Mystery Bone
0xb9c598@mhfdat-jp.bin,なぞの頭骨,Unknown Skull
0xb9c59c@mhfdat-jp.bin,達人のドクロ,Master's Skull
0xb9c5a0@mhfdat-jp.bin,棒状の骨,Bone
0xb9c5a4@mhfdat-jp.bin,大きな骨,Jumbo Bone
0xb9c5a8@mhfdat-jp.bin,竜の牙,Wyvern Fang
0xb9c5ac@mhfdat-jp.bin,竜の爪,Wyvern Claw
0xb9c5b0@mhfdat-jp.bin,竜玉,Wyvern Gem
0xb9c5b4@mhfdat-jp.bin,竜のナミダ,Wyvern Tears
0xb9c5b8@mhfdat-jp.bin,なわばりのフン,Territorial Dung
0xb9c5bc@mhfdat-jp.bin,ヤド真珠,Crab Pearl
0xb9c5c0@mhfdat-jp.bin,龍秘宝,Dragon Treasure
0xb9c5c4@mhfdat-jp.bin,朽ちた龍鱗,Decayed Drgn Scl
0xb9c5c8@mhfdat-jp.bin,龍薬石,Crystalized Scale
0xb9c5cc@mhfdat-jp.bin,モスの苔皮,Mosswine Hide
0xb9c5d0@mhfdat-jp.bin,モスの頭,Mosswine Head
0xb9c5d4@mhfdat-jp.bin,ファンゴの毛皮,Bullfango Pelt
0xb9c5d8@mhfdat-jp.bin,ファンゴの頭,Bullfango Head
0xb9c5dc@mhfdat-jp.bin,大猪の皮,Bulldrome Hide
0xb9c5e0@mhfdat-jp.bin,大猪の硬い皮,Bulldrome Hide+
0xb9c5e4@mhfdat-jp.bin,ケルビの角,Kelbi Horn
0xb9c5e8@mhfdat-jp.bin,ケルビの皮,Kelbi Hide
0xb9c5ec@mhfdat-jp.bin,ガウシカの毛皮,Anteka Pelt
0xb9c5f0@mhfdat-jp.bin,ガウシカの角,Anteka Antlers
0xb9c5f4@mhfdat-jp.bin,ランポスの牙,Velociprey Fang
0xb9c5f8@mhfdat-jp.bin,ランポスの鱗,Velociprey Scale
0xb9c5fc@mhfdat-jp.bin,ランポスの上鱗,Velociprey Scale+
0xb9c600@mhfdat-jp.bin,ランポスの皮,Velociprey Hide
0xb9c604@mhfdat-jp.bin,ドスランポスの皮,Velocidrome Hide
0xb9c608@mhfdat-jp.bin,ドスランポスの爪,Velocidrome Claw
0xb9c60c@mhfdat-jp.bin,ランポスの尖爪,Velocidrome Claw+
0xb9c610@mhfdat-jp.bin,ドスランポスの頭,Velocidrome Head
0xb9c614@mhfdat-jp.bin,ランポスの白鱗,Giaprey Scale
0xb9c618@mhfdat-jp.bin,ランポスの白皮,Giaprey Hide
0xb9c61c@mhfdat-jp.bin,ゲネポスの麻痺牙,Genprey Fang
0xb9c620@mhfdat-jp.bin,ゲネポスの鱗,Genprey Scale
0xb9c624@mhfdat-jp.bin,ゲネポスの上鱗,Genprey Scale+
0xb9c628@mhfdat-jp.bin,ゲネポスの皮,Genprey Hide
0xb9c62c@mhfdat-jp.bin,ドスゲネポスの皮,Gendrome Hide
0xb9c630@mhfdat-jp.bin,ドスゲネポスの頭,Gendrome Skull
0xb9c634@mhfdat-jp.bin,イーオスの毒牙,Ioprey Fang
0xb9c638@mhfdat-jp.bin,イーオスの鱗,Ioprey Scale
0xb9c63c@mhfdat-jp.bin,イーオスの上鱗,Ioprey Scale+
0xb9c640@mhfdat-jp.bin,イーオスの皮,Ioprey Hide
0xb9c644@mhfdat-jp.bin,ドスイーオスの皮,Iodrome Hide
0xb9c648@mhfdat-jp.bin,ドスイーオスの頭,Iodrome Skull
0xb9c64c@mhfdat-jp.bin,怪鳥の鱗,Kut-Ku Scale
0xb9c650@mhfdat-jp.bin,怪鳥の甲殻,Kut-Ku Shell
0xb9c654@mhfdat-jp.bin,怪鳥の堅殻,Kut-Ku Carapace
0xb9c658@mhfdat-jp.bin,怪鳥の耳,Kut-Ku Ear
0xb9c65c@mhfdat-jp.bin,怪鳥の地獄耳,Long Kut-Ku Ear
0xb9c660@mhfdat-jp.bin,巨大なクチバシ,Giant Beak
0xb9c664@mhfdat-jp.bin,立派なクチバシ,Splendid Beak
0xb9c668@mhfdat-jp.bin,怪鳥の翼膜,Kut-Ku Webbing
0xb9c66c@mhfdat-jp.bin,青怪鳥の鱗,B.Kut-Ku Scale
0xb9c670@mhfdat-jp.bin,青怪鳥の甲殻,B.Kut-Ku Shell
0xb9c674@mhfdat-jp.bin,青怪鳥の堅殻,B.Kut-Ku Carapace
0xb9c678@mhfdat-jp.bin,ゴム質の皮,Rubbery Hide
0xb9c67c@mhfdat-jp.bin,ゴム質の上皮,Rubbery Hide+
0xb9c680@mhfdat-jp.bin,毒怪鳥の頭,Gypceros Head
0xb9c684@mhfdat-jp.bin,ゴム質の紫皮,P.Rubbery Hide
0xb9c688@mhfdat-jp.bin,毒怪鳥の紫翼,P.Gypceros Wing
0xb9c68c@mhfdat-jp.bin,魚竜のキモ,Piscine Liver
0xb9c690@mhfdat-jp.bin,魚竜の牙,Piscine Fang
0xb9c694@mhfdat-jp.bin,水竜の鱗,Plesioth Scale
0xb9c698@mhfdat-jp.bin,水竜の上鱗,Plesioth Scale+
0xb9c69c@mhfdat-jp.bin,水竜のヒレ,Plesioth Fin
0xb9c6a0@mhfdat-jp.bin,翠水竜の鱗,G.Plesioth Scale
0xb9c6a4@mhfdat-jp.bin,翠水竜のヒレ,G.Plesioth Fin
0xb9c6a8@mhfdat-jp.bin,砂竜の鱗,Cephalos Scale
