location,source,target
0x938c5c@mhfdat-jp.bin,ボーンランス,Bone Lance
0x938c60@mhfdat-jp.bin,ボーンランス改,Bone Lance+
0x938c64@mhfdat-jp.bin,ロングホーン,Long Horn
0x938c68@mhfdat-jp.bin,ブラックキャノン,Black Cannon
0x938c6c@mhfdat-jp.bin,ロングタスク,Long Tusk
0x938c70@mhfdat-jp.bin,バーバリアンタスク,Barbarian Tusk
0x938c74@mhfdat-jp.bin,ヘルスティング,Hellsting
0x938c78@mhfdat-jp.bin,ハードヒッター,Hard Heater
0x938c7c@mhfdat-jp.bin,オーガーランス,Ogre Lance
0x938c80@mhfdat-jp.bin,レッドテイル,Red Tail
0x938c84@mhfdat-jp.bin,シザーガンランス,Scissor Gunlance
0x938c88@mhfdat-jp.bin,龍木ノ槍,Dragonwood Gunlance
0x938c8c@mhfdat-jp.bin,ブロスホーン,Diablo Horn
0x938c90@mhfdat-jp.bin,エメラルドスピア,Emerald Spear
0x938c94@mhfdat-jp.bin,角槍ディアブロス,Diablo Spear
0x938c98@mhfdat-jp.bin,ボーンクロウランス,Bone Claw Lance
0x938c9c@mhfdat-jp.bin,クリムゾンブロス,Crimson War Pike
0x938ca0@mhfdat-jp.bin,ヴェノムランス,Venom Lance
0x938ca4@mhfdat-jp.bin,ブレイドスティンガー,Blade Stinger
0x938ca8@mhfdat-jp.bin,ヴェノムスクウィード,Basarios Venom Spear
0x938cac@mhfdat-jp.bin,豪槍グラビモス,Gravios Spear
0x938cb0@mhfdat-jp.bin,ガトリングランス,Gatling Lance
0x938cb4@mhfdat-jp.bin,ガトリングランス改,Gatling Lance+
0x938cb8@mhfdat-jp.bin,凄くさびた槍,Rusted Lance
0x938cbc@mhfdat-jp.bin,さびた槍,Tarnished Lance
0x938cc0@mhfdat-jp.bin,ギザミスティンガー,Kizami Stinger
0x938cc4@mhfdat-jp.bin,アンドレイヤー,Undertaker
0x938cc8@mhfdat-jp.bin,ドラゴンランス,Dragon Lance
0x938ccc@mhfdat-jp.bin,鬼槍ラージャン,Demon Lance
0x938cd0@mhfdat-jp.bin,ハンターナイフ,Hunter Knife
0x938cd4@mhfdat-jp.bin,ハンターナイフ改,Hunter Knife+
0x938cd8@mhfdat-jp.bin,ハンターカリンガ,Hunting Dagger
0x938cdc@mhfdat-jp.bin,ハンターカリンガ改,Hunting Dagger+
0x938ce0@mhfdat-jp.bin,アサシンカリンガ,Assassin Dagger
0x938ce4@mhfdat-jp.bin,紫電,Kirin Bolt
0x938ce8@mhfdat-jp.bin,紫電改,Kirin Bolt+
0x938cec@mhfdat-jp.bin,朽ちた龍剣Ｆ,Rusted Replica
0x938cf0@mhfdat-jp.bin,雷神剣キリン,Kirin Bolt Ultimus
0x938cf4@mhfdat-jp.bin,サーペントバイト,Serpent Bite
0x938cf8@mhfdat-jp.bin,ドスバイトダガー,Velocidrome Bite
0x938cfc@mhfdat-jp.bin,ヴァイパーバイト,Viper Bite
0x938d00@mhfdat-jp.bin,封龍宝剣Ｆ,Eternal Replica
0x938d04@mhfdat-jp.bin,デスパライズ,Deathprize
0x938d08@mhfdat-jp.bin,ハイドラバイト,Hydra Bite
0x938d0c@mhfdat-jp.bin,フレイムサイフォス,Flame Syphos
0x938d10@mhfdat-jp.bin,デッドリィポイズン,Deadly Poison
0x938d14@mhfdat-jp.bin,サンダーベイン,Thunderbane
0x938d18@mhfdat-jp.bin,プリンセスレイピア,Princess Rapier
0x938d1c@mhfdat-jp.bin,ライトニングベイン,Lightning Bane
0x938d20@mhfdat-jp.bin,プリンセスレイピア改,Princess Rapier+
0x938d24@mhfdat-jp.bin,ポイズンタバルジン,Poison Battleaxe
0x938d28@mhfdat-jp.bin,ボーンククリ,Bone Kris
0x938d2c@mhfdat-jp.bin,ボーンククリ改,Bone Kris+
0x938d30@mhfdat-jp.bin,ボーンピック,Bone Pick
0x938d34@mhfdat-jp.bin,ボーンピック改,Bone Pick+
0x938d38@mhfdat-jp.bin,ボーンネイル,Bone Nail
0x938d3c@mhfdat-jp.bin,バーンエッジ,Djinn
0x938d40@mhfdat-jp.bin,マスターブレイドＦ,Master Blade F
0x938d44@mhfdat-jp.bin,バーンエッジ改,Djinn+
0x938d48@mhfdat-jp.bin,イフリートマロウ,Blazing Falchion
0x938d4c@mhfdat-jp.bin,スリープショテル,Weary Finsword
0x938d50@mhfdat-jp.bin,鋼氷剣,Steel Ice Dagger
0x938d54@mhfdat-jp.bin,ガノフィンショテル,Sandman Finsword
0x938d58@mhfdat-jp.bin,ヒーローブレイドＦ,Hero Blade F
0x938d5c@mhfdat-jp.bin,フロストエッジ,Frost Edge
0x938d60@mhfdat-jp.bin,リベットクラブ,Studded Club
0x938d64@mhfdat-jp.bin,フロストエッジ改,Frost Edge+
0x938d68@mhfdat-jp.bin,クギバット,Spiked Bat
0x938d6c@mhfdat-jp.bin,クリムゾンクラブ,Crimson Club
0x938d70@mhfdat-jp.bin,モノブロスクラブ,Monoblos Club
0x938d74@mhfdat-jp.bin,凄くさびた小剣,Rusted Sword
0x938d78@mhfdat-jp.bin,さびた小剣,Tarnished Sword
0x938d7c@mhfdat-jp.bin,独龍剣【青鬼】,Blue Ogre Sword
0x938d80@mhfdat-jp.bin,封龍剣【絶一門】,Eternal Strife
0x938d84@mhfdat-jp.bin,金獣棍,Rajang Club
0x938d88@mhfdat-jp.bin,金獣棍【禁忌】,Taboo Rajang Club
0x938d8c@mhfdat-jp.bin,ドラゴンバスター,Dragonbuster
0x938d90@mhfdat-jp.bin,ツルギ【烏】,Raven Blade
0x938d94@mhfdat-jp.bin,ねこ？ぱんち,Catspaw
0x938d98@mhfdat-jp.bin,にゃんにゃんぼう,Catburglar
0x938d9c@mhfdat-jp.bin,タクティクス,Tactical Blade
0x938da0@mhfdat-jp.bin,斬破刀,Eager Cleaver
0x938da4@mhfdat-jp.bin,天上天下無双刀,Divine Slasher
0x938da8@mhfdat-jp.bin,クロームレイザー,Chrome Razor
0x938dac@mhfdat-jp.bin,封龍剣【滅一門】,Eternal Annihilator
0x938db0@mhfdat-jp.bin,破鎚シャッター,Finishing Hammer
0x938db4@mhfdat-jp.bin,激鎚オンスロート,Onslaught Hammer
0x938db8@mhfdat-jp.bin,バインドキューブ,Binder Mace
0x938dbc@mhfdat-jp.bin,テッケン,Fist of Fury
0x938dc0@mhfdat-jp.bin,竜騎槍ゲイボルグ,Grayburg Javelin
0x938dc4@mhfdat-jp.bin,レクイエムスピア,Requiem Spear
0x938dc8@mhfdat-jp.bin,プロミネンスピラー,Spear of Prominence
0x938dcc@mhfdat-jp.bin,黒龍槍,Black Dragon Spear
0x938dd0@mhfdat-jp.bin,クックツインズ,Twin Kut-Ku
0x938dd4@mhfdat-jp.bin,コロナ,Corona
0x938dd8@mhfdat-jp.bin,黒龍剣,Black Dragon Sword
0x938ddc@mhfdat-jp.bin,オデッセイ,Odyssey
0x938de0@mhfdat-jp.bin,おやすみベア,Teddybear
0x938de4@mhfdat-jp.bin,エストック,Estoc
0x938de8@mhfdat-jp.bin,ニンジャソード,Ninja Sword
0x938dec@mhfdat-jp.bin,鬼金棒,Demon Rod
0x938df0@mhfdat-jp.bin,ジークムント,Siegmund
0x938df4@mhfdat-jp.bin,レイトウマグロ,Frozen Tuna
0x938df8@mhfdat-jp.bin,大鬼槍ラージャン,Great Demon Lance
0x938dfc@mhfdat-jp.bin,ヴァルハラ,Valhalla
0x938e00@mhfdat-jp.bin,ネイティブスピア,Native Spear
0x938e04@mhfdat-jp.bin,スティールバイソン賖,Steel Bison Ⅱ
0x938e08@mhfdat-jp.bin,ツインダガー,Twin Dagger
0x938e0c@mhfdat-jp.bin,ハイツインダガー,Hi Twin Daggers
0x938e10@mhfdat-jp.bin,ハリケーン,Hurricane
0x938e14@mhfdat-jp.bin,ピンクボンボン,Pink Maracas
0x938e18@mhfdat-jp.bin,サイクロン,Cyclone
0x938e1c@mhfdat-jp.bin,デュアルトマホーク,Dual Tomahawk
0x938e20@mhfdat-jp.bin,デュアルトマホーク改,Dual Tomahawk+
0x938e24@mhfdat-jp.bin,オーダーレイピア,Order Rapier
0x938e28@mhfdat-jp.bin,テッセン【烏】,Raven Tessen
0x938e2c@mhfdat-jp.bin,ホーリーセーバー,Holy Saber
0x938e30@mhfdat-jp.bin,工房試作品【鋸斬り】,Prototype Saw-Slicer
0x938e34@mhfdat-jp.bin,正式採用機械鋸,Sanctioned Blades
0x938e38@mhfdat-jp.bin,ボーンシックル,Bone Scythe
0x938e3c@mhfdat-jp.bin,ボーンシックル改,Bone Scythe+
0x938e40@mhfdat-jp.bin,ガノカットラス,Cutlass
0x938e44@mhfdat-jp.bin,ガノカットラス改,Cutlass+
0x938e48@mhfdat-jp.bin,ブロスブロス,Dual Diablo
0x938e4c@mhfdat-jp.bin,ブロスブロス改,Dual Diablo+
0x938e50@mhfdat-jp.bin,インセクトオーダー,Insector
0x938e54@mhfdat-jp.bin,インセクトオーダー改,Insector+
0x938e58@mhfdat-jp.bin,ツインフレイム,Twin Flames
0x938e5c@mhfdat-jp.bin,ツインハイフレイム,Hi Twin Flames
0x938e60@mhfdat-jp.bin,双剣リュウノツガイ,Gradios Ultimus
0x938e64@mhfdat-jp.bin,双龍剣,Double Dragon
0x938e68@mhfdat-jp.bin,双龍剣【極】,Dual Dragon Ultimus
0x938e6c@mhfdat-jp.bin,バルバロイブレイド,Barbaroi Blade
0x938e70@mhfdat-jp.bin,クリムゾンゴート,Crimson Goat
0x938e74@mhfdat-jp.bin,煌剣リオレウス,Shiny Rathalos Sword
0x938e78@mhfdat-jp.bin,溶解鎚【煉獄】,"Torment ""Purgatory"""
0x938e7c@mhfdat-jp.bin,ホワイトディザスター,White Disaster
0x938e80@mhfdat-jp.bin,ドスバイトダガー改,Velocidrome Bite+
0x938e84@mhfdat-jp.bin,スティールバイソン賕,Steel Bison Ⅲ
0x938e88@mhfdat-jp.bin,クリムゾンサイス,Crimson Scythe
0x938e8c@mhfdat-jp.bin,ホワイトマンティス,White Mantis
0x938e90@mhfdat-jp.bin,セイリュウトウ【烏】,Sentoryu Raven
0x938e94@mhfdat-jp.bin,テスカブレイド,Teostra Blade
0x938e98@mhfdat-jp.bin,真・竜ノ顎,True Dragon's Jaw
0x938e9c@mhfdat-jp.bin,軍刀,Saber
0x938ea0@mhfdat-jp.bin,軍刀【獅子舞】,Lion Dance Saber
0x938ea4@mhfdat-jp.bin,ガーディアンソード,Guardian Sword
0x938ea8@mhfdat-jp.bin,鬼神斬破刀,True Devil Slicer
0x938eac@mhfdat-jp.bin,蛇剣【白蛇】,White Serpentblade
0x938eb0@mhfdat-jp.bin,蒼剣ガノトトス,Plesioth Crystasword
0x938eb4@mhfdat-jp.bin,鎌威太刀,Scythe of Menace
0x938eb8@mhfdat-jp.bin,執行人の大斧,Enforcer's Axe
0x938ebc@mhfdat-jp.bin,蒼刃剣ガノトトス,Plesioth Azureblade
0x938ec0@mhfdat-jp.bin,龍刀【朧火】,Smolder Dragonsword
0x938ec4@mhfdat-jp.bin,ブラッシュデイム,Blushing Dame
0x938ec8@mhfdat-jp.bin,ペイルカイザー,Pale Kaiser
0x938ecc@mhfdat-jp.bin,鋼氷大剣,Steel Ice Blade
0x938ed0@mhfdat-jp.bin,鋼氷大剣−改,Steel Ice Blade+
0x938ed4@mhfdat-jp.bin,鬼斬破,Devil Slicer
0x938ed8@mhfdat-jp.bin,クロームデスレイザー,Chrome Death Razor
0x938edc@mhfdat-jp.bin,封龍剣【超滅一門】,Eternal Eradicator
0x938ee0@mhfdat-jp.bin,クロオビブレイド,Black Belt Blade
0x938ee4@mhfdat-jp.bin,タツジンブレイド,Expert Blade
0x938ee8@mhfdat-jp.bin,凄く風化した大剣,Worn Greatsword
0x938eec@mhfdat-jp.bin,風化した大剣,Weathered Great Swd
0x938ef0@mhfdat-jp.bin,クラブカッター,Crab Cutter
0x938ef4@mhfdat-jp.bin,エピタフプレート,Epitaph Blade
0x938ef8@mhfdat-jp.bin,ボーンホルン,Bone Horn
0x938efc@mhfdat-jp.bin,ウォードラム,War Drum
0x938f00@mhfdat-jp.bin,ソニックビードロー,Sonic Glass
0x938f04@mhfdat-jp.bin,ソニックビードロー改,Sonic Glass+
0x938f08@mhfdat-jp.bin,鬼鉄丸,Devil Masher
0x938f0c@mhfdat-jp.bin,正式採用機械鎚,Sanctioned Gunhammer
0x938f10@mhfdat-jp.bin,ウォースタンプ,War Stamp
0x938f14@mhfdat-jp.bin,ウォーバッシュ,War Basher
0x938f18@mhfdat-jp.bin,メタルバグパイプ,Metal Bagpipe
0x938f1c@mhfdat-jp.bin,龍壊棍,Dragon Demolisher
0x938f20@mhfdat-jp.bin,フルフルホルン,Khezu Horn
0x938f24@mhfdat-jp.bin,クックピック,Kut-Ku Pick
0x938f28@mhfdat-jp.bin,グレートノヴァ,Great Nova
0x938f2c@mhfdat-jp.bin,ウラナイオカリナ,Blessed Ocarina
0x938f30@mhfdat-jp.bin,クロオビハンマー,Black Belt Hammer
0x938f34@mhfdat-jp.bin,タツジンハンマー,Expert Hammer
0x938f38@mhfdat-jp.bin,凄く風化した槌,Worn Hammer
0x938f3c@mhfdat-jp.bin,風化した槌,Weathered Hammer
0x938f40@mhfdat-jp.bin,ウラナイオカリナ改,Blessed Ocarina+
0x938f44@mhfdat-jp.bin,パルセイト・コア,Pulsating Core
0x938f48@mhfdat-jp.bin,ウォーボンゴ,War Bongo
0x938f4c@mhfdat-jp.bin,ブラッドホルン,Blood Horn
0x938f50@mhfdat-jp.bin,ブロンズベル,Bronze Bell
0x938f54@mhfdat-jp.bin,龍木ノ笛,Dragonwood Horn
0x938f58@mhfdat-jp.bin,ダーク,Dark
0x938f5c@mhfdat-jp.bin,正式採用機械槍,Sanctioned Gunlance
0x938f60@mhfdat-jp.bin,龍騎槍ゲイボルガ,Dragon Rider Spear
0x938f64@mhfdat-jp.bin,ホウテンゲキ【烏】,Incessant Raven
0x938f68@mhfdat-jp.bin,黒滅龍槍,Black Ruiner Lance
0x938f6c@mhfdat-jp.bin,ブラックテンペスト,Black Tempest
0x938f70@mhfdat-jp.bin,鋼氷槍,Steel Ice Spear
0x938f74@mhfdat-jp.bin,鋼氷槍−改,Steel Ice Spear+
0x938f78@mhfdat-jp.bin,ブルーテイル,Blue Tail
0x938f7c@mhfdat-jp.bin,ブループロミネンス,Blue Prominence
0x938f80@mhfdat-jp.bin,雷槍【イカズチ】,Thunderspear
0x938f84@mhfdat-jp.bin,黒槍グラビモス,Black Gravios Spear
0x938f88@mhfdat-jp.bin,クロオビランス,Black Belt Lance
0x938f8c@mhfdat-jp.bin,タツジンランス,Expert Lance
0x938f90@mhfdat-jp.bin,凄く風化した槍,Worn Spear
0x938f94@mhfdat-jp.bin,風化した槍,Weathered Spear
0x938f98@mhfdat-jp.bin,テオ＝ハウル,Teostra's Howl
0x938f9c@mhfdat-jp.bin,マテンロウ,Matenro
0x938fa0@mhfdat-jp.bin,ドラゴニックリム,Dragonic Rim
0x938fa4@mhfdat-jp.bin,漆黒槍グラビモス,Void Gravios Spear
0x938fa8@mhfdat-jp.bin,ブレイドエッジ,Bladed Edge
0x938fac@mhfdat-jp.bin,ブレイドエッジ改,Bladed Edge+
0x938fb0@mhfdat-jp.bin,オデッセイブレイド,Odyssey Blade
0x938fb4@mhfdat-jp.bin,デッドリィタバルジン,Deadly Battleaxe
0x938fb8@mhfdat-jp.bin,雷神剣インドラ,Kirin Bolt Indora
0x938fbc@mhfdat-jp.bin,双焔,Flaming Pair
0x938fc0@mhfdat-jp.bin,黒滅龍剣,Black Ruiner Sword
0x938fc4@mhfdat-jp.bin,呪魂,Cursed Spirit
0x938fc8@mhfdat-jp.bin,フランベロジュ,Rouge Flames
0x938fcc@mhfdat-jp.bin,ランポスクロウズ,Velociprey Claws
0x938fd0@mhfdat-jp.bin,メルトウォーリア,Melting Wail
0x938fd4@mhfdat-jp.bin,ゴールドマロウ,Golden Falchion
0x938fd8@mhfdat-jp.bin,ガノフィンスパイク,Sandman Spike
0x938fdc@mhfdat-jp.bin,ハイガノススパイク,High Sandman Spike
0x938fe0@mhfdat-jp.bin,メラルーツール,Melynx Tool
0x938fe4@mhfdat-jp.bin,クロオビソード,Black Belt Sword
0x938fe8@mhfdat-jp.bin,タツジンソード,Expert Sword
0x938fec@mhfdat-jp.bin,ハイニンジャソード,Hi Ninja Sword
0x938ff0@mhfdat-jp.bin,雷神宝剣キリン,Thor's Dagger
0x938ff4@mhfdat-jp.bin,双龍剣【天地】,Ultimus Heaven & Earth
0x938ff8@mhfdat-jp.bin,改良型機械鋸,Improved Power Saws
0x938ffc@mhfdat-jp.bin,ギルドナイトセーバー,Guild Knight Sabers
0x939000@mhfdat-jp.bin,インセクトスライサー,Insect Slicer
0x939004@mhfdat-jp.bin,ゲキリュウノツガイ,Corpse Blades
0x939008@mhfdat-jp.bin,凄く風化した双剣,Worn Blades
0x93900c@mhfdat-jp.bin,風化した双剣,Weathered Blades
0x939010@mhfdat-jp.bin,メルトウォーリア改,Melting Wail+
0x939014@mhfdat-jp.bin,封龍剣【超絶一門】,Enduring Schism
0x939018@mhfdat-jp.bin,オベリオン,Oberion
0x93901c@mhfdat-jp.bin,ティタルニア,Titania
0x939020@mhfdat-jp.bin,グラシアルブロス,Blos Ceramic Lance
0x939024@mhfdat-jp.bin,デスヴェノムハンマー,Death Venom Hammer
0x939028@mhfdat-jp.bin,伝説の双刃Ｆ,Legendary Blades F
0x93902c@mhfdat-jp.bin,鬼薙刀,Demonic Halberd
0x939030@mhfdat-jp.bin,ラスティクレイモア,Rusty Claymore
0x939034@mhfdat-jp.bin,グラインドクレイモア,Grind Claymore
0x939038@mhfdat-jp.bin,スティールスネーク賖,Steel Snake Ⅱ
0x93903c@mhfdat-jp.bin,ザンシュトウ【鶏】,Chicken Decapitator
0x939040@mhfdat-jp.bin,大鬼金棒,Great Demon Rod
0x939044@mhfdat-jp.bin,召雷剣【麒麟】,Kirin Thundersword
0x939048@mhfdat-jp.bin,ミラブレイド,Fatalis Blade
0x93904c@mhfdat-jp.bin,双雷剣キリン,Kirin Bolts
0x939050@mhfdat-jp.bin,アッパーミラブレイド,Fatalis Ancestor
0x939054@mhfdat-jp.bin,斬老刀【スサノオ】,Susano Blade
0x939058@mhfdat-jp.bin,ダイミョウカッター,Daimyo Cutter
0x93905c@mhfdat-jp.bin,飛竜刀【翠】,"Wyvern Blade ""Verde"""
0x939060@mhfdat-jp.bin,軍刀【獅子王】,Lion King Saber
0x939064@mhfdat-jp.bin,モノブロスサイス,Monoblos Scythe
0x939068@mhfdat-jp.bin,フロストリーパー,Frost Ripper
