location,source,target
0x46e278@mhfdat-jp.bin,フルフルＳキャップ,Khezu S Cap
0x46e27c@mhfdat-jp.bin,レウスＳヘルム,Rathalos S Helm
0x46e280@mhfdat-jp.bin,レウスＳキャップ,Rathalos S Cap
0x46e284@mhfdat-jp.bin,ガノスＳヘルム,Plesioth S Helm
0x46e288@mhfdat-jp.bin,ガノスＳキャップ,Plesioth S Cap
0x46e28c@mhfdat-jp.bin,バサルＳヘルム,Basarios S Helm
0x46e290@mhfdat-jp.bin,バサルＳキャップ,Basarios S Cap
0x46e294@mhfdat-jp.bin,ディアブロＳヘルム,Diablos S Helm
0x46e298@mhfdat-jp.bin,ディアブロＳキャップ,Diablos S Cap
0x46e29c@mhfdat-jp.bin,モノブロスＳヘルム,Monoblos S Helm
0x46e2a0@mhfdat-jp.bin,モノブロスＳキャップ,Monoblos S Cap
0x46e2a4@mhfdat-jp.bin,グラビドＳヘルム,Gravios S Helm
0x46e2a8@mhfdat-jp.bin,グラビドＳキャップ,Gravios S Cap
0x46e2ac@mhfdat-jp.bin,忍の面・天,Shinobi Mask・Heaven
0x46e2b0@mhfdat-jp.bin,忍の面・地,Shinobi Mask・Earth
0x46e2b4@mhfdat-jp.bin,ギルドガードロポス紅,Red Guild Tricorne
0x46e2b8@mhfdat-jp.bin,ギルドガードマスク紅,Red Guild Mask
0x46e2bc@mhfdat-jp.bin,ギルドガードハット紅,Red Guild Hat
0x46e2c0@mhfdat-jp.bin,ギルドガードピアス紅,Red Guild Piercing
0x46e2c4@mhfdat-jp.bin,暁丸・覇【兜】,Titan Auroros Helm
0x46e2c8@mhfdat-jp.bin,曙丸・覇【烏帽子】,Titan Genesis Hdpce
0x46e2cc@mhfdat-jp.bin,凛・覇【鉢金】,Titan Borealis Crown
0x46e2d0@mhfdat-jp.bin,艶・覇【鉢金】,Titan Glyph Crown
0x46e2d4@mhfdat-jp.bin,ドラゴンＳヘッド,Dragon S Head
0x46e2d8@mhfdat-jp.bin,ドラゴンＳフェイス,Dragon S Face
0x46e2dc@mhfdat-jp.bin,ザザミヘルム,Hermitaur Helm
0x46e2e0@mhfdat-jp.bin,ザザミキャップ,Hermitaur Cap
0x46e2e4@mhfdat-jp.bin,ザザミＵヘルム,Hermitaur U Helm
0x46e2e8@mhfdat-jp.bin,ザザミＵキャップ,Hermitaur U Cap
0x46e2ec@mhfdat-jp.bin,ザザミＳヘルム,Hermitaur S Helm
0x46e2f0@mhfdat-jp.bin,ザザミＳキャップ,Hermitaur S Cap
0x46e2f4@mhfdat-jp.bin,コンガヘルム,Conga Helm
0x46e2f8@mhfdat-jp.bin,コンガキャップ,Conga Cap
0x46e2fc@mhfdat-jp.bin,コンガＵヘルム,Conga U Helm
0x46e300@mhfdat-jp.bin,コンガＵキャップ,Conga U Cap
0x46e304@mhfdat-jp.bin,コンガＳヘルム,Conga S Helm
0x46e308@mhfdat-jp.bin,コンガＳキャップ,Conga S Cap
0x46e30c@mhfdat-jp.bin,ブランゴヘルム,Blango Helm
0x46e310@mhfdat-jp.bin,ブランゴキャップ,Blango Cap
0x46e314@mhfdat-jp.bin,ブランゴＵヘルム,Blango U Helm
0x46e318@mhfdat-jp.bin,ブランゴＵキャップ,Blango U Cap
0x46e31c@mhfdat-jp.bin,ブランゴＳヘルム,Blango S Helm
0x46e320@mhfdat-jp.bin,ブランゴＳキャップ,Blango S Cap
0x46e324@mhfdat-jp.bin,ギザミヘルム,Ceanataur Helm
0x46e328@mhfdat-jp.bin,ギザミキャップ,Ceanataur Cap
0x46e32c@mhfdat-jp.bin,ギザミＵヘルム,Ceanataur U Helm
0x46e330@mhfdat-jp.bin,ギザミＵキャップ,Ceanataur U Cap
0x46e334@mhfdat-jp.bin,ギザミＳヘルム,Ceanataur S Helm
0x46e338@mhfdat-jp.bin,ギザミＳキャップ,Ceanataur S Cap
0x46e33c@mhfdat-jp.bin,キリンホーン,Kirin Horn
0x46e340@mhfdat-jp.bin,キリンコルノ,Kirin Corno
0x46e344@mhfdat-jp.bin,キリンＳホーン,Kirin S Horn
0x46e348@mhfdat-jp.bin,キリンＳコルノ,Kirin S Corno
0x46e34c@mhfdat-jp.bin,クシャナアンク,Kushala Glare
0x46e350@mhfdat-jp.bin,クシャナスーラ,Kushala Snarl
0x46e354@mhfdat-jp.bin,ミヅハ【烏帽子】,Mizuha [Eboshi 】
0x46e358@mhfdat-jp.bin,トヨタマ【烏帽子】,Toyotama [Eboshi 】
0x46e35c@mhfdat-jp.bin,エンプレスセクター,Empress Crown
0x46e360@mhfdat-jp.bin,エンプレスマスク,Empress Mask
0x46e364@mhfdat-jp.bin,金剛【兜】,Indra Helm
0x46e368@mhfdat-jp.bin,不動【兜】,Steadfast Helm
0x46e36c@mhfdat-jp.bin,カイザークラウン,Kaiser Crown
0x46e370@mhfdat-jp.bin,カイザーマスク,Kaiser Mask
0x46e374@mhfdat-jp.bin,夜叉【御面】,Guardian Mask
0x46e378@mhfdat-jp.bin,修羅【御面】,Carnage Mask
0x46e37c@mhfdat-jp.bin,金色ノ添髪,Golden Hair Tie
0x46e380@mhfdat-jp.bin,黒子ノ面隠,Puppetmaster Mask
0x46e384@mhfdat-jp.bin,ミラルーツヘッド,White Fatalis Head
0x46e388@mhfdat-jp.bin,ミラルーツフェイス,White Fatalis Face
0x46e38c@mhfdat-jp.bin,クロオビＳヘルム,Black Belt S Helm
0x46e390@mhfdat-jp.bin,ギアノスフェイク,Gia Mask
0x46e394@mhfdat-jp.bin,ガブラスフェイク,Remobra Mask
0x46e398@mhfdat-jp.bin,ギルドナイトフェザー,Guild Knight Feather
0x46e39c@mhfdat-jp.bin,ギルドナイトマスク,Guild Knight Mask
0x46e3a0@mhfdat-jp.bin,メイドカチューシャ,Maid Headband
0x46e3a4@mhfdat-jp.bin,プライベートグラス,Private Glasses
0x46e3a8@mhfdat-jp.bin,ホワイトピアス,White Piercing
0x46e3ac@mhfdat-jp.bin,ギルドガードロポス蒼,Blue Guild Tricorne
0x46e3b0@mhfdat-jp.bin,ギルドガードマスク蒼,Blue Guild Mask
0x46e3b4@mhfdat-jp.bin,ギルドガードハット蒼,Blue Guild Hat
0x46e3b8@mhfdat-jp.bin,ギルドガードピアス蒼,Blue Guild Piercing
0x46e3bc@mhfdat-jp.bin,Ｋ・ロブスタキャップ,Lobster Cap
0x46e3c0@mhfdat-jp.bin,技のピアス,Piercing of Skill
0x46e3c4@mhfdat-jp.bin,力のピアス,Piercing of Power
0x46e3c8@mhfdat-jp.bin,命のピアス,Piercing of Life
0x46e3cc@mhfdat-jp.bin,名人のピアス,Expert's Piercing
0x46e3d0@mhfdat-jp.bin,職人のピアス,Craftsman's Piercing
0x46e3d4@mhfdat-jp.bin,凄腕のピアス,Master's Piercing
0x46e3d8@mhfdat-jp.bin,強運のピアス,Piercing of Fortune
0x46e3dc@mhfdat-jp.bin,悪運のピアス,Ill Omen Piercing
0x46e3e0@mhfdat-jp.bin,護人のピアス,Protector's Piercing
0x46e3e4@mhfdat-jp.bin,勇者のピアス,Hero's Piercing
0x46e3e8@mhfdat-jp.bin,Ｆヘッド00,F Head 00
0x46e3ec@mhfdat-jp.bin,Ｆヘッド01,F Head 01
0x46e3f0@mhfdat-jp.bin,フレアーピアス,Freya Piercing
0x46e3f4@mhfdat-jp.bin,クックイヤーカフス,Kut-Ku Ear Cuffs
0x46e3f8@mhfdat-jp.bin,クックイヤリング,Kut-Ku Earrings
0x46e3fc@mhfdat-jp.bin,クックＵヘルム,Kut-Ku U Helm
0x46e400@mhfdat-jp.bin,クックＵキャップ,Kut-Ku U Cap
0x46e404@mhfdat-jp.bin,ヒプノヘルム,Hypnoc Helm
0x46e408@mhfdat-jp.bin,ヒプノキャップ,Hypnoc Cap
0x46e40c@mhfdat-jp.bin,ヒプノＵヘルム,Hypnoc U Helm
0x46e410@mhfdat-jp.bin,ヒプノＵキャップ,Hypnoc U Cap
0x46e414@mhfdat-jp.bin,ラヴァヘルム,Lava Helm
0x46e418@mhfdat-jp.bin,ラヴァキャップ,Lava Cap
0x46e41c@mhfdat-jp.bin,ラヴァＳヘルム,Lava Helm S
0x46e420@mhfdat-jp.bin,ラヴァＳキャップ,Lava Cap S
0x46e424@mhfdat-jp.bin,ギアノスＵヘルム,Gia U Helm
0x46e428@mhfdat-jp.bin,ギアノスＵキャップ,Gia U Cap
0x46e42c@mhfdat-jp.bin,しろねこ服マスク,White Cat Mask
0x46e430@mhfdat-jp.bin,くろねこ服マスク,Black Cat Mask
0x46e434@mhfdat-jp.bin,きんねこ服マスク,Gold Cat Mask
0x46e438@mhfdat-jp.bin,ゴシックピアス,Gothic Piercing
0x46e43c@mhfdat-jp.bin,ゴシックＦピアス,Gothic F Piercing
0x46e440@mhfdat-jp.bin,ベイルイヤリング,Beil Earrings
0x46e444@mhfdat-jp.bin,コムラドヘルム【猩】,Comrade Helm 【猩】
0x46e448@mhfdat-jp.bin,ジストレルヘッド,Jisutoreru Head
0x46e44c@mhfdat-jp.bin,デュオヘルム,Duo Helm
0x46e450@mhfdat-jp.bin,スマートヘッド,Smart Head
0x46e454@mhfdat-jp.bin,ストレングスヘッド,Strength Head
0x46e458@mhfdat-jp.bin,ブートアップヘッド,Boot Up Head
0x46e45c@mhfdat-jp.bin,ユウェネスヘッド,Yuenesu Head
0x46e460@mhfdat-jp.bin,欠番,Missing No.
0x46e464@mhfdat-jp.bin,欠番,Missing No.
0x46e468@mhfdat-jp.bin,エアリアルヘッド,Aerial Head
0x46e46c@mhfdat-jp.bin,ジストヘッド,Giste Head
0x46e470@mhfdat-jp.bin,欠番,Missing No.
0x46e474@mhfdat-jp.bin,エクストラヘッド,Extra Head
0x46e478@mhfdat-jp.bin,ウナペルトヘッド,Tenderfoot Hood
0x46e47c@mhfdat-jp.bin,キューラーヘッド,Kyuura Head
0x46e480@mhfdat-jp.bin,欠番,Missing No.
0x46e484@mhfdat-jp.bin,欠番,Missing No.
0x46e488@mhfdat-jp.bin,ラフねこ服マスク,Rough Felyne Mask
0x46e48c@mhfdat-jp.bin,レックスヘルム,Tigrex Helm
0x46e490@mhfdat-jp.bin,レックスキャップ,Tigrex Cap
0x46e494@mhfdat-jp.bin,レックスＳヘルム,Tigrex S Helm
0x46e498@mhfdat-jp.bin,レックスＳキャップ,Tigrex S Cap
0x46e49c@mhfdat-jp.bin,パピメルテスタ,Butterfly Vertex
0x46e4a0@mhfdat-jp.bin,パピメルカブト,Butterfly Kabuto
0x46e4a4@mhfdat-jp.bin,パピメルＳテスタ,Butterfly S Vertex
0x46e4a8@mhfdat-jp.bin,パピメルＳカブト,Butterfly S Kabuto
0x46e4ac@mhfdat-jp.bin,チャチャブーフェイク,Shakalaka Mask
0x46e4b0@mhfdat-jp.bin,フェロウクレスト,Fellow Crest
0x46e4b4@mhfdat-jp.bin,常連のピアス,Regular's Piercing
0x46e4b8@mhfdat-jp.bin,猟団員の証【耐】,Clan Res Piercing
0x46e4bc@mhfdat-jp.bin,狩人のピアス【運搬】,Carthorse Piercing
0x46e4c0@mhfdat-jp.bin,狩人のピアス【釣師】,Fish Hook Piercing
0x46e4c4@mhfdat-jp.bin,猟団員の証【鉄壁】,Clan Rigid Piercing
0x46e4c8@mhfdat-jp.bin,メルホアＵフロール,Melahoa U Vizor
0x46e4cc@mhfdat-jp.bin,マカルパＵフード,Makluva U Hood
0x46e4d0@mhfdat-jp.bin,ビストロＵキャップ,Bistro U Cap
0x46e4d4@mhfdat-jp.bin,オウビートテスタ,King Beetle Vertex
0x46e4d8@mhfdat-jp.bin,オウビートカブト,King Beetle Kabuto
0x46e4dc@mhfdat-jp.bin,オウビートＳテスタ,King Beetle S Vertex
0x46e4e0@mhfdat-jp.bin,オウビートＳカブト,King Beetle S Kabuto
0x46e4e4@mhfdat-jp.bin,デスギアゲヒル,Death Stench Brain
0x46e4e8@mhfdat-jp.bin,デスギアゼレ,Death Stench Soul
0x46e4ec@mhfdat-jp.bin,デスギアＳゲヒル,Death Stench S Brain
0x46e4f0@mhfdat-jp.bin,デスギアＳゼレ,Death Stench S Soul
0x46e4f4@mhfdat-jp.bin,マフモフフード,Mafumofu Hood
0x46e4f8@mhfdat-jp.bin,マフモフＳフード,Mafumofu S Hood
0x46e4fc@mhfdat-jp.bin,アカムトサクパケ,Akantor Mask
0x46e500@mhfdat-jp.bin,アカムトサクイマキ,Akantor Fangs
0x46e504@mhfdat-jp.bin,クシャナＦアンク,Kushala F Glare
0x46e508@mhfdat-jp.bin,クシャナＦスーラ,Kushala F Snarl
0x46e50c@mhfdat-jp.bin,カイザーＦクラウン,Kaiser F Crown
0x46e510@mhfdat-jp.bin,カイザーＦマスク,Kaiser F Mask
0x46e514@mhfdat-jp.bin,ミヅハ魁【烏帽子】,Ace Mizuha Cap
0x46e518@mhfdat-jp.bin,トヨタマ魁【烏帽子】,Ace Extravagant Cap
0x46e51c@mhfdat-jp.bin,金剛・魁【兜】,Ace Indra Helm
0x46e520@mhfdat-jp.bin,不動・魁【兜】,Ace Steadfast Helm
0x46e524@mhfdat-jp.bin,夜叉・魁【御面】,Ace Guardian Mask
0x46e528@mhfdat-jp.bin,修羅・魁【御面】,Ace Carnage Mask
0x46e52c@mhfdat-jp.bin,エンプレスＦセクター,Empress F Sector
0x46e530@mhfdat-jp.bin,エンプレスＦマスク,Empress F Mask
0x46e534@mhfdat-jp.bin,金色ノ添髪・魁,Ace Golden Hair Tie
0x46e538@mhfdat-jp.bin,黒子ノ面隠・魁,Ace Puppetmstr Mask
0x46e53c@mhfdat-jp.bin,ガルルガＦヘルム,Garuga F Helm
0x46e540@mhfdat-jp.bin,ガルルガＦキャップ,Garuga F Cap
0x46e544@mhfdat-jp.bin,クシャナＦアンク,Kushala F Glare
0x46e548@mhfdat-jp.bin,クシャナＦスーラ,Kushala F Snarl
0x46e54c@mhfdat-jp.bin,カイザーＦクラウン,Kaiser F Crown
0x46e550@mhfdat-jp.bin,カイザーＦマスク,Kaiser F Mask
0x46e554@mhfdat-jp.bin,ミヅハ魁【烏帽子】,Ace Mizuha Cap
0x46e558@mhfdat-jp.bin,トヨタマ魁【烏帽子】,Ace Extravagant Cap
0x46e55c@mhfdat-jp.bin,金剛・魁【兜】,Ace Indra Helm
0x46e560@mhfdat-jp.bin,不動・魁【兜】,Ace Steadfast Helm
0x46e564@mhfdat-jp.bin,夜叉・魁【御面】,Ace Guardian Mask
0x46e568@mhfdat-jp.bin,修羅・魁【御面】,Ace Carnage Mask
0x46e56c@mhfdat-jp.bin,エンプレスＦセクター,Empress F Sector
0x46e570@mhfdat-jp.bin,エンプレスＦマスク,Empress F Mask
0x46e574@mhfdat-jp.bin,金色ノ添髪・魁,Ace Golden Hair Tie
0x46e578@mhfdat-jp.bin,黒子ノ面隠・魁,Ace Puppetmstr Mask
0x46e57c@mhfdat-jp.bin,ガルルガＦヘルム,Garuga F Helm
0x46e580@mhfdat-jp.bin,ガルルガＦキャップ,Garuga F Cap
0x46e584@mhfdat-jp.bin,ラヴァＵヘルム,Lavasioth U Helm
0x46e588@mhfdat-jp.bin,ラヴァＵキャップ,Lavasioth U Cap
0x46e58c@mhfdat-jp.bin,ホワイトメタルピアス,White Metal Piercing
0x46e590@mhfdat-jp.bin,セレストピアス,Celeste Piercing
0x46e594@mhfdat-jp.bin,シエルイヤリング,Ciel Earrings
0x46e598@mhfdat-jp.bin,コムラダヘルム【赤】,Red Comrade Helm
0x46e59c@mhfdat-jp.bin,コムラダヘルム【青】,Blue Comrade Helm
0x46e5a0@mhfdat-jp.bin,コムラダヘルム【緑】,Green Comrade Helm
0x46e5a4@mhfdat-jp.bin,コムラダヘルム【橙】,Orange Comrade Helm
0x46e5a8@mhfdat-jp.bin,ケルビフェイク,Kelbi Mask
0x46e5ac@mhfdat-jp.bin,サンタ帽,Santa Hat
0x46e5b0@mhfdat-jp.bin,セフティＳピアス,Safety S Piercing
