location,source,target
0x460e40@mhfdat-jp.bin,ディアブロメイル,Diablos Mail
0x460e44@mhfdat-jp.bin,ディアブロレジスト,Diablos Vest
0x460e48@mhfdat-jp.bin,モノブロスメイル,Monoblos Mail
0x460e4c@mhfdat-jp.bin,モノブロスレジスト,Monoblos Vest
0x460e50@mhfdat-jp.bin,グラビドメイル,Gravios Mail
0x460e54@mhfdat-jp.bin,グラビドレジスト,Gravios Vest
0x460e58@mhfdat-jp.bin,クロオビメイル,Black Belt Mail
0x460e5c@mhfdat-jp.bin,モスブレスト,Mosswine Vest
0x460e60@mhfdat-jp.bin,メルホアトロンコ,Melahoa Ribplate
0x460e64@mhfdat-jp.bin,マカルパペプラム,Makluva Cover
0x460e68@mhfdat-jp.bin,ビストロベスト,Bistro Vest
0x460e6c@mhfdat-jp.bin,ランポスーツボディ,Veloci ーツボディ
0x460e70@mhfdat-jp.bin,ゲネポスーツボディ,Gen ーツボディ
0x460e74@mhfdat-jp.bin,イーオスーツボディ,Io ーツボディ
0x460e78@mhfdat-jp.bin,忍の装束・陽,忍の Shozoku・陽
0x460e7c@mhfdat-jp.bin,忍の装束・陰,忍の Shozoku・陰
0x460e80@mhfdat-jp.bin,ガーディアンスーツ,Guardian Suit
0x460e84@mhfdat-jp.bin,ガーディアンベスト,Guardian Vest
0x460e88@mhfdat-jp.bin,ヘルパーベスト,Helper Vest
0x460e8c@mhfdat-jp.bin,ヒーラーベスト,Healer Vest
0x460e90@mhfdat-jp.bin,ガルルガメイル,Garuga Mail
0x460e94@mhfdat-jp.bin,ガルルガレジスト,Garuga Vest
0x460e98@mhfdat-jp.bin,暁丸【胴当て】,
0x460e9c@mhfdat-jp.bin,曙丸【胴当て】,
0x460ea0@mhfdat-jp.bin,凛【胸当て】,
0x460ea4@mhfdat-jp.bin,艶【胸当て】,
0x460ea8@mhfdat-jp.bin,ドラゴンハイド,Dragon Hide
0x460eac@mhfdat-jp.bin,ドラゴンスキン,Dragon Skin
0x460eb0@mhfdat-jp.bin,レザーライトＵメイル,Leather U Mail
0x460eb4@mhfdat-jp.bin,チェーンＵメイル,Chainmail U Mail
0x460eb8@mhfdat-jp.bin,ハンターＵメイル,Hunter's U Mail
0x460ebc@mhfdat-jp.bin,ハンターＵレジスト,Hunter's U Vest
0x460ec0@mhfdat-jp.bin,ボーンＵメイル,Bone U Mail
0x460ec4@mhfdat-jp.bin,ボーンＵレジスト,Bone U Vest
0x460ec8@mhfdat-jp.bin,ギアノスメイル,Gia Mail
0x460ecc@mhfdat-jp.bin,ギアノスレジスト,Gia Vest
0x460ed0@mhfdat-jp.bin,バトルＵメイル,Battle U Mail
0x460ed4@mhfdat-jp.bin,バトルＵレジスト,Battle U Vest
0x460ed8@mhfdat-jp.bin,ランゴＵメイル,Vespoid U Mail
0x460edc@mhfdat-jp.bin,ランゴＵレジスト,Vespoid U Vest
0x460ee0@mhfdat-jp.bin,タロスＵメイル,Hornetaur U Mail
0x460ee4@mhfdat-jp.bin,タロスＵレジスト,Hornetaur U Vest
0x460ee8@mhfdat-jp.bin,ハイメタＵメイル,High Metal U Mail
0x460eec@mhfdat-jp.bin,ハイメタＵレジスト,High Metal U Vest
0x460ef0@mhfdat-jp.bin,ゲネポスＵメイル,Gen U Mail
0x460ef4@mhfdat-jp.bin,ゲネポスＵレジスト,Gen U Vest
0x460ef8@mhfdat-jp.bin,クックＵメイル,Kut-Ku U Mail
0x460efc@mhfdat-jp.bin,クックＵレジスト,Kut-Ku U Vest
0x460f00@mhfdat-jp.bin,イーオスＵメイル,Io U Mail
0x460f04@mhfdat-jp.bin,イーオスＵレジスト,Io U Vest
0x460f08@mhfdat-jp.bin,ゲリョスＵメイル,Gypceros U Mail
0x460f0c@mhfdat-jp.bin,ゲリョスＵレジスト,Gypceros U Vest
0x460f10@mhfdat-jp.bin,ガレオスＵメイル,Cepha U Mail
0x460f14@mhfdat-jp.bin,ガレオスＵレジスト,Cepha U Vest
0x460f18@mhfdat-jp.bin,スティールＵメイル,Steel U Mail
0x460f1c@mhfdat-jp.bin,リオハートメイル,Rath Heart Mail
0x460f20@mhfdat-jp.bin,リオハートレジスト,Rath Heart Vest
0x460f24@mhfdat-jp.bin,フルフルＵメイル,Khezu U Mail
0x460f28@mhfdat-jp.bin,フルフルＵレジスト,Khezu U Vest
0x460f2c@mhfdat-jp.bin,リオソウルメイル,Rath Soul Mail
0x460f30@mhfdat-jp.bin,リオソウルレジスト,Rath Soul Vest
0x460f34@mhfdat-jp.bin,ガノスＵメイル,Plesioth U Mail
0x460f38@mhfdat-jp.bin,ガノスＵレジスト,Plesioth U Vest
0x460f3c@mhfdat-jp.bin,バサルＵメイル,Basarios U Mail
0x460f40@mhfdat-jp.bin,バサルＵレジスト,Basarios U Vest
0x460f44@mhfdat-jp.bin,ディアブロＵメイル,Diablos U Mail
0x460f48@mhfdat-jp.bin,ディアブロＵレジスト,Diablos U Vest
0x460f4c@mhfdat-jp.bin,モノデビルメイル,Monodevil Mail
0x460f50@mhfdat-jp.bin,モノデビルレジスト,Monodevil Vest
0x460f54@mhfdat-jp.bin,グラビドＵメイル,Gravios U Mail
0x460f58@mhfdat-jp.bin,グラビドＵレジスト,Gravios U Vest
0x460f5c@mhfdat-jp.bin,忍の装束・空,忍の Shozoku・空
0x460f60@mhfdat-jp.bin,忍の装束・海,忍の Shozoku・海
0x460f64@mhfdat-jp.bin,ガーディアンＵスーツ,Guardian U Suit
0x460f68@mhfdat-jp.bin,ガーディアンＵベスト,Guardian U Vest
0x460f6c@mhfdat-jp.bin,ヘルパーＵベスト,Helper U Vest
0x460f70@mhfdat-jp.bin,ヒーラーＵベスト,Healer U Vest
0x460f74@mhfdat-jp.bin,暁丸・皇【胴当て】,
0x460f78@mhfdat-jp.bin,曙丸・皇【胴当て】,
0x460f7c@mhfdat-jp.bin,凛・皇【胸当て】,
0x460f80@mhfdat-jp.bin,艶・皇【胸当て】,
0x460f84@mhfdat-jp.bin,ミラバルカンハイド,ミラ Vulcan Hide
0x460f88@mhfdat-jp.bin,ミラバルカンスキン,ミラ Vulcan Skin
0x460f8c@mhfdat-jp.bin,ゴールドルナメイル,ゴールド Lune Mail
0x460f90@mhfdat-jp.bin,ゴールドルナレジスト,ゴールド Lune Vest
0x460f94@mhfdat-jp.bin,シルバーソルメイル,Silver Sol Mail
0x460f98@mhfdat-jp.bin,シルバーソルレジスト,Silver Sol Vest
0x460f9c@mhfdat-jp.bin,レザーライトＳメイル,Leather S Mail
0x460fa0@mhfdat-jp.bin,チェーンＳメイル,Chainmail S Mail
0x460fa4@mhfdat-jp.bin,ハンターＳメイル,Hunter's S Mail
0x460fa8@mhfdat-jp.bin,ハンターＳレジスト,Hunter's S Vest
0x460fac@mhfdat-jp.bin,ボーンＳメイル,Bone S Mail
0x460fb0@mhfdat-jp.bin,ボーンＳレジスト,Bone S Vest
0x460fb4@mhfdat-jp.bin,ランポスＳメイル,Veloci S Mail
0x460fb8@mhfdat-jp.bin,ランポスＳレジスト,Veloci S Vest
0x460fbc@mhfdat-jp.bin,バトルＳメイル,Battle S Mail
0x460fc0@mhfdat-jp.bin,バトルＳレジスト,Battle S Vest
0x460fc4@mhfdat-jp.bin,ランゴＳメイル,Vespoid S Mail
0x460fc8@mhfdat-jp.bin,ランゴＳレジスト,Vespoid S Vest
0x460fcc@mhfdat-jp.bin,タロスＳメイル,Hornetaur S Mail
0x460fd0@mhfdat-jp.bin,タロスＳレジスト,Hornetaur S Vest
0x460fd4@mhfdat-jp.bin,ハイメタＳメイル,High Metal S Mail
0x460fd8@mhfdat-jp.bin,ハイメタＳレジスト,High Metal S Vest
0x460fdc@mhfdat-jp.bin,ゲネポスＳメイル,Gen S Mail
0x460fe0@mhfdat-jp.bin,ゲネポスＳレジスト,Gen S Vest
0x460fe4@mhfdat-jp.bin,クックＳメイル,Kut-Ku S Mail
0x460fe8@mhfdat-jp.bin,クックＳレジスト,Kut-Ku S Vest
0x460fec@mhfdat-jp.bin,イーオスＳメイル,Io S Mail
0x460ff0@mhfdat-jp.bin,イーオスＳレジスト,Io S Vest
0x460ff4@mhfdat-jp.bin,ゲリョスＳメイル,Gypceros S Mail
0x460ff8@mhfdat-jp.bin,ゲリョスＳレジスト,Gypceros S Vest
0x460ffc@mhfdat-jp.bin,ガレオスＳメイル,Cepha S Mail
0x461000@mhfdat-jp.bin,ガレオスＳレジスト,Cepha S Vest
0x461004@mhfdat-jp.bin,スティールＳメイル,Steel S Mail
0x461008@mhfdat-jp.bin,レイアＳメイル,Rathian S Mail
0x46100c@mhfdat-jp.bin,レイアＳレジスト,Rathian S Vest
0x461010@mhfdat-jp.bin,フルフルＳメイル,Khezu S Mail
0x461014@mhfdat-jp.bin,フルフルＳレジスト,Khezu S Vest
0x461018@mhfdat-jp.bin,レウスＳメイル,Rathalos S Mail
0x46101c@mhfdat-jp.bin,レウスＳレジスト,Rathalos S Vest
0x461020@mhfdat-jp.bin,ガノスＳメイル,Plesioth S Mail
0x461024@mhfdat-jp.bin,ガノスＳレジスト,Plesioth S Vest
0x461028@mhfdat-jp.bin,バサルＳメイル,Basarios S Mail
0x46102c@mhfdat-jp.bin,バサルＳレジスト,Basarios S Vest
0x461030@mhfdat-jp.bin,ディアブロＳメイル,Diablos S Mail
0x461034@mhfdat-jp.bin,ディアブロＳレジスト,Diablos S Vest
0x461038@mhfdat-jp.bin,モノブロスＳメイル,Monoblos S Mail
0x46103c@mhfdat-jp.bin,モノブロスＳレジスト,Monoblos S Vest
0x461040@mhfdat-jp.bin,グラビドＳメイル,Gravios S Mail
0x461044@mhfdat-jp.bin,グラビドＳレジスト,Gravios S Vest
0x461048@mhfdat-jp.bin,忍の装束・天,忍の Shozoku・Heaven
0x46104c@mhfdat-jp.bin,忍の装束・地,忍の Shozoku・Earth
0x461050@mhfdat-jp.bin,ギルドガードスーツ紅,Guild Guard Suit Crimson
0x461054@mhfdat-jp.bin,ギルドガードベスト紅,Guild Guard Vest Crimson
0x461058@mhfdat-jp.bin,ギルドガードスーツ紅,Guild Guard Suit Crimson
0x46105c@mhfdat-jp.bin,ギルドガードベスト紅,Guild Guard Vest Crimson
0x461060@mhfdat-jp.bin,暁丸・覇【胴当て】,
0x461064@mhfdat-jp.bin,曙丸・覇【胴当て】,
0x461068@mhfdat-jp.bin,凛・覇【胸当て】,
0x46106c@mhfdat-jp.bin,艶・覇【胸当て】,
0x461070@mhfdat-jp.bin,ドラゴンＳハイド,Dragon S Hide
0x461074@mhfdat-jp.bin,ドラゴンＳスキン,Dragon S Skin
0x461078@mhfdat-jp.bin,ザザミメイル,Hermitaur Mail
0x46107c@mhfdat-jp.bin,ザザミレジスト,Hermitaur Vest
0x461080@mhfdat-jp.bin,ザザミＵメイル,Hermitaur U Mail
0x461084@mhfdat-jp.bin,ザザミＵレジスト,Hermitaur U Vest
0x461088@mhfdat-jp.bin,ザザミＳメイル,Hermitaur S Mail
0x46108c@mhfdat-jp.bin,ザザミＳレジスト,Hermitaur S Vest
0x461090@mhfdat-jp.bin,コンガメイル,Conga Mail
0x461094@mhfdat-jp.bin,コンガレジスト,Conga Vest
0x461098@mhfdat-jp.bin,コンガＵメイル,Conga U Mail
0x46109c@mhfdat-jp.bin,コンガＵレジスト,Conga U Vest
0x4610a0@mhfdat-jp.bin,コンガＳメイル,Conga S Mail
0x4610a4@mhfdat-jp.bin,コンガＳレジスト,Conga S Vest
0x4610a8@mhfdat-jp.bin,ブランゴメイル,Blango Mail
0x4610ac@mhfdat-jp.bin,ブランゴレジスト,Blango Vest
0x4610b0@mhfdat-jp.bin,ブランゴＵメイル,Blango U Mail
0x4610b4@mhfdat-jp.bin,ブランゴＵレジスト,Blango U Vest
0x4610b8@mhfdat-jp.bin,ブランゴＳメイル,Blango S Mail
0x4610bc@mhfdat-jp.bin,ブランゴＳレジスト,Blango S Vest
0x4610c0@mhfdat-jp.bin,ギザミメイル,Ceanataur Mail
0x4610c4@mhfdat-jp.bin,ギザミレジスト,Ceanataur Vest
0x4610c8@mhfdat-jp.bin,ギザミＵメイル,Ceanataur U Mail
0x4610cc@mhfdat-jp.bin,ギザミＵレジスト,Ceanataur U Vest
0x4610d0@mhfdat-jp.bin,ギザミＳメイル,Ceanataur S Mail
0x4610d4@mhfdat-jp.bin,ギザミＳレジスト,Ceanataur S Vest
0x4610d8@mhfdat-jp.bin,キリンベスト,Kirin Vest
0x4610dc@mhfdat-jp.bin,キリンケープ,Kirin ケープ
0x4610e0@mhfdat-jp.bin,キリンＳベスト,Kirin S Vest
0x4610e4@mhfdat-jp.bin,キリンＳケープ,Kirin Sケープ
0x4610e8@mhfdat-jp.bin,クシャナディール,Kushala Diru
0x4610ec@mhfdat-jp.bin,クシャナバダル,Kushala バダル
0x4610f0@mhfdat-jp.bin,ミヅハ【胸当て】,Mizuha [Chestplate 】
0x4610f4@mhfdat-jp.bin,トヨタマ【胸当て】,Toyotama [Chestplate 】
0x4610f8@mhfdat-jp.bin,エンプレスメイル,Empress Mail
0x4610fc@mhfdat-jp.bin,エンプレスレジスト,Empress Vest
0x461100@mhfdat-jp.bin,金剛【胴当て】,Gold 剛【胴当て】
0x461104@mhfdat-jp.bin,不動【胴当て】,
0x461108@mhfdat-jp.bin,カイザーメイル,Kaiser Mail
0x46110c@mhfdat-jp.bin,カイザーレジスト,Kaiser Vest
0x461110@mhfdat-jp.bin,夜叉【羽衣】,
0x461114@mhfdat-jp.bin,修羅【羽衣】,
0x461118@mhfdat-jp.bin,金色ノ羽織,Golden Haori
0x46111c@mhfdat-jp.bin,黒子ノ装束,Puppeteer ノ装束
0x461120@mhfdat-jp.bin,ミラルーツハイド,White Fatalis Hide
0x461124@mhfdat-jp.bin,ミラルーツスキン,White Fatalis Skin
0x461128@mhfdat-jp.bin,クロオビＳメイル,Black Belt S Mail
0x46112c@mhfdat-jp.bin,ギアノスーツボディ,Gia ーツボディ
0x461130@mhfdat-jp.bin,あかねこ服Ｆスーツ,Red Cat F Suit
0x461134@mhfdat-jp.bin,ガブラスーツボディ,Remobra ーツボディ
0x461138@mhfdat-jp.bin,ギルドナイトスーツ,Guild Knight Suit
0x46113c@mhfdat-jp.bin,ギルドナイトベスト,Guild Knight Vest
0x461140@mhfdat-jp.bin,メイドベスト,Maid Vest
0x461144@mhfdat-jp.bin,プライベートベスト,Private Vest
0x461148@mhfdat-jp.bin,狩人Ｔシャツ,狩人Tシャツ
0x46114c@mhfdat-jp.bin,ダミー,
0x461150@mhfdat-jp.bin,ギルドガードスーツ蒼,Guild Guard Suit Green
0x461154@mhfdat-jp.bin,ギルドガードベスト蒼,Guild Guard Vest Green
0x461158@mhfdat-jp.bin,ギルドガードスーツ蒼,Guild Guard Suit Green
0x46115c@mhfdat-jp.bin,ギルドガードベスト蒼,Guild Guard Vest Green
0x461160@mhfdat-jp.bin,Ｆボディ00,Fボディ00
0x461164@mhfdat-jp.bin,Ｆボディ01,Fボディ01
0x461168@mhfdat-jp.bin,ギルドヒーローメイル,Guild ヒーロー Mail
0x46116c@mhfdat-jp.bin,ヒプノメイル,Hypnoc Mail
0x461170@mhfdat-jp.bin,ヒプノレジスト,Hypnoc Vest
0x461174@mhfdat-jp.bin,ヒプノＵメイル,Hypnoc U Mail
0x461178@mhfdat-jp.bin,ヒプノＵレジスト,Hypnoc U Vest
0x46117c@mhfdat-jp.bin,ラヴァメイル,Lavasioth Mail
0x461180@mhfdat-jp.bin,ラヴァレジスト,Lavasioth Vest
0x461184@mhfdat-jp.bin,ラヴァＳメイル,Lavasioth S Mail
0x461188@mhfdat-jp.bin,ラヴァＳレジスト,Lavasioth S Vest
0x46118c@mhfdat-jp.bin,ギアノスＵメイル,Gia U Mail
0x461190@mhfdat-jp.bin,ギアノスＵレジスト,Gia U Vest
0x461194@mhfdat-jp.bin,しろねこ服スーツ,White Cat Suit
0x461198@mhfdat-jp.bin,くろねこ服スーツ,Black Cat Suit
0x46119c@mhfdat-jp.bin,きんねこ服スーツ,Gold Cat Suit
0x4611a0@mhfdat-jp.bin,ゴシックプレート,Gothic Plate
0x4611a4@mhfdat-jp.bin,ゴシックＦプレート,Gothic F Plate
0x4611a8@mhfdat-jp.bin,ベイルブリガンテス,Beil Brigantes
0x4611ac@mhfdat-jp.bin,コムラドメイル【猩】,Comrade Mail 【猩】
0x4611b0@mhfdat-jp.bin,ジストレルベスト,Jisutoreru Vest
0x4611b4@mhfdat-jp.bin,デュオメイル,Duo Mail
0x4611b8@mhfdat-jp.bin,スマートベスト,Smart Vest
0x4611bc@mhfdat-jp.bin,ストレングスボディ,Strength ボディ
0x4611c0@mhfdat-jp.bin,ブートアップベスト,Boot Up Vest
0x4611c4@mhfdat-jp.bin,ユウェネスベスト,Yuenesu Vest
0x4611c8@mhfdat-jp.bin,欠番,Missing No.
0x4611cc@mhfdat-jp.bin,欠番,Missing No.
0x4611d0@mhfdat-jp.bin,エアリアルベスト,Aerial Vest
0x4611d4@mhfdat-jp.bin,ジストベスト,ジスト Vest
0x4611d8@mhfdat-jp.bin,欠番,Missing No.
0x4611dc@mhfdat-jp.bin,エクストラベスト,Extra Vest
0x4611e0@mhfdat-jp.bin,ウナペルトベスト,ウナペルト Vest
0x4611e4@mhfdat-jp.bin,キューラーベスト,Kyuura Vest
0x4611e8@mhfdat-jp.bin,欠番,Missing No.
0x4611ec@mhfdat-jp.bin,欠番,Missing No.
0x4611f0@mhfdat-jp.bin,レックスメイル,Tigrex Mail
0x4611f4@mhfdat-jp.bin,レックスレジスト,Tigrex Vest
0x4611f8@mhfdat-jp.bin,レックスＳメイル,Tigrex S Mail
0x4611fc@mhfdat-jp.bin,レックスＳレジスト,Tigrex S Vest
0x461200@mhfdat-jp.bin,パピメルペット,Butterfly Thorax
0x461204@mhfdat-jp.bin,パピメルペクトス,Butterfly ペクトス
0x461208@mhfdat-jp.bin,パピメルＳペット,Butterfly S Thorax
0x46120c@mhfdat-jp.bin,パピメルＳペクトス,Butterfly Sペクトス
0x461210@mhfdat-jp.bin,アカムトウルンテ,Akantor ウルンテ
0x461214@mhfdat-jp.bin,アカムトウルンペ,Akantor ウルンペ
0x461218@mhfdat-jp.bin,ウナペルトＦベスト,ウナペルトF Vest
0x46121c@mhfdat-jp.bin,欠番,Missing No.
0x461220@mhfdat-jp.bin,メルホアＵトロンコ,Melahoa U Ribplate
0x461224@mhfdat-jp.bin,マカルパＵペプラム,Makluva U Cover
0x461228@mhfdat-jp.bin,ビストロＵベスト,Bistro U Vest
0x46122c@mhfdat-jp.bin,オウビートペット,King Beetle Thorax
0x461230@mhfdat-jp.bin,オウビートペクトス,King Beetle ペクトス
0x461234@mhfdat-jp.bin,オウビートＳペット,King Beetle S Thorax
0x461238@mhfdat-jp.bin,オウビートＳペクトス,King Beetle Sペクトス
0x46123c@mhfdat-jp.bin,デスギアムスケル,Death Stench Muscle
0x461240@mhfdat-jp.bin,デスギアケミュート,Death Stench Heart
0x461244@mhfdat-jp.bin,デスギアＳムスケル,Death Stench S Muscle
0x461248@mhfdat-jp.bin,デスギアＳケミュート,Death Stench S Heart
0x46124c@mhfdat-jp.bin,マフモフジャケット,Mafumofu Jacket
0x461250@mhfdat-jp.bin,マフモフＳジャケット,Mafumofu S Jacket
0x461254@mhfdat-jp.bin,クシャナＦディール,Kushala F Diru
0x461258@mhfdat-jp.bin,クシャナＦバダル,Kushala Fバダル
0x46125c@mhfdat-jp.bin,カイザーＦメイル,Kaiser F Mail
0x461260@mhfdat-jp.bin,カイザーＦレジスト,Kaiser F Vest
0x461264@mhfdat-jp.bin,ミヅハ魁【胸当て】,Mizuha 魁 [Chestplate 】
0x461268@mhfdat-jp.bin,トヨタマ魁【胸当て】,Toyotama 魁 [Chestplate 】
0x46126c@mhfdat-jp.bin,金剛・魁【胴当て】,Gold 剛・魁【胴当て】
0x461270@mhfdat-jp.bin,不動・魁【胴当て】,
0x461274@mhfdat-jp.bin,夜叉・魁【羽衣】,
0x461278@mhfdat-jp.bin,修羅・魁【羽衣】,
0x46127c@mhfdat-jp.bin,エンプレスＦメイル,Empress F Mail
0x461280@mhfdat-jp.bin,エンプレスＦレジスト,Empress F Vest
0x461284@mhfdat-jp.bin,金色ノ羽織・魁,Golden Haori・魁
0x461288@mhfdat-jp.bin,黒子ノ装束・魁,Puppeteer ノ装束・魁
0x46128c@mhfdat-jp.bin,ガルルガＦメイル,Garuga F Mail
0x461290@mhfdat-jp.bin,ガルルガＦレジスト,Garuga F Vest
0x461294@mhfdat-jp.bin,クシャナＦディール,Kushala F Diru
0x461298@mhfdat-jp.bin,クシャナＦバダル,Kushala Fバダル
0x46129c@mhfdat-jp.bin,カイザーＦメイル,Kaiser F Mail
0x4612a0@mhfdat-jp.bin,カイザーＦレジスト,Kaiser F Vest
0x4612a4@mhfdat-jp.bin,ミヅハ魁【胸当て】,Mizuha 魁 [Chestplate 】
0x4612a8@mhfdat-jp.bin,トヨタマ魁【胸当て】,Toyotama 魁 [Chestplate 】
0x4612ac@mhfdat-jp.bin,金剛・魁【胴当て】,Gold 剛・魁【胴当て】
0x4612b0@mhfdat-jp.bin,不動・魁【胴当て】,
0x4612b4@mhfdat-jp.bin,夜叉・魁【羽衣】,
0x4612b8@mhfdat-jp.bin,修羅・魁【羽衣】,
0x4612bc@mhfdat-jp.bin,エンプレスＦメイル,Empress F Mail
0x4612c0@mhfdat-jp.bin,エンプレスＦレジスト,Empress F Vest
0x4612c4@mhfdat-jp.bin,金色ノ羽織・魁,Golden Haori・魁
0x4612c8@mhfdat-jp.bin,黒子ノ装束・魁,Puppeteer ノ装束・魁
0x4612cc@mhfdat-jp.bin,ガルルガＦメイル,Garuga F Mail
0x4612d0@mhfdat-jp.bin,ガルルガＦレジスト,Garuga F Vest
0x4612d4@mhfdat-jp.bin,ラヴァＵメイル,Lavasioth U Mail
0x4612d8@mhfdat-jp.bin,ラヴァＵレジスト,Lavasioth U Vest
0x4612dc@mhfdat-jp.bin,ホワイトメタルメイル,White Metal Mail
0x4612e0@mhfdat-jp.bin,セレストプレート,Celeste Plate
0x4612e4@mhfdat-jp.bin,シエルブリガンテス,Ciel Brigantes
0x4612e8@mhfdat-jp.bin,コムラダメイル【赤】,Comrada Mail 【 Red 】
0x4612ec@mhfdat-jp.bin,コムラダメイル【青】,Comrada Mail 【 Blue 】
0x4612f0@mhfdat-jp.bin,コムラダメイル【緑】,Comrada Mail 【 Green 】
0x4612f4@mhfdat-jp.bin,コムラダメイル【橙】,Comrada Mail 【 Orange 】
0x4612f8@mhfdat-jp.bin,ダミー,Dummy
0x4612fc@mhfdat-jp.bin,ダミー,Dummy
0x461300@mhfdat-jp.bin,エスピナムスケル,Espinas Muscle
0x461304@mhfdat-jp.bin,エスピナケミュート,Espinas Heart
0x461308@mhfdat-jp.bin,エスピナＦムスケル,Espinas F Muscle
0x46130c@mhfdat-jp.bin,エスピナＦケミュート,Espinas F Heart
0x461310@mhfdat-jp.bin,アスールジャケット,Azul Jacket
0x461314@mhfdat-jp.bin,アスールスーツ,Azul Suit
0x461318@mhfdat-jp.bin,アメザリメイル,Amezari Mail
0x46131c@mhfdat-jp.bin,アメザリスキン,Amezari Skin
0x461320@mhfdat-jp.bin,プロミスメイル【白】,Promise Mail 【 White 】
0x461324@mhfdat-jp.bin,プロミスメイル【青】,Promise Mail 【 Blue 】
0x461328@mhfdat-jp.bin,プロミスメイル【紫】,Promise Mail 【 Purple 】
0x46132c@mhfdat-jp.bin,プロミスメイル【黄】,Promise Mail 【 Yellow 】
0x461330@mhfdat-jp.bin,ブリスメイル【白】,Bliss Mail 【 White 】
0x461334@mhfdat-jp.bin,ブリスメイル【青】,Bliss Mail 【 Blue 】
0x461338@mhfdat-jp.bin,ブリスメイル【紫】,Bliss Mail 【 Purple 】
0x46133c@mhfdat-jp.bin,ブリスメイル【黄】,Bliss Mail 【 Yellow 】
0x461340@mhfdat-jp.bin,ブリスＦメイル【白】,Bliss F Mail 【 White 】
0x461344@mhfdat-jp.bin,ブリスＦメイル【青】,Bliss F Mail 【 Blue 】
0x461348@mhfdat-jp.bin,ブリスＦメイル【紫】,Bliss F Mail 【 Purple 】
0x46134c@mhfdat-jp.bin,ブリスＦメイル【黄】,Bliss F Mail 【 Yellow 】
0x461350@mhfdat-jp.bin,ロジウェアベスト,Lodge Wear Vest
0x461354@mhfdat-jp.bin,バトルレジストSP青,Battle Vest SP Blue
0x461358@mhfdat-jp.bin,バトルレジストSP黄,Battle Vest SP Yellow
0x46135c@mhfdat-jp.bin,バトルレジストSP紫,Battle Vest SP Purple
0x461360@mhfdat-jp.bin,レイアメイルSP青,Rathian Mail SP Blue
0x461364@mhfdat-jp.bin,レイアメイルSP赤,Rathian Mail SP Red
0x461368@mhfdat-jp.bin,レイアメイルSP黒,Rathian Mail SP Black
0x46136c@mhfdat-jp.bin,フルフルメイルSP青,Khezu Mail SP Blue
0x461370@mhfdat-jp.bin,フルフルメイルSP緑,Khezu Mail SP Green
