location,source,target
0x453c30@mhfdat-jp.bin,忍の篭手・陽,忍の Kote・陽
0x453c34@mhfdat-jp.bin,忍の篭手・陰,忍の Kote・陰
0x453c38@mhfdat-jp.bin,ガーディアンアーム,Guardian Arms
0x453c3c@mhfdat-jp.bin,ガーディアンガード,Guardian Guard
0x453c40@mhfdat-jp.bin,ヘルパーカフス,Helper Cuffs
0x453c44@mhfdat-jp.bin,ヒーラーカフス,Healer Cuffs
0x453c48@mhfdat-jp.bin,ガルルガアーム,Garuga Arms
0x453c4c@mhfdat-jp.bin,ガルルガガード,Garuga Guard
0x453c50@mhfdat-jp.bin,暁丸【篭手】,暁丸【 Kote 】
0x453c54@mhfdat-jp.bin,曙丸【篭手】,曙丸【 Kote 】
0x453c58@mhfdat-jp.bin,凛【篭手】,凛【 Kote 】
0x453c5c@mhfdat-jp.bin,艶【篭手】,艶【 Kote 】
0x453c60@mhfdat-jp.bin,ドラゴンクロウ,Dragon クロウ
0x453c64@mhfdat-jp.bin,ドラゴンフィスト,Dragon フィスト
0x453c68@mhfdat-jp.bin,レザーライトＵアーム,Leather U Arms
0x453c6c@mhfdat-jp.bin,チェーンＵアーム,Chainmail U Arms
0x453c70@mhfdat-jp.bin,ハンターＵアーム,Hunter's U Arms
0x453c74@mhfdat-jp.bin,ハンターＵガード,Hunter's U Guard
0x453c78@mhfdat-jp.bin,ボーンＵアーム,Bone U Arms
0x453c7c@mhfdat-jp.bin,ボーンＵガード,Bone U Guard
0x453c80@mhfdat-jp.bin,ギアノスアーム,Gia Arms
0x453c84@mhfdat-jp.bin,ギアノスガード,Gia Guard
0x453c88@mhfdat-jp.bin,バトルＵアーム,Battle U Arms
0x453c8c@mhfdat-jp.bin,バトルＵガード,Battle U Guard
0x453c90@mhfdat-jp.bin,ランゴＵアーム,Vespoid U Arms
0x453c94@mhfdat-jp.bin,ランゴＵガード,Vespoid U Guard
0x453c98@mhfdat-jp.bin,タロスＵアーム,Hornetaur U Arms
0x453c9c@mhfdat-jp.bin,タロスＵガード,Hornetaur U Guard
0x453ca0@mhfdat-jp.bin,ハイメタＵアーム,High Metal U Arms
0x453ca4@mhfdat-jp.bin,ハイメタＵガード,High Metal U Guard
0x453ca8@mhfdat-jp.bin,ゲネポスＵアーム,Gen U Arms
0x453cac@mhfdat-jp.bin,ゲネポスＵガード,Gen U Guard
0x453cb0@mhfdat-jp.bin,クックＵアーム,Kut-Ku U Arms
0x453cb4@mhfdat-jp.bin,クックＵガード,Kut-Ku U Guard
0x453cb8@mhfdat-jp.bin,イーオスＵアーム,Io U Arms
0x453cbc@mhfdat-jp.bin,イーオスＵガード,Io U Guard
0x453cc0@mhfdat-jp.bin,ゲリョスＵアーム,Gypceros U Arms
0x453cc4@mhfdat-jp.bin,ゲリョスＵガード,Gypceros U Guard
0x453cc8@mhfdat-jp.bin,ガレオスＵアーム,Cepha U Arms
0x453ccc@mhfdat-jp.bin,ガレオスＵガード,Cepha U Guard
0x453cd0@mhfdat-jp.bin,スティールＵアーム,Steel U Arms
0x453cd4@mhfdat-jp.bin,リオハートアーム,Rath Heart Arms
0x453cd8@mhfdat-jp.bin,リオハートガード,Rath Heart Guard
0x453cdc@mhfdat-jp.bin,フルフルＵアーム,Khezu U Arms
0x453ce0@mhfdat-jp.bin,フルフルＵガード,Khezu U Guard
0x453ce4@mhfdat-jp.bin,リオソウルアーム,Rath Soul Arms
0x453ce8@mhfdat-jp.bin,リオソウルガード,Rath Soul Guard
0x453cec@mhfdat-jp.bin,ガノスＵアーム,Plesioth U Arms
0x453cf0@mhfdat-jp.bin,ガノスＵガード,Plesioth U Guard
0x453cf4@mhfdat-jp.bin,バサルＵアーム,Basarios U Arms
0x453cf8@mhfdat-jp.bin,バサルＵガード,Basarios U Guard
0x453cfc@mhfdat-jp.bin,ディアブロＵアーム,Diablos U Arms
0x453d00@mhfdat-jp.bin,ディアブロＵガード,Diablos U Guard
0x453d04@mhfdat-jp.bin,モノデビルアーム,Monodevil Arms
0x453d08@mhfdat-jp.bin,モノデビルガード,Monodevil Guard
0x453d0c@mhfdat-jp.bin,グラビドＵアーム,Gravios U Arms
0x453d10@mhfdat-jp.bin,グラビドＵガード,Gravios U Guard
0x453d14@mhfdat-jp.bin,忍の篭手・空,忍の Kote・空
0x453d18@mhfdat-jp.bin,忍の篭手・海,忍の Kote・海
0x453d1c@mhfdat-jp.bin,ガーディアンＵアーム,Guardian U Arms
0x453d20@mhfdat-jp.bin,ガーディアンＵガード,Guardian U Guard
0x453d24@mhfdat-jp.bin,ヘルパーＵカフス,Helper U Cuffs
0x453d28@mhfdat-jp.bin,ヒーラーＵカフス,Healer U Cuffs
0x453d2c@mhfdat-jp.bin,暁丸・皇【篭手】,暁丸・皇【 Kote 】
0x453d30@mhfdat-jp.bin,曙丸・皇【篭手】,曙丸・皇【 Kote 】
0x453d34@mhfdat-jp.bin,凛・皇【篭手】,凛・皇【 Kote 】
0x453d38@mhfdat-jp.bin,艶・皇【篭手】,艶・皇【 Kote 】
0x453d3c@mhfdat-jp.bin,ミラバルカンクロウ,ミラ Vulcan クロウ
0x453d40@mhfdat-jp.bin,ミラバルカンフィスト,ミラ Vulcan フィスト
0x453d44@mhfdat-jp.bin,ゴールドルナアーム,ゴールド Lune Arms
0x453d48@mhfdat-jp.bin,ゴールドルナガード,ゴールド Lune Guard
0x453d4c@mhfdat-jp.bin,シルバーソルアーム,Silver Sol Arms
0x453d50@mhfdat-jp.bin,シルバーソルガード,Silver Sol Guard
0x453d54@mhfdat-jp.bin,レザーライトＳアーム,Leather S Arms
0x453d58@mhfdat-jp.bin,チェーンＳアーム,Chainmail S Arms
0x453d5c@mhfdat-jp.bin,ハンターＳアーム,Hunter's S Arms
0x453d60@mhfdat-jp.bin,ハンターＳガード,Hunter's S Guard
0x453d64@mhfdat-jp.bin,ボーンＳアーム,Bone S Arms
0x453d68@mhfdat-jp.bin,ボーンＳガード,Bone S Guard
0x453d6c@mhfdat-jp.bin,ランポスＳアーム,Veloci S Arms
0x453d70@mhfdat-jp.bin,ランポスＳガード,Veloci S Guard
0x453d74@mhfdat-jp.bin,バトルＳアーム,Battle S Arms
0x453d78@mhfdat-jp.bin,バトルＳガード,Battle S Guard
0x453d7c@mhfdat-jp.bin,ランゴＳアーム,Vespoid S Arms
0x453d80@mhfdat-jp.bin,ランゴＳガード,Vespoid S Guard
0x453d84@mhfdat-jp.bin,タロスＳアーム,Hornetaur S Arms
0x453d88@mhfdat-jp.bin,タロスＳガード,Hornetaur S Guard
0x453d8c@mhfdat-jp.bin,ハイメタＳアーム,High Metal S Arms
0x453d90@mhfdat-jp.bin,ハイメタＳガード,High Metal S Guard
0x453d94@mhfdat-jp.bin,ゲネポスＳアーム,Gen S Arms
0x453d98@mhfdat-jp.bin,ゲネポスＳガード,Gen S Guard
0x453d9c@mhfdat-jp.bin,クックＳアーム,Kut-Ku S Arms
0x453da0@mhfdat-jp.bin,クックＳガード,Kut-Ku S Guard
0x453da4@mhfdat-jp.bin,イーオスＳアーム,Io S Arms
0x453da8@mhfdat-jp.bin,イーオスＳガード,Io S Guard
0x453dac@mhfdat-jp.bin,ゲリョスＳアーム,Gypceros S Arms
0x453db0@mhfdat-jp.bin,ゲリョスＳガード,Gypceros S Guard
0x453db4@mhfdat-jp.bin,ガレオスＳアーム,Cepha S Arms
0x453db8@mhfdat-jp.bin,ガレオスＳガード,Cepha S Guard
0x453dbc@mhfdat-jp.bin,スティールＳアーム,Steel S Arms
0x453dc0@mhfdat-jp.bin,レイアＳアーム,Rathian S Arms
0x453dc4@mhfdat-jp.bin,レイアＳガード,Rathian S Guard
0x453dc8@mhfdat-jp.bin,フルフルＳアーム,Khezu S Arms
0x453dcc@mhfdat-jp.bin,フルフルＳガード,Khezu S Guard
0x453dd0@mhfdat-jp.bin,レウスＳアーム,Rathalos S Arms
0x453dd4@mhfdat-jp.bin,レウスＳガード,Rathalos S Guard
0x453dd8@mhfdat-jp.bin,ガノスＳアーム,Plesioth S Arms
0x453ddc@mhfdat-jp.bin,ガノスＳガード,Plesioth S Guard
0x453de0@mhfdat-jp.bin,バサルＳアーム,Basarios S Arms
0x453de4@mhfdat-jp.bin,バサルＳガード,Basarios S Guard
0x453de8@mhfdat-jp.bin,ディアブロＳアーム,Diablos S Arms
0x453dec@mhfdat-jp.bin,ディアブロＳガード,Diablos S Guard
0x453df0@mhfdat-jp.bin,モノブロスＳアーム,Monoblos S Arms
0x453df4@mhfdat-jp.bin,モノブロスＳガード,Monoblos S Guard
0x453df8@mhfdat-jp.bin,グラビドＳアーム,Gravios S Arms
0x453dfc@mhfdat-jp.bin,グラビドＳガード,Gravios S Guard
0x453e00@mhfdat-jp.bin,忍の篭手・天,忍の Kote・Heaven
0x453e04@mhfdat-jp.bin,忍の篭手・地,忍の Kote・Earth
0x453e08@mhfdat-jp.bin,ギルドガードグラブ紅,Guild Guard Claws Crimson
0x453e0c@mhfdat-jp.bin,ギルドガードカフス紅,Guild Guard Cuffs Crimson
0x453e10@mhfdat-jp.bin,ギルドガードグラブ紅,Guild Guard Claws Crimson
0x453e14@mhfdat-jp.bin,ギルドガードカフス紅,Guild Guard Cuffs Crimson
0x453e18@mhfdat-jp.bin,暁丸・覇【篭手】,暁丸・覇【 Kote 】
0x453e1c@mhfdat-jp.bin,曙丸・覇【篭手】,曙丸・覇【 Kote 】
0x453e20@mhfdat-jp.bin,凛・覇【篭手】,凛・覇【 Kote 】
0x453e24@mhfdat-jp.bin,艶・覇【篭手】,艶・覇【 Kote 】
0x453e28@mhfdat-jp.bin,ドラゴンＳクロウ,Dragon Sクロウ
0x453e2c@mhfdat-jp.bin,ドラゴンＳフィスト,Dragon Sフィスト
0x453e30@mhfdat-jp.bin,ザザミアーム,Hermitaur Arms
0x453e34@mhfdat-jp.bin,ザザミガード,Hermitaur Guard
0x453e38@mhfdat-jp.bin,ザザミＵアーム,Hermitaur U Arms
0x453e3c@mhfdat-jp.bin,ザザミＵガード,Hermitaur U Guard
0x453e40@mhfdat-jp.bin,ザザミＳアーム,Hermitaur S Arms
0x453e44@mhfdat-jp.bin,ザザミＳガード,Hermitaur S Guard
0x453e48@mhfdat-jp.bin,コンガアーム,Conga Arms
0x453e4c@mhfdat-jp.bin,コンガガード,Conga Guard
0x453e50@mhfdat-jp.bin,コンガＵアーム,Conga U Arms
0x453e54@mhfdat-jp.bin,コンガＵガード,Conga U Guard
0x453e58@mhfdat-jp.bin,コンガＳアーム,Conga S Arms
0x453e5c@mhfdat-jp.bin,コンガＳガード,Conga S Guard
0x453e60@mhfdat-jp.bin,ブランゴアーム,Blango Arms
0x453e64@mhfdat-jp.bin,ブランゴガード,Blango Guard
0x453e68@mhfdat-jp.bin,ブランゴＵアーム,Blango U Arms
0x453e6c@mhfdat-jp.bin,ブランゴＵガード,Blango U Guard
0x453e70@mhfdat-jp.bin,ブランゴＳアーム,Blango S Arms
0x453e74@mhfdat-jp.bin,ブランゴＳガード,Blango S Guard
0x453e78@mhfdat-jp.bin,ギザミアーム,Ceanataur Arms
0x453e7c@mhfdat-jp.bin,ギザミガード,Ceanataur Guard
0x453e80@mhfdat-jp.bin,ギザミＵアーム,Ceanataur U Arms
0x453e84@mhfdat-jp.bin,ギザミＵガード,Ceanataur U Guard
0x453e88@mhfdat-jp.bin,ギザミＳアーム,Ceanataur S Arms
0x453e8c@mhfdat-jp.bin,ギザミＳガード,Ceanataur S Guard
0x453e90@mhfdat-jp.bin,キリンアームロング,Kirin Arms ロング
0x453e94@mhfdat-jp.bin,キリングローブ,Kirin グローブ
0x453e98@mhfdat-jp.bin,キリンＳアームロング,Kirin S Arms ロング
0x453e9c@mhfdat-jp.bin,キリンＳグローブ,Kirin Sグローブ
0x453ea0@mhfdat-jp.bin,クシャナハトゥー,Kushala ハトゥー
0x453ea4@mhfdat-jp.bin,クシャナマカーン,Kushala マカーン
0x453ea8@mhfdat-jp.bin,ミヅハ【大袖】,Mizuha [Sleeves 】
0x453eac@mhfdat-jp.bin,トヨタマ【大袖】,Toyotama [Sleeves 】
0x453eb0@mhfdat-jp.bin,エンプレスアーム,Empress Arms
0x453eb4@mhfdat-jp.bin,エンプレスガード,Empress Guard
0x453eb8@mhfdat-jp.bin,金剛【篭手】,Gold 剛【 Kote 】
0x453ebc@mhfdat-jp.bin,不動【篭手】,不動【 Kote 】
0x453ec0@mhfdat-jp.bin,カイザーアーム,Kaiser Arms
0x453ec4@mhfdat-jp.bin,カイザーガード,Kaiser Guard
0x453ec8@mhfdat-jp.bin,夜叉【御手】,夜叉 [Vambraces 】
0x453ecc@mhfdat-jp.bin,修羅【御手】,修羅 [Vambraces 】
0x453ed0@mhfdat-jp.bin,金色ノ篭手,Golden Kote
0x453ed4@mhfdat-jp.bin,黒子ノ篭手,Puppeteer ノ Kote
0x453ed8@mhfdat-jp.bin,ミラルーツクロウ,White Fatalis クロウ
0x453edc@mhfdat-jp.bin,ミラルーツフィスト,White Fatalis フィスト
0x453ee0@mhfdat-jp.bin,クロオビＳアーム,Black Belt S Arms
0x453ee4@mhfdat-jp.bin,ギアノスーツハンド,Gia Hands
0x453ee8@mhfdat-jp.bin,ガブラスーツハンド,Remobra Hands
0x453eec@mhfdat-jp.bin,ギルドナイトグラブ,Guild Knight Claws
0x453ef0@mhfdat-jp.bin,ギルドナイトカフス,Guild Knight Cuffs
0x453ef4@mhfdat-jp.bin,メイドカフス,Maid Cuffs
0x453ef8@mhfdat-jp.bin,プライベートカフス,Private Cuffs
0x453efc@mhfdat-jp.bin,ギルドガードグラブ蒼,Guild Guard Claws Green
0x453f00@mhfdat-jp.bin,ギルドガードカフス蒼,Guild Guard Cuffs Green
0x453f04@mhfdat-jp.bin,ギルドガードグラブ蒼,Guild Guard Claws Green
0x453f08@mhfdat-jp.bin,ギルドガードカフス蒼,Guild Guard Cuffs Green
0x453f0c@mhfdat-jp.bin,Ｆアーム00,F Arms 00
0x453f10@mhfdat-jp.bin,Ｆアーム01,F Arms 01
0x453f14@mhfdat-jp.bin,破龍の篭手,破龍の Kote
0x453f18@mhfdat-jp.bin,ヒプノアーム,Hypnoc Arms
0x453f1c@mhfdat-jp.bin,ヒプノガード,Hypnoc Guard
0x453f20@mhfdat-jp.bin,ヒプノＵアーム,Hypnoc U Arms
0x453f24@mhfdat-jp.bin,ヒプノＵガード,Hypnoc U Guard
0x453f28@mhfdat-jp.bin,ラヴァアーム,Lavasioth Arms
0x453f2c@mhfdat-jp.bin,ラヴァガード,Lavasioth Guard
0x453f30@mhfdat-jp.bin,ラヴァＳアーム,Lavasioth S Arms
0x453f34@mhfdat-jp.bin,ラヴァＳガード,Lavasioth S Guard
0x453f38@mhfdat-jp.bin,ギアノスＵアーム,Gia U Arms
0x453f3c@mhfdat-jp.bin,ギアノスＵガード,Gia U Guard
0x453f40@mhfdat-jp.bin,しろねこ服アーム,White Cat Arms
0x453f44@mhfdat-jp.bin,くろねこ服アーム,Black Cat Arms
0x453f48@mhfdat-jp.bin,きんねこ服アーム,Gold Cat Arms
0x453f4c@mhfdat-jp.bin,ゴシックアーム,Gothic Arms
0x453f50@mhfdat-jp.bin,ゴシックＦアーム,Gothic F Arms
0x453f54@mhfdat-jp.bin,ベイルガントレット,Beil Gauntlets
0x453f58@mhfdat-jp.bin,コムラドアーム【猩】,Comrade Arms 【猩】
0x453f5c@mhfdat-jp.bin,ジストレルアーム,Jisutoreru Arms
0x453f60@mhfdat-jp.bin,デュオアーム,Duo Arms
0x453f64@mhfdat-jp.bin,スマートアーム,Smart Arms
0x453f68@mhfdat-jp.bin,ストレングスハンド,Strength Hands
0x453f6c@mhfdat-jp.bin,ブートアップアーム,Boot Up Arms
0x453f70@mhfdat-jp.bin,ユウェネスアーム,Yuenesu Arms
0x453f74@mhfdat-jp.bin,欠番,Missing No.
0x453f78@mhfdat-jp.bin,欠番,Missing No.
0x453f7c@mhfdat-jp.bin,エアリアルアーム,Aerial Arms
0x453f80@mhfdat-jp.bin,ジストアーム,ジスト Arms
0x453f84@mhfdat-jp.bin,欠番,Missing No.
0x453f88@mhfdat-jp.bin,エクストラアーム,Extra Arms
0x453f8c@mhfdat-jp.bin,ウナペルトアーム,ウナペルト Arms
0x453f90@mhfdat-jp.bin,キューラーアーム,Kyuura Arms
0x453f94@mhfdat-jp.bin,欠番,Missing No.
0x453f98@mhfdat-jp.bin,欠番,Missing No.
0x453f9c@mhfdat-jp.bin,レックスアーム,Tigrex Arms
0x453fa0@mhfdat-jp.bin,レックスガード,Tigrex Guard
0x453fa4@mhfdat-jp.bin,レックスＳアーム,Tigrex S Arms
0x453fa8@mhfdat-jp.bin,レックスＳガード,Tigrex S Guard
0x453fac@mhfdat-jp.bin,パピメルマーノ,Butterfly Brachia
0x453fb0@mhfdat-jp.bin,パピメルブラッソ,Butterfly ブラッソ
0x453fb4@mhfdat-jp.bin,パピメルＳマーノ,Butterfly S Brachia
0x453fb8@mhfdat-jp.bin,パピメルＳブラッソ,Butterfly Sブラッソ
0x453fbc@mhfdat-jp.bin,アカムトサクンペ,Akantor サクンペ
0x453fc0@mhfdat-jp.bin,アカムトノキリペ,Akantor ノキリペ
0x453fc4@mhfdat-jp.bin,ウナペルトＦアーム,ウナペルトF Arms
0x453fc8@mhfdat-jp.bin,あかねこ服Ｆアーム,Red Cat F Arms
0x453fcc@mhfdat-jp.bin,メルホアラーマ,Melahoa Creeper
0x453fd0@mhfdat-jp.bin,メルホアＵラーマ,Melahoa U Creeper
0x453fd4@mhfdat-jp.bin,マカルパＵスリーブ,Makluva U Sleeve
0x453fd8@mhfdat-jp.bin,オウビートマーノ,King Beetle Brachia
0x453fdc@mhfdat-jp.bin,オウビートブラッソ,King Beetle ブラッソ
0x453fe0@mhfdat-jp.bin,オウビートＳマーノ,King Beetle S Brachia
0x453fe4@mhfdat-jp.bin,オウビートＳブラッソ,King Beetle Sブラッソ
0x453fe8@mhfdat-jp.bin,デスギアファオスト,Death Stench Grip
0x453fec@mhfdat-jp.bin,デスギアベギアデ,Death Stench Grasp
0x453ff0@mhfdat-jp.bin,デスギアＳファオスト,Death Stench S Grip
0x453ff4@mhfdat-jp.bin,デスギアＳベギアデ,Death Stench S Grasp
0x453ff8@mhfdat-jp.bin,マフモフミトン,Mafumofu ミトン
0x453ffc@mhfdat-jp.bin,マフモフＳミトン,Mafumofu Sミトン
0x454000@mhfdat-jp.bin,クシャナＦハトゥー,Kushala Fハトゥー
0x454004@mhfdat-jp.bin,クシャナＦマカーン,Kushala Fマカーン
0x454008@mhfdat-jp.bin,カイザーＦアーム,Kaiser F Arms
0x45400c@mhfdat-jp.bin,カイザーＦガード,Kaiser F Guard
0x454010@mhfdat-jp.bin,ミヅハ魁【大袖】,Mizuha 魁【大袖】
0x454014@mhfdat-jp.bin,トヨタマ魁【大袖】,Toyotama 魁【大袖】
0x454018@mhfdat-jp.bin,金剛・魁【篭手】,Gold 剛・魁【 Kote 】
0x45401c@mhfdat-jp.bin,不動・魁【篭手】,不動・魁【 Kote 】
0x454020@mhfdat-jp.bin,夜叉・魁【御手】,
0x454024@mhfdat-jp.bin,修羅・魁【御手】,
0x454028@mhfdat-jp.bin,エンプレスＦアーム,Empress F Arms
0x45402c@mhfdat-jp.bin,エンプレスＦガード,Empress F Guard
0x454030@mhfdat-jp.bin,金色ノ篭手・魁,Golden ノ Kote・魁
0x454034@mhfdat-jp.bin,黒子ノ篭手・魁,Puppeteer ノ Kote・魁
0x454038@mhfdat-jp.bin,ガルルガＦアーム,Garuga F Arms
0x45403c@mhfdat-jp.bin,ガルルガＦガード,Garuga F Guard
0x454040@mhfdat-jp.bin,クシャナＦハトゥー,Kushala Fハトゥー
0x454044@mhfdat-jp.bin,クシャナＦマカーン,Kushala Fマカーン
0x454048@mhfdat-jp.bin,カイザーＦアーム,Kaiser F Arms
0x45404c@mhfdat-jp.bin,カイザーＦガード,Kaiser F Guard
0x454050@mhfdat-jp.bin,ミヅハ魁【大袖】,Mizuha 魁【大袖】
0x454054@mhfdat-jp.bin,トヨタマ魁【大袖】,Toyotama 魁【大袖】
0x454058@mhfdat-jp.bin,金剛・魁【篭手】,Gold 剛・魁【 Kote 】
0x45405c@mhfdat-jp.bin,不動・魁【篭手】,不動・魁【 Kote 】
0x454060@mhfdat-jp.bin,夜叉・魁【御手】,
0x454064@mhfdat-jp.bin,修羅・魁【御手】,
0x454068@mhfdat-jp.bin,エンプレスＦアーム,Empress F Arms
0x45406c@mhfdat-jp.bin,エンプレスＦガード,Empress F Guard
0x454070@mhfdat-jp.bin,金色ノ篭手・魁,Golden ノ Kote・魁
0x454074@mhfdat-jp.bin,黒子ノ篭手・魁,Puppeteer ノ Kote・魁
0x454078@mhfdat-jp.bin,ガルルガＦアーム,Garuga F Arms
0x45407c@mhfdat-jp.bin,ガルルガＦガード,Garuga F Guard
0x454080@mhfdat-jp.bin,ラヴァＵアーム,Lavasioth U Arms
0x454084@mhfdat-jp.bin,ラヴァＵガード,Lavasioth U Guard
0x454088@mhfdat-jp.bin,ホワイトメタルアーム,White Metal Arms
0x45408c@mhfdat-jp.bin,セレストアーム,Celeste Arms
0x454090@mhfdat-jp.bin,シエルガントレット,Ciel Gauntlets
0x454094@mhfdat-jp.bin,コムラダアーム【赤】,Comrade Arms [Red 】
0x454098@mhfdat-jp.bin,コムラダアーム【青】,Comrade Arms [Blue 】
0x45409c@mhfdat-jp.bin,コムラダアーム【緑】,Comrade Arms [Green 】
0x4540a0@mhfdat-jp.bin,コムラダアーム【橙】,Comrade Arms [Orange 】
0x4540a4@mhfdat-jp.bin,ダミー,
0x4540a8@mhfdat-jp.bin,ダミー,
0x4540ac@mhfdat-jp.bin,エスピナファオスト,Espinas Grip
0x4540b0@mhfdat-jp.bin,エスピナベギアデ,Espinas Grasp
0x4540b4@mhfdat-jp.bin,エスピナＦファオスト,Espinas F Grip
0x4540b8@mhfdat-jp.bin,エスピナＦベギアデ,Espinas F Grasp
0x4540bc@mhfdat-jp.bin,アスールアーム,Azul Arms
0x4540c0@mhfdat-jp.bin,アスールガード,Azul Guard
0x4540c4@mhfdat-jp.bin,アメザリアーム,Amezari Arms
0x4540c8@mhfdat-jp.bin,アメザリガード,Amezari Guard
0x4540cc@mhfdat-jp.bin,プロミスアーム【白】,Promise Arms 【 White 】
0x4540d0@mhfdat-jp.bin,プロミスアーム【青】,Promise Arms 【 Blue 】
0x4540d4@mhfdat-jp.bin,プロミスアーム【紫】,Promise Arms 【 Purple 】
0x4540d8@mhfdat-jp.bin,プロミスアーム【黄】,Promise Arms 【 Yellow 】
0x4540dc@mhfdat-jp.bin,ブリスアーム【白】,Bliss Arms 【 White 】
0x4540e0@mhfdat-jp.bin,ブリスアーム【青】,Bliss Arms 【 Blue 】
0x4540e4@mhfdat-jp.bin,ブリスアーム【紫】,Bliss Arms 【 Purple 】
0x4540e8@mhfdat-jp.bin,ブリスアーム【黄】,Bliss Arms 【 Yellow 】
0x4540ec@mhfdat-jp.bin,ブリスＦアーム【白】,Bliss F Arms 【 White 】
0x4540f0@mhfdat-jp.bin,ブリスＦアーム【青】,Bliss F Arms 【 Blue 】
0x4540f4@mhfdat-jp.bin,ブリスＦアーム【紫】,Bliss F Arms 【 Purple 】
0x4540f8@mhfdat-jp.bin,ブリスＦアーム【黄】,Bliss F Arms 【 Yellow 】
0x4540fc@mhfdat-jp.bin,ロジウェアアーム,Lodge Wear Arms
0x454100@mhfdat-jp.bin,バトルガードSP青,Battle Guard SP Blue
0x454104@mhfdat-jp.bin,バトルガードSP黄,Battle Guard SP Yellow
0x454108@mhfdat-jp.bin,バトルガードSP紫,Battle Guard SP Purple
0x45410c@mhfdat-jp.bin,レイアアームSP青,Rathian Arms SP Blue
0x454110@mhfdat-jp.bin,レイアアームSP赤,Rathian Arms SP Red
0x454114@mhfdat-jp.bin,レイアアームSP黒,Rathian Arms SP Black
0x454118@mhfdat-jp.bin,フルフルアームSP青,Khezu Arms SP Blue
0x45411c@mhfdat-jp.bin,フルフルアームSP緑,Khezu Arms SP Green
0x454120@mhfdat-jp.bin,フルフルアームSP黒,Khezu Arms SP Black
