location,source,target
0x4394ec@mhfdat-jp.bin,ギザミレギンス,Ceanataur Leggings
0x4394f0@mhfdat-jp.bin,ギザミＵグリーヴ,Ceanataur U Greaves
0x4394f4@mhfdat-jp.bin,ギザミＵレギンス,Ceanataur U Leggings
0x4394f8@mhfdat-jp.bin,ギザミＳグリーヴ,Ceanataur S Greaves
0x4394fc@mhfdat-jp.bin,ギザミＳレギンス,Ceanataur S Leggings
0x439500@mhfdat-jp.bin,キリンレガース,Kirin レガース
0x439504@mhfdat-jp.bin,キリンブーツ,Kirin Boots
0x439508@mhfdat-jp.bin,キリンＳレガース,Kirin Sレガース
0x43950c@mhfdat-jp.bin,キリンＳブーツ,Kirin S Boots
0x439510@mhfdat-jp.bin,クシャナペイル,Kushala ペイル
0x439514@mhfdat-jp.bin,クシャナハディ,Kushala ハディ
0x439518@mhfdat-jp.bin,ミヅハ【具足】,Mizuha 【具足】
0x43951c@mhfdat-jp.bin,トヨタマ【具足】,Toyotama 【具足】
0x439520@mhfdat-jp.bin,エンプレスグリーヴ,Empress Greaves
0x439524@mhfdat-jp.bin,エンプレスレギンス,Empress Leggings
0x439528@mhfdat-jp.bin,金剛【具足】,Gold 剛【具足】
0x43952c@mhfdat-jp.bin,不動【具足】,
0x439530@mhfdat-jp.bin,カイザーグリーヴ,Kaiser Greaves
0x439534@mhfdat-jp.bin,カイザーレギンス,Kaiser Leggings
0x439538@mhfdat-jp.bin,夜叉【御足】,
0x43953c@mhfdat-jp.bin,修羅【御足】,
0x439540@mhfdat-jp.bin,金色ノ袴,Golden Hakama
0x439544@mhfdat-jp.bin,黒子ノ足袋,Puppeteer ノ Tabi
0x439548@mhfdat-jp.bin,ミラルーツフット,White Fatalis Feet
0x43954c@mhfdat-jp.bin,ミラルーツレギンス,White Fatalis Leggings
0x439550@mhfdat-jp.bin,クロオビＳグリーヴ,Black Belt S Greaves
0x439554@mhfdat-jp.bin,ギアノスーツフット,Gia ーツ Feet
0x439558@mhfdat-jp.bin,ガブラスーツフット,Remobra ーツ Feet
0x43955c@mhfdat-jp.bin,ギルドナイトブーツ,Guild Knight Boots
0x439560@mhfdat-jp.bin,ギルドナイトタイツ,Guild Knight タイツ
0x439564@mhfdat-jp.bin,メイドストッキング,Maid ストッキング
0x439568@mhfdat-jp.bin,プライベートタイツ,Private タイツ
0x43956c@mhfdat-jp.bin,ギルドガードブーツ蒼,Guild Guard Boots Green
0x439570@mhfdat-jp.bin,ギルドガードタイツ蒼,Guild Guard タイツ Green
0x439574@mhfdat-jp.bin,ギルドガードブーツ蒼,Guild Guard Boots Green
0x439578@mhfdat-jp.bin,ギルドガードタイツ蒼,Guild Guard タイツ Green
0x43957c@mhfdat-jp.bin,Ｋ・ロブスタグリーヴ,K・ロブスタ Greaves
0x439580@mhfdat-jp.bin,Ｋ・ロブスタレギンス,K・ロブスタ Leggings
0x439584@mhfdat-jp.bin,Ｆブーツ00,F Boots 00
0x439588@mhfdat-jp.bin,Ｆブーツ01,F Boots 01
0x43958c@mhfdat-jp.bin,ブレイドメタルブーツ,ブレイド Metal Boots
0x439590@mhfdat-jp.bin,クックグリーヴ,Kut-Ku Greaves
0x439594@mhfdat-jp.bin,クックレギンス,Kut-Ku Leggings
0x439598@mhfdat-jp.bin,クックＵグリーヴ,Kut-Ku U Greaves
0x43959c@mhfdat-jp.bin,クックＵレギンス,Kut-Ku U Leggings
0x4395a0@mhfdat-jp.bin,ヒプノグリーヴ,Hypnoc Greaves
0x4395a4@mhfdat-jp.bin,ヒプノレギンス,Hypnoc Leggings
0x4395a8@mhfdat-jp.bin,ヒプノＵグリーヴ,Hypnoc U Greaves
0x4395ac@mhfdat-jp.bin,ヒプノＵレギンス,Hypnoc U Leggings
0x4395b0@mhfdat-jp.bin,ラヴァグリーヴ,Lavasioth Greaves
0x4395b4@mhfdat-jp.bin,ラヴァレギンス,Lavasioth Leggings
0x4395b8@mhfdat-jp.bin,ラヴァＳグリーヴ,Lavasioth S Greaves
0x4395bc@mhfdat-jp.bin,ラヴァＳレギンス,Lavasioth S Leggings
0x4395c0@mhfdat-jp.bin,ギアノスＵグリーヴ,Gia U Greaves
0x4395c4@mhfdat-jp.bin,ギアノスＵレギンス,Gia U Leggings
0x4395c8@mhfdat-jp.bin,しろねこ服ブーツ,White Cat Boots
0x4395cc@mhfdat-jp.bin,くろねこ服ブーツ,Black Cat Boots
0x4395d0@mhfdat-jp.bin,きんねこ服ブーツ,Gold Cat Boots
0x4395d4@mhfdat-jp.bin,ゴシックグリーヴ,Gothic Greaves
0x4395d8@mhfdat-jp.bin,ゴシックＦグリーヴ,Gothic F Greaves
0x4395dc@mhfdat-jp.bin,ベイルディバイダー,Beil Divider
0x4395e0@mhfdat-jp.bin,コムラドブーツ【猩】,Comrade Boots 【猩】
0x4395e4@mhfdat-jp.bin,ジストレルレッグ,Jisutoreru Leg
0x4395e8@mhfdat-jp.bin,デュオグリーヴ,Duo Greaves
0x4395ec@mhfdat-jp.bin,スマートレッグ,Smart Leg
0x4395f0@mhfdat-jp.bin,ストレングスレッグ,Strength Leg
0x4395f4@mhfdat-jp.bin,ブートアップレッグ,Boot Up Leg
0x4395f8@mhfdat-jp.bin,ユウェネスレッグ,Yuenesu Leg
0x4395fc@mhfdat-jp.bin,欠番,Missing No.
0x439600@mhfdat-jp.bin,欠番,Missing No.
0x439604@mhfdat-jp.bin,エアリアルレッグ,Aerial Leg
0x439608@mhfdat-jp.bin,ジストレッグ,ジスト Leg
0x43960c@mhfdat-jp.bin,欠番,Missing No.
0x439610@mhfdat-jp.bin,エクストラレッグ,Extra Leg
0x439614@mhfdat-jp.bin,ウナペルトレッグ,ウナペルト Leg
0x439618@mhfdat-jp.bin,キューラーレッグ,Kyuura Leg
0x43961c@mhfdat-jp.bin,欠番,Missing No.
0x439620@mhfdat-jp.bin,欠番,Missing No.
0x439624@mhfdat-jp.bin,レックスグリーヴ,Tigrex Greaves
0x439628@mhfdat-jp.bin,レックスレギンス,Tigrex Leggings
0x43962c@mhfdat-jp.bin,レックスＳグリーヴ,Tigrex S Greaves
0x439630@mhfdat-jp.bin,レックスＳレギンス,Tigrex S Leggings
0x439634@mhfdat-jp.bin,パピメルガンバ,Butterfly Crura
0x439638@mhfdat-jp.bin,パピメルフェムル,Butterfly フェムル
0x43963c@mhfdat-jp.bin,パピメルＳガンバ,Butterfly S Crura
0x439640@mhfdat-jp.bin,パピメルＳフェムル,Butterfly Sフェムル
0x439644@mhfdat-jp.bin,アカムトケマル,Akantor ケマル
0x439648@mhfdat-jp.bin,アカムトチケル,Akantor チケル
0x43964c@mhfdat-jp.bin,ウナペルトＦレッグ,ウナペルトF Leg
0x439650@mhfdat-jp.bin,あかねこ服Ｆブーツ,Red Cat F Boots
0x439654@mhfdat-jp.bin,メルホアライース,Melahoa Roots
0x439658@mhfdat-jp.bin,メルホアＵライース,Melahoa U Roots
0x43965c@mhfdat-jp.bin,マカルパパンツ,Makluva Pants
0x439660@mhfdat-jp.bin,マカルパＵパンツ,Makluva U Pants
0x439664@mhfdat-jp.bin,オウビートガンバ,King Beetle Crura
0x439668@mhfdat-jp.bin,オウビートフェムル,King Beetle フェムル
0x43966c@mhfdat-jp.bin,オウビートＳガンバ,King Beetle S Crura
0x439670@mhfdat-jp.bin,オウビートＳフェムル,King Beetle Sフェムル
0x439674@mhfdat-jp.bin,デスギアフェルゼ,Death Stench Heel
0x439678@mhfdat-jp.bin,デスギアアヴィレ,Death Stench March
0x43967c@mhfdat-jp.bin,デスギアＳフェルゼ,Death Stench S Heel
0x439680@mhfdat-jp.bin,デスギアＳアヴィレ,Death Stench S March
0x439684@mhfdat-jp.bin,マフモフブーツ,Mafumofu Boots
0x439688@mhfdat-jp.bin,マフモフＳブーツ,Mafumofu S Boots
0x43968c@mhfdat-jp.bin,クシャナＦペイル,Kushala Fペイル
0x439690@mhfdat-jp.bin,クシャナＦハディ,Kushala Fハディ
0x439694@mhfdat-jp.bin,カイザーＦグリーヴ,Kaiser F Greaves
0x439698@mhfdat-jp.bin,カイザーＦレギンス,Kaiser F Leggings
0x43969c@mhfdat-jp.bin,ミヅハ魁【具足】,Mizuha 魁【具足】
0x4396a0@mhfdat-jp.bin,トヨタマ魁【具足】,Toyotama 魁【具足】
0x4396a4@mhfdat-jp.bin,金剛・魁【具足】,Gold 剛・魁【具足】
0x4396a8@mhfdat-jp.bin,不動・魁【具足】,
0x4396ac@mhfdat-jp.bin,夜叉・魁【御足】,
0x4396b0@mhfdat-jp.bin,修羅・魁【御足】,
0x4396b4@mhfdat-jp.bin,エンプレスＦグリーヴ,Empress F Greaves
0x4396b8@mhfdat-jp.bin,エンプレスＦレギンス,Empress F Leggings
0x4396bc@mhfdat-jp.bin,金色ノ袴・魁,Golden Hakama・魁
0x4396c0@mhfdat-jp.bin,黒子ノ足袋・魁,Puppeteer ノ Tabi・魁
0x4396c4@mhfdat-jp.bin,ガルルガＦグリーヴ,Garuga F Greaves
0x4396c8@mhfdat-jp.bin,ガルルガＦレギンス,Garuga F Leggings
0x4396cc@mhfdat-jp.bin,クシャナＦペイル,Kushala Fペイル
0x4396d0@mhfdat-jp.bin,クシャナＦハディ,Kushala Fハディ
0x4396d4@mhfdat-jp.bin,カイザーＦグリーヴ,Kaiser F Greaves
0x4396d8@mhfdat-jp.bin,カイザーＦレギンス,Kaiser F Leggings
0x4396dc@mhfdat-jp.bin,ミヅハ魁【具足】,Mizuha 魁【具足】
0x4396e0@mhfdat-jp.bin,トヨタマ魁【具足】,Toyotama 魁【具足】
0x4396e4@mhfdat-jp.bin,金剛・魁【具足】,Gold 剛・魁【具足】
0x4396e8@mhfdat-jp.bin,不動・魁【具足】,
0x4396ec@mhfdat-jp.bin,夜叉・魁【御足】,
0x4396f0@mhfdat-jp.bin,修羅・魁【御足】,
0x4396f4@mhfdat-jp.bin,エンプレスＦグリーヴ,Empress F Greaves
0x4396f8@mhfdat-jp.bin,エンプレスＦレギンス,Empress F Leggings
0x4396fc@mhfdat-jp.bin,金色ノ袴・魁,Golden Hakama・魁
0x439700@mhfdat-jp.bin,黒子ノ足袋・魁,Puppeteer ノ Tabi・魁
0x439704@mhfdat-jp.bin,ガルルガＦグリーヴ,Garuga F Greaves
0x439708@mhfdat-jp.bin,ガルルガＦレギンス,Garuga F Leggings
0x43970c@mhfdat-jp.bin,ラヴァＵグリーヴ,Lavasioth U Greaves
0x439710@mhfdat-jp.bin,ラヴァＵレギンス,Lavasioth U Leggings
0x439714@mhfdat-jp.bin,ホワイトメタルブーツ,White Metal Boots
0x439718@mhfdat-jp.bin,セレストグリーヴ,Celeste Greaves
0x43971c@mhfdat-jp.bin,シエルディバイダー,Ciel Divider
0x439720@mhfdat-jp.bin,コムラダブーツ【赤】,Comrada Boots 【 Red 】
0x439724@mhfdat-jp.bin,コムラダブーツ【青】,Comrada Boots 【 Blue 】
0x439728@mhfdat-jp.bin,コムラダブーツ【緑】,Comrada Boots 【 Green 】
0x43972c@mhfdat-jp.bin,コムラダブーツ【橙】,Comrada Boots 【 Orange 】
0x439730@mhfdat-jp.bin,ダミー,
0x439734@mhfdat-jp.bin,ダミー,
0x439738@mhfdat-jp.bin,エスピナフェルゼ,Espinas Heel
0x43973c@mhfdat-jp.bin,エスピナアヴィレ,Espinas March
0x439740@mhfdat-jp.bin,エスピナＦフェルゼ,Espinas F Heel
0x439744@mhfdat-jp.bin,エスピナＦアヴィレ,Espinas F March
0x439748@mhfdat-jp.bin,アスールグリーヴ,Azul Greaves
0x43974c@mhfdat-jp.bin,アスールレギンス,Azul Leggings
0x439750@mhfdat-jp.bin,アメザリグリーヴ,Amezari Greaves
0x439754@mhfdat-jp.bin,アメザリレギンス,Amezari Leggings
0x439758@mhfdat-jp.bin,プロミスブーツ【白】,Promise Boots 【 White 】
0x43975c@mhfdat-jp.bin,プロミスブーツ【青】,Promise Boots 【 Blue 】
0x439760@mhfdat-jp.bin,プロミスブーツ【紫】,Promise Boots 【 Purple 】
0x439764@mhfdat-jp.bin,プロミスブーツ【黄】,Promise Boots 【 Yellow 】
0x439768@mhfdat-jp.bin,ブリスブーツ【白】,Bliss Boots 【 White 】
0x43976c@mhfdat-jp.bin,ブリスブーツ【青】,Bliss Boots 【 Blue 】
0x439770@mhfdat-jp.bin,ブリスブーツ【紫】,Bliss Boots 【 Purple 】
0x439774@mhfdat-jp.bin,ブリスブーツ【黄】,Bliss Boots 【 Yellow 】
0x439778@mhfdat-jp.bin,ブリスＦブーツ【白】,Bliss F Boots 【 White 】
0x43977c@mhfdat-jp.bin,ブリスＦブーツ【青】,Bliss F Boots 【 Blue 】
