location,source,target
0x4467a0@mhfdat-jp.bin,モノブロスＳコイル,Monoblos S Coil
0x4467a4@mhfdat-jp.bin,モノブロスＳコート,Monoblos S Coat
0x4467a8@mhfdat-jp.bin,グラビドＳフォールド,Gravios S Faulds
0x4467ac@mhfdat-jp.bin,グラビドＳコート,Gravios S Coat
0x4467b0@mhfdat-jp.bin,忍の帯・天,忍の Obi・Heaven
0x4467b4@mhfdat-jp.bin,忍の帯・地,忍の Obi・Earth
0x4467b8@mhfdat-jp.bin,ギルドガードコイル紅,Guild Guard Coil Crimson
0x4467bc@mhfdat-jp.bin,ギルドガードコート紅,Guild Guard Coat Crimson
0x4467c0@mhfdat-jp.bin,ギルドガードコイル紅,Guild Guard Coil Crimson
0x4467c4@mhfdat-jp.bin,ギルドガードコート紅,Guild Guard Coat Crimson
0x4467c8@mhfdat-jp.bin,暁丸・覇【腰当て】,
0x4467cc@mhfdat-jp.bin,曙丸・覇【腰当て】,
0x4467d0@mhfdat-jp.bin,凛・覇【腰当て】,
0x4467d4@mhfdat-jp.bin,艶・覇【腰当て】,
0x4467d8@mhfdat-jp.bin,ドラゴンＳウイング,Dragon S Wing
0x4467dc@mhfdat-jp.bin,ドラゴンＳテイル,Dragon Sテイル
0x4467e0@mhfdat-jp.bin,ザザミフォールド,Hermitaur Faulds
0x4467e4@mhfdat-jp.bin,ザザミコート,Hermitaur Coat
0x4467e8@mhfdat-jp.bin,ザザミＵフォールド,Hermitaur U Faulds
0x4467ec@mhfdat-jp.bin,ザザミＵコート,Hermitaur U Coat
0x4467f0@mhfdat-jp.bin,ザザミＳフォールド,Hermitaur S Faulds
0x4467f4@mhfdat-jp.bin,ザザミＳコート,Hermitaur S Coat
0x4467f8@mhfdat-jp.bin,コンガフォールド,Conga Faulds
0x4467fc@mhfdat-jp.bin,コンガコート,Conga Coat
0x446800@mhfdat-jp.bin,コンガＵフォールド,Conga U Faulds
0x446804@mhfdat-jp.bin,コンガＵコート,Conga U Coat
0x446808@mhfdat-jp.bin,コンガＳフォールド,Conga S Faulds
0x44680c@mhfdat-jp.bin,コンガＳコート,Conga S Coat
0x446810@mhfdat-jp.bin,ブランゴフォールド,Blango Faulds
0x446814@mhfdat-jp.bin,ブランゴコート,Blango Coat
0x446818@mhfdat-jp.bin,ブランゴＵフォールド,Blango U Faulds
0x44681c@mhfdat-jp.bin,ブランゴＵコート,Blango U Coat
0x446820@mhfdat-jp.bin,ブランゴＳフォールド,Blango S Faulds
0x446824@mhfdat-jp.bin,ブランゴＳコート,Blango S Coat
0x446828@mhfdat-jp.bin,ギザミフォールド,Ceanataur Faulds
0x44682c@mhfdat-jp.bin,ギザミコート,Ceanataur Coat
0x446830@mhfdat-jp.bin,ギザミＵフォールド,Ceanataur U Faulds
0x446834@mhfdat-jp.bin,ギザミＵコート,Ceanataur U Coat
0x446838@mhfdat-jp.bin,ギザミＳフォールド,Ceanataur S Faulds
0x44683c@mhfdat-jp.bin,ギザミＳコート,Ceanataur S Coat
0x446840@mhfdat-jp.bin,キリンフープ,Kirin フープ
0x446844@mhfdat-jp.bin,キリンショルト,Kirin ショルト
0x446848@mhfdat-jp.bin,キリンＳフープ,Kirin Sフープ
0x44684c@mhfdat-jp.bin,キリンＳショルト,Kirin Sショルト
0x446850@mhfdat-jp.bin,クシャナアンダ,Kushala アンダ
0x446854@mhfdat-jp.bin,クシャナアドミ,Kushala アドミ
0x446858@mhfdat-jp.bin,ミヅハ【丸帯】,Mizuha 【丸 Obi 】
0x44685c@mhfdat-jp.bin,トヨタマ【丸帯】,Toyotama 【丸 Obi 】
0x446860@mhfdat-jp.bin,エンプレスフォールド,Empress Faulds
0x446864@mhfdat-jp.bin,エンプレスコート,Empress Coat
0x446868@mhfdat-jp.bin,金剛【腰当て】,Gold 剛【腰当て】
0x44686c@mhfdat-jp.bin,不動【腰当て】,
0x446870@mhfdat-jp.bin,カイザーフォールド,Kaiser Faulds
0x446874@mhfdat-jp.bin,カイザーコート,Kaiser Coat
0x446878@mhfdat-jp.bin,夜叉【腰巻】,
0x44687c@mhfdat-jp.bin,修羅【腰巻】,
0x446880@mhfdat-jp.bin,金色ノ帯,Golden Obi
0x446884@mhfdat-jp.bin,黒子ノ帯,Puppeteer ノ Obi
0x446888@mhfdat-jp.bin,ミラルーツウイング,White Fatalis Wing
0x44688c@mhfdat-jp.bin,ミラルーツテイル,White Fatalis テイル
0x446890@mhfdat-jp.bin,ガノスＳフォールド,Plesioth S Faulds
0x446894@mhfdat-jp.bin,ガノスＳコート,Plesioth S Coat
0x446898@mhfdat-jp.bin,クロオビＳフォールド,Black Belt S Faulds
0x44689c@mhfdat-jp.bin,ガブラスーツベルト,Remobra ーツ Belt
0x4468a0@mhfdat-jp.bin,ギルドナイトコイル,Guild Knight Coil
0x4468a4@mhfdat-jp.bin,ギルドナイトスカート,Guild Knight Skirt
0x4468a8@mhfdat-jp.bin,メイドスカート,Maid Skirt
0x4468ac@mhfdat-jp.bin,プライベートフリル,Private Frill
0x4468b0@mhfdat-jp.bin,ギルドガードコイル蒼,Guild Guard Coil Green
0x4468b4@mhfdat-jp.bin,ギルドガードコート蒼,Guild Guard Coat Green
0x4468b8@mhfdat-jp.bin,ギルドガードコイル蒼,Guild Guard Coil Green
0x4468bc@mhfdat-jp.bin,ギルドガードコート蒼,Guild Guard Coat Green
0x4468c0@mhfdat-jp.bin,Ｋ・ロブスタコイル,K・ロブスタ Coil
0x4468c4@mhfdat-jp.bin,Ｋ・ロブスタコート,K・ロブスタ Coat
0x4468c8@mhfdat-jp.bin,Ｆウエスト00,F Waist 00
0x4468cc@mhfdat-jp.bin,Ｆウエスト01,F Waist 01
0x4468d0@mhfdat-jp.bin,マスターベルト,マスター Belt
0x4468d4@mhfdat-jp.bin,ヒプノフォールド,Hypnoc Faulds
0x4468d8@mhfdat-jp.bin,ヒプノコート,Hypnoc Coat
0x4468dc@mhfdat-jp.bin,ヒプノＵフォールド,Hypnoc U Faulds
0x4468e0@mhfdat-jp.bin,ヒプノＵコート,Hypnoc U Coat
0x4468e4@mhfdat-jp.bin,ラヴァフォールド,Lavasioth Faulds
0x4468e8@mhfdat-jp.bin,ラヴァコート,Lavasioth Coat
0x4468ec@mhfdat-jp.bin,ラヴァＳフォールド,Lavasioth S Faulds
0x4468f0@mhfdat-jp.bin,ラヴァＳコート,Lavasioth S Coat
0x4468f4@mhfdat-jp.bin,ギアノスＵフォールド,Gia U Faulds
0x4468f8@mhfdat-jp.bin,ギアノスＵコート,Gia U Coat
0x4468fc@mhfdat-jp.bin,しろねこ服テイル,White Cat テイル
0x446900@mhfdat-jp.bin,くろねこ服テイル,Black Cat テイル
0x446904@mhfdat-jp.bin,きんねこ服テイル,Gold Cat テイル
0x446908@mhfdat-jp.bin,ゴシックフォールド,Gothic Faulds
0x44690c@mhfdat-jp.bin,ゴシックＦフォールド,Gothic F Faulds
0x446910@mhfdat-jp.bin,ベイルリフレクサー,Beil Reflector
0x446914@mhfdat-jp.bin,コムラドベルト【猩】,Comrade Belt 【猩】
0x446918@mhfdat-jp.bin,ジストレルウエスト,Jisutoreru Waist
0x44691c@mhfdat-jp.bin,デュオフォールド,Duo Faulds
0x446920@mhfdat-jp.bin,スマートウエスト,Smart Waist
0x446924@mhfdat-jp.bin,あかねこ服Ｆテイル,Red Cat Fテイル
0x446928@mhfdat-jp.bin,ブートアップウエスト,Boot Up Waist
0x44692c@mhfdat-jp.bin,ユウェネスウエスト,Yuenesu Waist
0x446930@mhfdat-jp.bin,欠番,Missing No.
0x446934@mhfdat-jp.bin,欠番,Missing No.
0x446938@mhfdat-jp.bin,エアリアルウエスト,Aerial Waist
0x44693c@mhfdat-jp.bin,ジストウエスト,ジスト Waist
0x446940@mhfdat-jp.bin,欠番,Missing No.
0x446944@mhfdat-jp.bin,エクストラウエスト,Extra Waist
0x446948@mhfdat-jp.bin,ウナペルトウエスト,ウナペルト Waist
0x44694c@mhfdat-jp.bin,キューラーウエスト,Kyuura Waist
0x446950@mhfdat-jp.bin,欠番,Missing No.
0x446954@mhfdat-jp.bin,欠番,Missing No.
0x446958@mhfdat-jp.bin,ラフねこ服テイル,Rough Cat テイル
0x44695c@mhfdat-jp.bin,レックスフォールド,Tigrex Faulds
0x446960@mhfdat-jp.bin,レックスコート,Tigrex Coat
0x446964@mhfdat-jp.bin,レックスＳフォールド,Tigrex S Faulds
0x446968@mhfdat-jp.bin,レックスＳコート,Tigrex S Coat
0x44696c@mhfdat-jp.bin,パピメルアンカ,Butterfly Elytra
0x446970@mhfdat-jp.bin,パピメルコクサ,Butterfly コクサ
0x446974@mhfdat-jp.bin,パピメルＳアンカ,Butterfly S Elytra
0x446978@mhfdat-jp.bin,パピメルＳコクサ,Butterfly Sコクサ
0x44697c@mhfdat-jp.bin,アカムトイッケク,Akantor イッケク
0x446980@mhfdat-jp.bin,アカムトイッケタリ,Akantor イッケタリ
0x446984@mhfdat-jp.bin,ウナペルトＦウエスト,ウナペルトF Waist
0x446988@mhfdat-jp.bin,メルホアＵオッハ,Melahoa U Folia
0x44698c@mhfdat-jp.bin,マカルパコイル,Makluva Coil
0x446990@mhfdat-jp.bin,マカルパＵコイル,Makluva U Coil
0x446994@mhfdat-jp.bin,ビストロＵエプロン,Bistro U Apron
0x446998@mhfdat-jp.bin,オウビートアンカ,King Beetle Elytra
0x44699c@mhfdat-jp.bin,オウビートコクサ,King Beetle コクサ
0x4469a0@mhfdat-jp.bin,オウビートＳアンカ,King Beetle S Elytra
0x4469a4@mhfdat-jp.bin,オウビートＳコクサ,King Beetle Sコクサ
0x4469a8@mhfdat-jp.bin,デスギアナーベル,Death Stench Navel
0x4469ac@mhfdat-jp.bin,デスギアガイツ,Death Stench Belly
0x4469b0@mhfdat-jp.bin,デスギアＳナーベル,Death Stench S Navel
0x4469b4@mhfdat-jp.bin,デスギアＳガイツ,Death Stench S Belly
0x4469b8@mhfdat-jp.bin,マフモフコート,Mafumofu Coat
0x4469bc@mhfdat-jp.bin,マフモフＳコート,Mafumofu S Coat
0x4469c0@mhfdat-jp.bin,クシャナＦアンダ,Kushala Fアンダ
0x4469c4@mhfdat-jp.bin,クシャナＦアドミ,Kushala Fアドミ
0x4469c8@mhfdat-jp.bin,カイザーＦフォールド,Kaiser F Faulds
0x4469cc@mhfdat-jp.bin,カイザーＦコート,Kaiser F Coat
0x4469d0@mhfdat-jp.bin,ミヅハ魁【丸帯】,Mizuha 魁【丸 Obi 】
0x4469d4@mhfdat-jp.bin,トヨタマ魁【丸帯】,Toyotama 魁【丸 Obi 】
0x4469d8@mhfdat-jp.bin,金剛・魁【腰当て】,Gold 剛・魁【腰当て】
0x4469dc@mhfdat-jp.bin,不動・魁【腰当て】,
0x4469e0@mhfdat-jp.bin,夜叉・魁【腰巻】,
0x4469e4@mhfdat-jp.bin,修羅・魁【腰巻】,
0x4469e8@mhfdat-jp.bin,エンプレスＦコイル,Empress F Coil
0x4469ec@mhfdat-jp.bin,エンプレスＦコート,Empress F Coat
0x4469f0@mhfdat-jp.bin,金色ノ帯・魁,Golden ノ Obi・魁
0x4469f4@mhfdat-jp.bin,黒子ノ帯・魁,Puppeteer ノ Obi・魁
0x4469f8@mhfdat-jp.bin,ガルルガＦフォールド,Garuga F Faulds
0x4469fc@mhfdat-jp.bin,ガルルガＦコート,Garuga F Coat
0x446a00@mhfdat-jp.bin,クシャナＦアンダ,Kushala Fアンダ
0x446a04@mhfdat-jp.bin,クシャナＦアドミ,Kushala Fアドミ
0x446a08@mhfdat-jp.bin,カイザーＦフォールド,Kaiser F Faulds
0x446a0c@mhfdat-jp.bin,カイザーＦコート,Kaiser F Coat
0x446a10@mhfdat-jp.bin,ミヅハ魁【丸帯】,Mizuha 魁【丸 Obi 】
0x446a14@mhfdat-jp.bin,トヨタマ魁【丸帯】,Toyotama 魁【丸 Obi 】
0x446a18@mhfdat-jp.bin,金剛・魁【腰当て】,Gold 剛・魁【腰当て】
0x446a1c@mhfdat-jp.bin,不動・魁【腰当て】,
0x446a20@mhfdat-jp.bin,夜叉・魁【腰巻】,
0x446a24@mhfdat-jp.bin,修羅・魁【腰巻】,
0x446a28@mhfdat-jp.bin,エンプレスＦコイル,Empress F Coil
0x446a2c@mhfdat-jp.bin,エンプレスＦコート,Empress F Coat
0x446a30@mhfdat-jp.bin,金色ノ帯・魁,Golden ノ Obi・魁
0x446a34@mhfdat-jp.bin,黒子ノ帯・魁,Puppeteer ノ Obi・魁
0x446a38@mhfdat-jp.bin,ガルルガＦフォールド,Garuga F Faulds
0x446a3c@mhfdat-jp.bin,ガルルガＦコート,Garuga F Coat
0x446a40@mhfdat-jp.bin,ラヴァＵフォールド,Lavasioth U Faulds
0x446a44@mhfdat-jp.bin,ラヴァＵコート,Lavasioth U Coat
0x446a48@mhfdat-jp.bin,ホワイトメタルコート,White Metal Coat
0x446a4c@mhfdat-jp.bin,セレストフォールド,Celeste Faulds
0x446a50@mhfdat-jp.bin,シエルリフレクサー,Ciel Reflector
0x446a54@mhfdat-jp.bin,コムラダベルト【赤】,Comrada Belt 【 Red 】
0x446a58@mhfdat-jp.bin,コムラダベルト【青】,Comrada Belt 【 Blue 】
0x446a5c@mhfdat-jp.bin,コムラダベルト【緑】,Comrada Belt 【 Green 】
0x446a60@mhfdat-jp.bin,コムラダベルト【橙】,Comrada Belt 【 Orange 】
0x446a64@mhfdat-jp.bin,ダミー,
0x446a68@mhfdat-jp.bin,ダミー,
0x446a6c@mhfdat-jp.bin,エスピナナーベル,Espinas Navel
0x446a70@mhfdat-jp.bin,エスピナガイツ,Espinas Belly
0x446a74@mhfdat-jp.bin,エスピナＦナーベル,Espinas F Navel
0x446a78@mhfdat-jp.bin,エスピナＦガイツ,Espinas F Belly
0x446a7c@mhfdat-jp.bin,アスールフォールド,Azul Faulds
0x446a80@mhfdat-jp.bin,アスールコート,Azul Coat
0x446a84@mhfdat-jp.bin,アメザリフォールド,Amezari Faulds
0x446a88@mhfdat-jp.bin,アメザリコート,Amezari Coat
0x446a8c@mhfdat-jp.bin,プロミスコート【白】,Promise Coat 【 White 】
0x446a90@mhfdat-jp.bin,プロミスコート【青】,Promise Coat 【 Blue 】
0x446a94@mhfdat-jp.bin,プロミスコート【紫】,Promise Coat 【 Purple 】
0x446a98@mhfdat-jp.bin,プロミスコート【黄】,Promise Coat 【 Yellow 】
0x446a9c@mhfdat-jp.bin,ブリスコート【白】,Bliss Coat 【 White 】
0x446aa0@mhfdat-jp.bin,ブリスコート【青】,Bliss Coat 【 Blue 】
0x446aa4@mhfdat-jp.bin,ブリスコート【紫】,Bliss Coat 【 Purple 】
0x446aa8@mhfdat-jp.bin,ブリスコート【黄】,Bliss Coat 【 Yellow 】
0x446aac@mhfdat-jp.bin,ブリスＦコート【白】,Bliss F Coat 【 White 】
0x446ab0@mhfdat-jp.bin,ブリスＦコート【青】,Bliss F Coat 【 Blue 】
0x446ab4@mhfdat-jp.bin,ブリスＦコート【紫】,Bliss F Coat 【 Purple 】
0x446ab8@mhfdat-jp.bin,ブリスＦコート【黄】,Bliss F Coat 【 Yellow 】
0x446abc@mhfdat-jp.bin,ロジウェアウエスト,Lodge Wear Waist
0x446ac0@mhfdat-jp.bin,バトルコートSP青,Battle Coat SP Blue
0x446ac4@mhfdat-jp.bin,バトルコートSP黄,Battle Coat SP Yellow
0x446ac8@mhfdat-jp.bin,バトルコートSP紫,Battle Coat SP Purple
0x446acc@mhfdat-jp.bin,レイアコイルSP青,Rathian Coil SP Blue
0x446ad0@mhfdat-jp.bin,レイアコイルSP赤,Rathian Coil SP Red
0x446ad4@mhfdat-jp.bin,レイアコイルSP黒,Rathian Coil SP Black
0x446ad8@mhfdat-jp.bin,フルフルコイルSP青,Khezu Coil SP Blue
0x446adc@mhfdat-jp.bin,フルフルコイルSP緑,Khezu Coil SP Green
0x446ae0@mhfdat-jp.bin,フルフルコイルSP黒,Khezu Coil SP Black
0x446ae4@mhfdat-jp.bin,エスピナコイルSP赤,Espinas Coil SP Red
0x446ae8@mhfdat-jp.bin,エスピナコイルSP青,Espinas Coil SP Blue
0x446aec@mhfdat-jp.bin,エスピナコイルSP黄,Espinas Coil SP Yellow
0x446af0@mhfdat-jp.bin,エスピナコートSP赤,Espinas Coat SP Red
