location,source,target
0x9349ac@mhfdat-jp.bin,プロミネンスボウ賖,Prominence Bow II
0x9349b0@mhfdat-jp.bin,ソニックボウ賕,Sonic Bow III
0x9349b4@mhfdat-jp.bin,ブロスホーンボウ賖,Blos Horn Bow II
0x9349b8@mhfdat-jp.bin,龍弓【山崩】,Dragon Bow【Landslide】
0x9349bc@mhfdat-jp.bin,勇気と希望の凄弓賖,Courageous Hope II
0x9349c0@mhfdat-jp.bin,龍弓【日輪】,Dragon Bow【Sunflower】
0x9349c4@mhfdat-jp.bin,殲滅と破壊の剛弓貤,Annihilation Bow I
0x9349c8@mhfdat-jp.bin,勝利と栄光の勇弓,Victory＆Glory Bow
0x9349cc@mhfdat-jp.bin,ウラナイランプ,Blessed Lamp
0x9349d0@mhfdat-jp.bin,ド【烏】,Raven Do
0x9349d4@mhfdat-jp.bin,テイルストリング,Tail String
0x9349d8@mhfdat-jp.bin,ラージャンデグ,Rajang Barrage
0x9349dc@mhfdat-jp.bin,火竜弩,Fire Wrath
0x9349e0@mhfdat-jp.bin,エビィーガン,Lobster Gun
0x9349e4@mhfdat-jp.bin,ジェイドストーム,Jade Storm
0x9349e8@mhfdat-jp.bin,デルフ＝ダオラ,Daora's Delphinidae
0x9349ec@mhfdat-jp.bin,カホウ【狼】,Wolf Heirloom
0x9349f0@mhfdat-jp.bin,バスタークラブ,Buster Crab
0x9349f4@mhfdat-jp.bin,ガオレンスフィア,Gaoren's Fire
0x9349f8@mhfdat-jp.bin,ロックイーター,Rock Eater
0x9349fc@mhfdat-jp.bin,ジェイドテンペスト,Jade Tempest
0x934a00@mhfdat-jp.bin,キングエビィーガン,King Lobster Gun
0x934a04@mhfdat-jp.bin,ド【狼】,Wolf Do
0x934a08@mhfdat-jp.bin,龍弓【月輪】,Dragon Bow【Full Moon】
0x934a0c@mhfdat-jp.bin,パワーハンターボウ賖,Power Hunter Bow II
0x934a10@mhfdat-jp.bin,ハンターボウ貤,Hunter Bow I
0x934a14@mhfdat-jp.bin,ハンターボウ賖,Hunter Bow II
0x934a18@mhfdat-jp.bin,ワイルドボウ貤,Wild Bow I
0x934a1c@mhfdat-jp.bin,ワイルドボウ賖,Wild Bow II
0x934a20@mhfdat-jp.bin,パワーワイルドボウ貤,Power Wild Bow I
0x934a24@mhfdat-jp.bin,クイーンブラスター貤,Queen Blaster I
0x934a28@mhfdat-jp.bin,ハートショットボウ貤,Heart Shot Bow I
0x934a2c@mhfdat-jp.bin,プロミネンスボウ貤,Prominence Bow I
0x934a30@mhfdat-jp.bin,ソニックボウ貤,Sonic Bow I
0x934a34@mhfdat-jp.bin,ソニックボウ賖,Sonic Bow II
0x934a38@mhfdat-jp.bin,ブロスホーンボウ貤,Blos Horn Bow I
0x934a3c@mhfdat-jp.bin,龍弓【国崩】,"Dragon Bow ""Uprising"""
0x934a40@mhfdat-jp.bin,勇気と希望の凄弓貤,Courageous Hope I
0x934a44@mhfdat-jp.bin,パワーハンターボウ貤,Power Hunter Bow I
0x934a48@mhfdat-jp.bin,龍頭琴,Dragon Head
0x934a4c@mhfdat-jp.bin,マジナイランプ,Magic Lamp
0x934a50@mhfdat-jp.bin,リアル＝ダオラ,Real=Daora
0x934a54@mhfdat-jp.bin,アースイーター,Earth Eater
0x934a58@mhfdat-jp.bin,ヘビィバスタークラブ,Heavy Buster Crab
0x934a5c@mhfdat-jp.bin,グラン＝ダオラ,Daora's Grande
0x934a60@mhfdat-jp.bin,ウィングボウ貤,Wing Bow I
0x934a64@mhfdat-jp.bin,ウィングボウ賖,Wing Bow II
0x934a68@mhfdat-jp.bin,ウィングボウ賕,Wing Bow III
0x934a6c@mhfdat-jp.bin,ニクスファーボウ貤,Nix Farbow Ⅰ
0x934a70@mhfdat-jp.bin,ニクスファーボウ賖,Nix Farbow ⅠⅠ
0x934a74@mhfdat-jp.bin,グラキファーボウ,Icehide Bow
0x934a78@mhfdat-jp.bin,鳥幣弓貤,Kut-Ku Bow Ⅰ
0x934a7c@mhfdat-jp.bin,鳥幣弓賖,Kut-Ku Bow Ⅱ
0x934a80@mhfdat-jp.bin,鳥幣弓賕,Kut-Ku Bow Ⅲ
0x934a84@mhfdat-jp.bin,青鳥幣弓,Blue Kut-Ku Bow
0x934a88@mhfdat-jp.bin,ハートレスバンデージ,Heartless Bandage
0x934a8c@mhfdat-jp.bin,パワーサンド,Power Sand
0x934a90@mhfdat-jp.bin,ガノスプレッシャー,Pressurized Plesioth
0x934a94@mhfdat-jp.bin,スティンカー,Stinger
0x934a98@mhfdat-jp.bin,アイススロワー,Icethrower
0x934a9c@mhfdat-jp.bin,クイックボウ,Quick Bow
0x934aa0@mhfdat-jp.bin,フルフルボウ,Khezu Bow
0x934aa4@mhfdat-jp.bin,オオバサミ貤,Oobasami Ⅰ
0x934aa8@mhfdat-jp.bin,オオバサミ賖,Oobasami Ⅱ
0x934aac@mhfdat-jp.bin,オオバサミ賕,Oobasami Ⅲ
0x934ab0@mhfdat-jp.bin,オオバサミ賙,Oobasami Ⅳ
0x934ab4@mhfdat-jp.bin,ダミー（ＬＢ）,
0x934ab8@mhfdat-jp.bin,アイルーラグドール,Felyne Ragdoll
0x934abc@mhfdat-jp.bin,メラルーラグドール,Melynx Ragdoll
0x934ac0@mhfdat-jp.bin,アイルーヘルドール,Felyne Helldoll
0x934ac4@mhfdat-jp.bin,メラルーヘルドール,Melynx Helldoll
0x934ac8@mhfdat-jp.bin,テイルカタパルト,Tail Catapult
0x934acc@mhfdat-jp.bin,ピーチフリルパラソル,Peach Parasol
0x934ad0@mhfdat-jp.bin,ナナホシ大砲,Ladybug Cannon
0x934ad4@mhfdat-jp.bin,ナナ＝アズールカノン,Lunastra's Azul Cannon
0x934ad8@mhfdat-jp.bin,テオ＝アーティレリ,Teostra's Artillery
0x934adc@mhfdat-jp.bin,ナナホシ天砲,Seven Stars
0x934ae0@mhfdat-jp.bin,ハンターボウ賙,Hunter Bow Ⅳ
0x934ae4@mhfdat-jp.bin,ワイルドボウ賙,Wild Bow Ⅳ
0x934ae8@mhfdat-jp.bin,パワーハンターボウ賕,Power Hunter Bow Ⅲ
0x934aec@mhfdat-jp.bin,クイーンブラスター賕,Queen Blaster Ⅲ
0x934af0@mhfdat-jp.bin,プロミネンスボウ賕,Prominence Bow Ⅲ
0x934af4@mhfdat-jp.bin,テオ＝フランマルス,Teostra's Flames
0x934af8@mhfdat-jp.bin,レックスタンク,Tigrex Tank
0x934afc@mhfdat-jp.bin,轟弩【戦虎】,Tigrex Wargun
0x934b00@mhfdat-jp.bin,レックスハウル,Tigrex Howl
0x934b04@mhfdat-jp.bin,ダミー(ＨＢ),
0x934b08@mhfdat-jp.bin,轟砲【虎頭】,Tigrex Skull
0x934b0c@mhfdat-jp.bin,ティガアロー貤,Tigre Arrow Ⅰ
0x934b10@mhfdat-jp.bin,ティガアロー賖,Tigre Arrow Ⅱ
0x934b14@mhfdat-jp.bin,覇弓レラカムトルム,Bow of the Wind God
0x934b18@mhfdat-jp.bin,ソニックボウ賙,Sonic Bow Ⅳ
0x934b1c@mhfdat-jp.bin,タツジンボウガン改,Expert Bowgun+
0x934b20@mhfdat-jp.bin,ブリリアントボウ,Brilliant Bow
0x934b24@mhfdat-jp.bin,スティールレイヴン貤,Steel Raven Ⅰ
0x934b28@mhfdat-jp.bin,イーオスマッシュ,Eos Mash
0x934b2c@mhfdat-jp.bin,スティールレイヴン賖,Steel Raven Ⅱ
0x934b30@mhfdat-jp.bin,スティールレイヴン賕,Steel Raven Ⅲ
0x934b34@mhfdat-jp.bin,老山龍砲・天,Heaven Lao-Shan Cannon
0x934b38@mhfdat-jp.bin,老山龍砲・地,Earth Lao-Shan Cannon
0x934b3c@mhfdat-jp.bin,ソニックボウ𧶠,Sonic Bow Ⅴ
0x934b40@mhfdat-jp.bin,オオバサミ𧶠,Mackerel V
0x934b44@mhfdat-jp.bin,パワーワイルドボウ賕,Power Wild Bow Ⅲ
0x934b48@mhfdat-jp.bin,ホワイトクレイドル,White Cradle
0x934b4c@mhfdat-jp.bin,ホワイトクレセント,White Crescent
0x934b50@mhfdat-jp.bin,ローゼンクーゲル,Rosen Kugel
0x934b54@mhfdat-jp.bin,ローゼンヴァフェ,Rosen Waffe
0x934b58@mhfdat-jp.bin,ローゼンプリーマ,Rosen Prima
0x934b5c@mhfdat-jp.bin,ローゼンゲヴェーア,Rosen Gewehr
0x934b60@mhfdat-jp.bin,ローゼンイェーガー,Rosen Jaeger
0x934b64@mhfdat-jp.bin,ローゼンズィーゲン,Rosen Siegen
0x934b68@mhfdat-jp.bin,ローゼンボーゲン,Rosen Bogen
0x934b6c@mhfdat-jp.bin,ローゼンラケーテ,Rosen Rakete
0x934b70@mhfdat-jp.bin,ローゼンズィッヘル,Rosen Sichel
0x934b74@mhfdat-jp.bin,ラヴァブラスター,Lava Blaster
0x934b78@mhfdat-jp.bin,鉄火ガン,Iron Fire Gun
0x934b7c@mhfdat-jp.bin,激流弓【海坊主】,"Torrent Bow ""Umibozu"""
0x934b80@mhfdat-jp.bin,清流弓【人魚姫】,"Stream Bow ""Mermaid"""
0x934b84@mhfdat-jp.bin,フルフルボウ賖,Khezu Bow Ⅱ
0x934b88@mhfdat-jp.bin,フルフルボウ賕,Khezu Bow Ⅲ
0x934b8c@mhfdat-jp.bin,マントルイーターSP,Mantle Eater SP
0x934b90@mhfdat-jp.bin,ムーンバスターSP,Moon Buster SP
0x934b94@mhfdat-jp.bin,バスターカンセSP,Bustercanse SP
0x934b98@mhfdat-jp.bin,弩級怪鳥砲SP,Crossbow Monster Gun SP
0x934b9c@mhfdat-jp.bin,スナアラシSP,Snail SP
0x934ba0@mhfdat-jp.bin,禍竜弩SP,Haunted Crossbow SP
0x934ba4@mhfdat-jp.bin,カーネルボウガンSP,Kernel Bowgun SP
0x934ba8@mhfdat-jp.bin,グリーンパラソルSP,Green Parasol SP
0x934bac@mhfdat-jp.bin,カイデンボウガン,Kaiden Bowgun
0x934bb0@mhfdat-jp.bin,蒼鳥幣弓,Blue Kut-Ku Coin Bow
0x934bb4@mhfdat-jp.bin,パワーハンターボウ賙,Power Hunter Bow IV
0x934bb8@mhfdat-jp.bin,神龍弓【日蝕】,"Dragon Bow ""Eclipse"""
0x934bbc@mhfdat-jp.bin,ガノスビロー,Plesioth Subillo
0x934bc0@mhfdat-jp.bin,ナナ＝アズールミシル,Lunastra's Azul Missile
0x934bc4@mhfdat-jp.bin,バストンブラスター,Baston Blaster
0x934bc8@mhfdat-jp.bin,カンタロスライフル,Kantharos Rifle
0x934bcc@mhfdat-jp.bin,マジカルランプ,Magical Lamp
0x934bd0@mhfdat-jp.bin,ラージャンカノン,Rajang Cannon
0x934bd4@mhfdat-jp.bin,ガストラフェテスSP,Gastraphetes SP
0x934bd8@mhfdat-jp.bin,ピンクニードルSP,Pink Needle SP
0x934bdc@mhfdat-jp.bin,鎧竜剛銃SP,Armored Dragon Gun SP
0x934be0@mhfdat-jp.bin,ロブスターガンSP,Lobster Gun SP
0x934be4@mhfdat-jp.bin,キャノンボウガンSP,Cannon Bowgun SP
0x934be8@mhfdat-jp.bin,きんねこじゅうSP,Kinnekoju SP
0x934bec@mhfdat-jp.bin,ラピードボウ,Rapid Bow
0x934bf0@mhfdat-jp.bin,スティールレイヴン賙,Steel Raven Ⅳ
0x934bf4@mhfdat-jp.bin,スティールパッファ貤,Steel Puffer Ⅰ
0x934bf8@mhfdat-jp.bin,スティールパッファ賖,Steel Puffer Ⅱ
0x934bfc@mhfdat-jp.bin,スティールパッファ賕,Steel Puffer Ⅲ
0x934c00@mhfdat-jp.bin,スティールパッファ賙,Steel Puffer Ⅳ
0x934c04@mhfdat-jp.bin,メタルフレーム,Metal Frame
0x934c08@mhfdat-jp.bin,アイスストーム,Ice Storm
0x934c0c@mhfdat-jp.bin,マイティキャスト,Mighty Cast
0x934c10@mhfdat-jp.bin,カクトスクーゲル,Kaktus Kugel
0x934c14@mhfdat-jp.bin,カクトスヴァフェ,Kaktus Waffe
0x934c18@mhfdat-jp.bin,スリーピングビースト,Sleeping Beast
0x934c1c@mhfdat-jp.bin,ショットボウガン・陽,Shotgun (Sun)
0x934c20@mhfdat-jp.bin,ショットボウガン・陰,Shotgun (Shadow)
0x934c24@mhfdat-jp.bin,カクトスゲヴェーア,Kaktus Gewehr
0x934c28@mhfdat-jp.bin,カクトスイェーガー,Kaktus Jaeger
0x934c2c@mhfdat-jp.bin,黒塊弓,Black Block bow
0x934c30@mhfdat-jp.bin,黒塊破弓,Black Block Broken Bow
0x934c34@mhfdat-jp.bin,フルフルボウ賙,Khezu Bow Ⅳ
0x934c38@mhfdat-jp.bin,オオバサミ賰,Mackerel Ⅵ
0x934c3c@mhfdat-jp.bin,ソニックボウ賰,Sonic Bow Ⅵ
0x934c40@mhfdat-jp.bin,カクトスボーゲン,Kaktus Bogen
0x934c44@mhfdat-jp.bin,カクトスラケーテ,Kaktus Rakete
0x934c48@mhfdat-jp.bin,クリムゾンデビルSP,Crimson Devil SP
0x934c4c@mhfdat-jp.bin,ガノスクラッシャーSP,Plesioth Crasher
0x934c50@mhfdat-jp.bin,ブラックソウルSP,Black Soul SP
0x934c54@mhfdat-jp.bin,スコールバレッツSP,Squall Bullets SP
0x934c58@mhfdat-jp.bin,リオストーム,Lio Storm
0x934c5c@mhfdat-jp.bin,ヴァシムガン,Vashimu Gun
0x934c60@mhfdat-jp.bin,ヴァシムファイア,Vashimu Fire
0x934c64@mhfdat-jp.bin,ジャーマペスカード,Lavafish Gun
0x934c68@mhfdat-jp.bin,ギアノスマッシュ,Gia Smash
0x934c6c@mhfdat-jp.bin,カウチュアルク,Kautschuk
0x934c70@mhfdat-jp.bin,カウチュクロワッサン,Elastikautschuk
0x934c74@mhfdat-jp.bin,フルフルボウ𧶠,Khezu Bow V
0x934c78@mhfdat-jp.bin,クイーンブラスター賙,Queen Blaster IV
0x934c7c@mhfdat-jp.bin,ナナホシ怒砲SP,Raging Ladybug Gun SP
0x934c80@mhfdat-jp.bin,レックスブラスターSP,Rex Blaster SP
0x934c84@mhfdat-jp.bin,クックロアSP,Kut-Ku Roar
0x934c88@mhfdat-jp.bin,ライラレックスSP,Lyra Rex SP
0x934c8c@mhfdat-jp.bin,カクトスプリーマ,Primakaktus
0x934c90@mhfdat-jp.bin,アルビノスプラッシュ,Rubino Splash
0x934c94@mhfdat-jp.bin,カクトスズィーゲン,Kaktus Siegen
0x934c98@mhfdat-jp.bin,ジェビアガン,Jebia Gun
0x934c9c@mhfdat-jp.bin,ジェビアファイア,Jebia Fire
0x934ca0@mhfdat-jp.bin,ワイルドファンガス,Wild Fungus
0x934ca4@mhfdat-jp.bin,スティールキリー貤,Steel Killi Ⅰ
0x934ca8@mhfdat-jp.bin,スティールキリー賖,Steel Killi Ⅱ
0x934cac@mhfdat-jp.bin,スティールキリー賕,Steel Killi Ⅳ
0x934cb0@mhfdat-jp.bin,スティールキリー賙,Steel Killi Ⅳ
0x934cb4@mhfdat-jp.bin,ＶＬＳ−０２３３,VLS-0233
0x934cb8@mhfdat-jp.bin,カクトスズィッヘル,Kaktus Sichel
0x934cbc@mhfdat-jp.bin,シスネ＝ダオラ貤,Daora's Cisne Ⅰ
0x934cc0@mhfdat-jp.bin,シスネ＝ダオラ賖,Daora's Cisne Ⅱ
0x934cc4@mhfdat-jp.bin,プロミネンスボウ賙,Prominence Bow IV
0x934cc8@mhfdat-jp.bin,ティガアロー賕,Tigre Arrow III
0x934ccc@mhfdat-jp.bin,アルギュ＝ダオラSP,Daora's Argen SP
0x934cd0@mhfdat-jp.bin,ラヴァタイラントSP,Lava Tyrant SP
0x934cd4@mhfdat-jp.bin,ナムアミランプSP,Living Lamp SP
0x934cd8@mhfdat-jp.bin,ラージャンアルマSP,Rajang Soul SP
0x934cdc@mhfdat-jp.bin,ヘビィボウガン,Heavy Bowgun
0x934ce0@mhfdat-jp.bin,ライトボウガン,Light Bowgun
0x934ce4@mhfdat-jp.bin,弓,Bow
0x934ce8@mhfdat-jp.bin,舞雷重砲【若鷹】,Hawk Thunderdance Hbg
0x934cec@mhfdat-jp.bin,舞雷重砲【華鷹】,Buzzard Thndrdance Hbg
0x934cf0@mhfdat-jp.bin,真舞雷重砲【天鷹】,Falcon Thunderdance Hbg
0x934cf4@mhfdat-jp.bin,舞雷弓【真鶴】,Stork Thunderdance Bow
0x934cf8@mhfdat-jp.bin,舞雷弓【千鶴】,Crane Thunderdance Bow
0x934cfc@mhfdat-jp.bin,真舞雷弓【紅鶴】,Flamingo Thunder Bow
0x934d00@mhfdat-jp.bin,バール＝ダオラ,Daora's Vale
0x934d04@mhfdat-jp.bin,キャラバンガン貤,Caravan Gun I
0x934d08@mhfdat-jp.bin,キャラバンガン賖,Caravan Gun II
0x934d0c@mhfdat-jp.bin,キャラバンガン賕,Caravan Gun III
0x934d10@mhfdat-jp.bin,ダミー(弓),
0x934d14@mhfdat-jp.bin,真冥雷獄銃【鶫】,True Thrush Darkbolt Gun
0x934d18@mhfdat-jp.bin,真冥雷獄銃【斑鳩】,True Dove Darkbolt Gun
0x934d1c@mhfdat-jp.bin,真冥雷獄重砲【翔鷹】,True Hawk Darkbolt Gun
0x934d20@mhfdat-jp.bin,真冥雷獄重砲【玄鷹】,True Falcon Darkbolt Gun
0x934d24@mhfdat-jp.bin,ドドンガ・ヴォイド,Dondon Void
0x934d28@mhfdat-jp.bin,烈閃重弩イルミレイオ,Brillant Flash Hbg
0x934d2c@mhfdat-jp.bin,アヴァン＝ダオラ,Daora's Avan
0x934d30@mhfdat-jp.bin,アイルーボウ【大判】,"Felyne Bow ""Large Stamp"""
0x934d34@mhfdat-jp.bin,メラルーボウ【猫騙】,"Melynx Bow ""Cat Fool"""
0x934d38@mhfdat-jp.bin,神威,God's Majesty
0x934d3c@mhfdat-jp.bin,神威【幻】,"God's Majesty ""Dream"""
0x934d40@mhfdat-jp.bin,神威【幻魔】,"God's Majesty ""Vision"""
0x934d44@mhfdat-jp.bin,神威【幻魔王】,"God's Majesty ""Illusion"""
0x934d48@mhfdat-jp.bin,神居,God's Palace
0x934d4c@mhfdat-jp.bin,神居【幻】,"God's Palace ""Dream"""
0x934d50@mhfdat-jp.bin,神居【幻魔】,"God's Palace ""Vision"""
0x934d54@mhfdat-jp.bin,神居【幻魔王】,"God's Palace ""Illusion"""
0x934d58@mhfdat-jp.bin,ウォームプリック,Warm Prick
0x934d5c@mhfdat-jp.bin,ウォームソーン,Warm Thorn
0x934d60@mhfdat-jp.bin,ウォームピン,Warm Pin
0x934d64@mhfdat-jp.bin,ウォームニードル,Warm Needle
0x934d68@mhfdat-jp.bin,ウォームスティング,Warm Stinger
0x934d6c@mhfdat-jp.bin,ハームプリック,Ham Prick
0x934d70@mhfdat-jp.bin,ハームソーン,Ham Thorn
0x934d74@mhfdat-jp.bin,ハームピン,Ham Pin
0x934d78@mhfdat-jp.bin,ハームニードル,Ham Needle
0x934d7c@mhfdat-jp.bin,ハームスティング,Ham Stringer
0x934d80@mhfdat-jp.bin,ダミー(弓),
0x934d84@mhfdat-jp.bin,ダミー(弓),
0x934d88@mhfdat-jp.bin,ダミー(弓),
0x934d8c@mhfdat-jp.bin,ダミー(弓),
0x934d90@mhfdat-jp.bin,ダミー(弓),
0x934d94@mhfdat-jp.bin,ダミー(弓),
0x934d98@mhfdat-jp.bin,ダミー(弓),
0x934d9c@mhfdat-jp.bin,ダミー(弓),
0x934da0@mhfdat-jp.bin,ダミー(弓),
0x934da4@mhfdat-jp.bin,ダミー(弓),
0x934da8@mhfdat-jp.bin,ダミー(弓),
0x934dac@mhfdat-jp.bin,ダミー(弓),
0x934db0@mhfdat-jp.bin,ダミー(弓),
0x934db4@mhfdat-jp.bin,ダミー(弓),
0x934db8@mhfdat-jp.bin,ダミー(弓),
0x934dbc@mhfdat-jp.bin,ダミー(弓),
0x934dc0@mhfdat-jp.bin,ダミー(弓),
0x934dc4@mhfdat-jp.bin,ダミー(弓),
0x934dc8@mhfdat-jp.bin,ダミー(弓),
0x934dcc@mhfdat-jp.bin,ダミー(弓),
0x934dd0@mhfdat-jp.bin,ダミー(弓),
0x934dd4@mhfdat-jp.bin,ダミー(弓),
0x934dd8@mhfdat-jp.bin,コケバサミSP貤,Moss Scissors SPⅠ
0x934ddc@mhfdat-jp.bin,コケバサミSP賖,Moss Scissors SPⅡ
0x934de0@mhfdat-jp.bin,コケバサミSP賕,Moss Scissors SPⅢ
0x934de4@mhfdat-jp.bin,コケバサミSP賙,Moss Scissors SPⅣ
0x934de8@mhfdat-jp.bin,コケバサミSP𧶠,Moss Scissors SPⅤ
0x934dec@mhfdat-jp.bin,コケバサミSP賰,Moss Scissors SPⅥ
0x934df0@mhfdat-jp.bin,コケバサミSP賱,Moss Scissors SPⅦ
0x934df4@mhfdat-jp.bin,モーヴブラスターSP貤,Mauve Blaster SPⅠ
0x934df8@mhfdat-jp.bin,モーヴブラスターSP賖,Mauve Blaster SPⅡ
0x934dfc@mhfdat-jp.bin,モーヴブラスターSP賕,Mauve Blaster SPⅢ
0x934e00@mhfdat-jp.bin,モーヴブラスターSP賙,Mauve Blaster SPⅣ
0x934e04@mhfdat-jp.bin,モーヴブラスターSP𧶠,Mauve Blaster SPⅤ
0x934e08@mhfdat-jp.bin,モーヴブラスターSP賰,Mauve Blaster SPⅥ
0x934e0c@mhfdat-jp.bin,モーヴブラスターSP賱,Mauve Blaster SPⅦ
0x934e10@mhfdat-jp.bin,Ｐ・マスターボウSP貤,P.Master Bow SPⅠ
0x934e14@mhfdat-jp.bin,Ｐ・マスターボウSP賖,P.Master Bow SPⅡ
