index,source,target
63,dummy,
64,"{c05}≪総合ショップ≫
{/c}から入手可能。",
65,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
66,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
67,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
68,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
69,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
70,"{c05}≪総合ショップ≫
{/c}から入手可能。",
71,"{c05}≪調合≫
{/c}することで入手可能。",
72,"{c05}≪調合≫
{/c}することで入手可能。",
73,"{c05}≪調合≫
{/c}することで入手可能。",
74,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
75,"{c05}≪調合≫
{/c}することで入手可能。",
76,"{c05}≪調合≫
{/c}することで入手可能。",
77,"{c05}≪調合≫
{/c}することで入手可能。",
78,"{c05}≪総合ショップ≫
{/c}から入手可能。",
79,"{c05}≪調合≫
{/c}することで入手可能。",
80,"{c05}≪調合≫
{/c}することで入手可能。",
81,"{c05}≪密林≫≪沼地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
82,"{c05}≪調合≫
{/c}することで入手可能。",
83,"{c05}≪総合ショップ≫
{/c}から入手可能。",
84,"{c05}≪調合≫
{/c}することで入手可能。",
85,"{c05}≪総合ショップ≫
{/c}から入手可能。",
86,"{c05}≪調合≫
{/c}することで入手可能。",
87,dummy,
88,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}
から入手可能。",
89,"{c05}≪総合ショップ≫
{/c}から入手可能。",
90,"{c05}≪総合ショップ≫
{/c}から入手可能。",
91,"{c05}≪総合ショップ≫
{/c}から入手可能。",
92,"{c05}≪調合≫
{/c}することで入手可能。",
93,"{c05}≪総合ショップ≫
{/c}から入手可能。",
94,"{c05}≪調合≫
{/c}することで入手可能。",
95,"{c05}≪総合ショップ≫
{/c}から入手可能。",
96,"{c05}≪マイガーデン≫{/c}で
入手可能。",
97,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。",
98,dummy,
99,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
100,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
101,"{c05}≪樹海≫≪高地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
102,dummy,
103,"{c05}≪総合ショップ≫
{/c}から入手可能。",
104,"{c05}≪総合ショップ≫
{/c}から入手可能。",
105,"{c05}≪総合ショップ≫
{/c}から入手可能。",
106,"{c05}≪総合ショップ≫
{/c}から入手可能。",
107,"{c05}≪総合ショップ≫
{/c}から入手可能。",
108,"{c05}≪総合ショップ≫
{/c}から入手可能。",
109,"{c05}≪総合ショップ≫
{/c}から入手可能。",
110,"{c05}≪総合ショップ≫
{/c}から入手可能。",
111,"{c05}≪総合ショップ≫
{/c}から入手可能。",
112,"{c05}≪総合ショップ≫
{/c}から入手可能。",
113,"{c05}≪調合≫
{/c}することで入手可能。",
114,"{c05}≪総合ショップ≫
{/c}から入手可能。",
115,"{c05}≪総合ショップ≫
{/c}から入手可能。",
116,"{c05}≪調合≫
{/c}することで入手可能。",
117,"{c05}≪総合ショップ≫
{/c}から入手可能。",
118,"{c05}≪総合ショップ≫
{/c}から入手可能。",
119,"{c05}≪総合ショップ≫
{/c}から入手可能。",
120,"{c05}≪総合ショップ≫
{/c}から入手可能。",
121,"{c05}≪調合≫
{/c}することで入手可能。",
122,"{c05}≪総合ショップ≫
{/c}から入手可能。",
123,"{c05}≪総合ショップ≫
{/c}から入手可能。",
124,"{c05}≪総合ショップ≫
{/c}から入手可能。",
125,"{c05}≪調合≫
{/c}することで入手可能。",
126,"{c05}≪総合ショップ≫
{/c}から入手可能。",
127,"{c05}≪調合≫
{/c}することで入手可能。",
128,"{c05}≪総合ショップ≫
{/c}から入手可能。",
129,"{c05}≪調合≫
{/c}することで入手可能。",
130,"{c05}≪調合≫
{/c}することで入手可能。",
131,"{c05}≪調合≫
{/c}することで入手可能。",
132,"{c05}≪調合≫
{/c}することで入手可能。",
133,"{c05}≪調合≫
{/c}することで入手可能。",
134,dummy,
135,dummy,
136,"{c05}≪総合ショップ≫
{/c}から入手可能。",
137,"{c05}≪総合ショップ≫
{/c}から入手可能。",
138,"{c05}≪総合ショップ≫
{/c}から入手可能。",
139,"{c05}≪総合ショップ≫
{/c}から入手可能。",
140,"{c05}≪総合ショップ≫
{/c}から入手可能。",
141,dummy,
142,"{c05}≪総合ショップ≫
{/c}から入手可能。",
143,"{c05}≪総合ショップ≫
{/c}から入手可能。",
144,"{c05}≪総合ショップ≫
{/c}から入手可能。",
145,"{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
146,"{c05}≪調合≫
{/c}することで入手可能。",
147,"{c05}≪調合≫
{/c}することで入手可能。",
148,"{c05}≪調合≫
{/c}することで入手可能。",
149,"{c05}≪総合ショップ≫
{/c}から入手可能。",
150,"{c05}≪総合ショップ≫
{/c}から入手可能。",
151,"{c05}≪総合ショップ≫
{/c}から入手可能。",
152,"{c05}≪総合ショップ≫
{/c}から入手可能。",
153,"{c05}≪総合ショップ≫
{/c}から入手可能。",
154,"{c05}≪総合ショップ≫
{/c}から入手可能。",
155,"{c05}≪総合ショップ≫
{/c}から入手可能。",
156,"{c05}≪総合ショップ≫
{/c}から入手可能。",
157,"{c05}≪森丘≫{/c}の山菜ジジィと
{c05}≪アイテム交換≫{/c}で入手可能。",
158,"{c05}≪総合ショップ≫{/c}
から入手可能。",
159,"{c05}≪総合ショップ≫
{/c}から入手可能。",
160,"{c05}≪森丘≫{/c}の山菜ジジィと
{c05}≪アイテム交換≫{/c}で入手可能。",
161,"{c05}≪総合ショップ≫
{/c}から入手可能。",
162,"{c05}≪調合≫
{/c}することで入手可能。",
163,"{c05}≪調合≫
{/c}することで入手可能。",
164,"{c05}≪調合≫
{/c}することで入手可能。",
165,"{c05}≪調合≫
{/c}することで入手可能。",
166,"{c05}≪調合≫
{/c}することで入手可能。",
167,"{c05}≪調合≫
{/c}することで入手可能。",
168,"{c05}≪調合≫
{/c}することで入手可能。",
169,"{c05}≪調合≫
{/c}することで入手可能。",
170,dummy,
171,dummy,
172,"{c05}≪総合ショップ≫
{/c}から入手可能。",
173,"{c05}≪総合ショップ≫
{/c}から入手可能。",
174,"{c05}≪調合≫
{/c}することで入手可能。",
175,"{c05}≪総合ショップ≫
{/c}から入手可能。",
176,"{c05}≪調合≫
{/c}することで入手可能。",
177,"{c05}≪調合≫
{/c}することで入手可能。",
178,"{c05}≪調合≫
{/c}することで入手可能。",
179,"{c05}≪調合≫
{/c}することで入手可能。",
180,"{c05}≪マイガーデン≫{/c}や{c05}≪密林≫{/c}
での{c05}≪採取≫{/c}や{c05}≪フェスタ≫{/c}の
{c05}≪調合屋≫{/c}から入手可能。",
181,"昼の{c05}≪密林≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
182,"夜の{c05}≪密林≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
183,"{c05}≪樹海≫≪塔≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
184,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
185,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
186,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
187,"{c05}≪沼地≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
188,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
189,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
190,"{c05}≪マイガーデン≫{/c}や
{c05}≪砂漠≫{/c}で{c05}≪採取≫{/c}
することで入手可能。",
191,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
192,"{c05}≪砂漠≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
193,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
194,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
195,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
196,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
197,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
198,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
199,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
200,"{c05}≪密林≫≪樹海≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
201,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
202,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
203,"夜の{c05}≪沼地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
204,"{c05}≪雪山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
205,"{c05}≪密林≫≪森丘≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
206,"{c05}≪火山≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
207,"{c05}≪火山≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
208,"{c05}≪火山≫≪塔≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
209,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
210,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
211,"{c05}≪塔≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
212,"{c05}≪密林≫≪潮島≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
213,"昼の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
214,"昼の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
215,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫≪樹海≫{/c}で
{c05}≪採掘≫{/c}することで入手可能。",
216,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
217,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
218,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
219,"{c05}≪塔≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
220,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
221,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪火山≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
222,"{c05}≪火山≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
223,dummy,
224,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
225,"{c05}≪ＨＲ1〜2≫{/c}の
{c05}≪沼地≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
226,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪沼地≫≪雪山≫{/c}で
{c05}≪採掘≫{/c}することで入手可能。",
227,"{c05}≪マイガーデン≫{/c}や
{c05}≪調合≫
{/c}することで入手可能。",
228,"夜の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
229,dummy,
230,"{c05}≪マイガーデン≫{/c}や
{c05}≪特定のクエスト≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
231,"{c05}≪マイガーデン≫{/c}や
{c05}≪峡谷≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
232,"{c05}≪マイガーデン≫{/c}や{c05}≪特定の
クエスト≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
233,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
234,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
235,"{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪食材屋≫{/c}から入手可能。",
236,"昼の{c05}≪密林≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
237,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
238,"昼の{c05}≪密林≫≪沼地≫{/c}での
{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
239,"{c05}≪沼地≫≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
240,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
241,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
242,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫≪森丘≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
243,"{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
244,"昼の{c05}≪沼地≫≪塔≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
245,"昼の{c05}≪沼地≫≪塔≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
246,"{c05}≪沼地≫{/c}や{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
247,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
248,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪沼地≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
249,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
250,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}での
{c05}≪釣り≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
251,"昼の{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
252,"{c05}≪塔≫≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
253,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫≪峡谷≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
254,"{c05}≪ＨＲ3以上≫{/c}の
昼の{c05}≪沼地≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
255,"{c05}≪密林≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
256,{c05}≪調合屋≫{/c}から入手可能。,
257,{c05}≪調合屋≫{/c}から入手可能。,
258,"{c05}≪峡谷≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
259,"夜の≪樹海≫{/c}や{c05}≪潮島≫{/c}での
{c05}≪虫とり≫{/c}や{c05}≪フェスタ≫{/c}の
{c05}≪食材屋≫{/c}から入手可能。",
260,"{c05}≪密林≫≪高地≫{/c}で
{c05}≪虫とり≫{/c}
することで入手可能。",
261,"夜の{c05}≪樹海≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
262,"夜の{c05}≪樹海≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
263,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪沼地≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
264,"≪沼地≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
265,dummy,
266,"{c05}≪雪山≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
267,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪森丘≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
268,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。",
269,"昼の{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪食材屋≫{/c}から入手可能。",
270,"{c05}≪砂漠≫{/c}での{c05}≪採取≫{/c}や
{c05}≪食材屋≫{/c}から入手可能。",
271,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪食材屋≫{/c}
から入手可能。",
272,"{c05}≪火山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
273,"昼の{c05}≪樹海≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}
から入手可能。",
274,{c05}≪食材屋≫{/c}から入手可能。,
275,{c05}≪食材屋≫{/c}から入手可能。,
276,{c05}≪食材屋≫{/c}から入手可能。,
277,"{c05}≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
278,"{c05}≪樹海≫≪塔≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
279,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ケルビ≫≪ガウシカ≫
{/c}から入手可能。",
280,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ポポ≫
{/c}から入手可能。",
281,"{c05}≪マカ漬けの壷・黄≫{/c}を
漬けることや
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
282,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ガブラス≫
{/c}から入手可能。",
283,"{c05}≪密林探索≫{/c}の報酬
から入手可能。",
284,{c05}≪食材屋≫{/c}から入手可能。,
285,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪沼地≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
286,"{c05}≪密林≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪食材屋≫{/c}から入手可能。",
287,"{c05}≪砂漠≫≪塔≫{/c}で
{c05}≪虫とり≫{/c}
することで入手可能。",
288,"{c05}≪森丘≫{/c}で
{c05}≪虫とり≫{/c}
することで入手可能。",
289,"{c05}≪塔≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪Ｎポイント交換≫{/c}
から入手可能。",
290,{c05}≪食材屋≫{/c}から入手可能。,
291,{c05}≪食材屋≫{/c}から入手可能。,
292,"{c05}≪フェスタ≫{/c}の{c05}≪食材屋≫{/c}
から入手可能。",
293,{c05}≪食材屋≫{/c}から入手可能。,
294,{c05}≪食材屋≫{/c}から入手可能。,
295,"{c05}≪フェスタ≫{/c}の{c05}≪食材屋≫{/c}
から入手可能。",
296,{c05}≪食材屋≫{/c}から入手可能。,
297,{c05}≪食材屋≫{/c}から入手可能。,
298,"{c05}≪樹海≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪食材屋≫{/c}
から入手可能。",
299,"{c05}≪樹海≫{/c}で{c05}≪採取≫{/c}
することで入手可能。",
300,"{c05}≪特定のクエスト≫{/c}の報酬や
猟団部屋の{c05}≪ハリセンネコ≫{/c}
から入手可能。",
301,dummy,
302,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ドスランポス≫{/c}を捕獲
することで入手可能。",
303,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ドスイーオス≫
{/c}から入手可能。",
304,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ドスゲネポス≫
{/c}から入手可能。",
305,dummy,
306,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ヒプノック≫
{/c}から入手可能。",
307,dummy,
308,"{c05}≪ＨＲ2≫{/c}の
{c05}≪リオレイア≫≪グラビモス≫
{/c}から入手可能。",
309,"{c05}≪ＨＲ2〜4≫{/c}の
{c05}≪フルフル≫≪フルフル亜種≫
{/c}から入手可能。",
310,"{c05}≪ＨＲ2〜4≫{/c}の
{c05}≪ゲリョス≫≪ゲリョス亜種≫
{/c}から入手可能。",
311,"{c05}≪ＨＲ2〜4≫{/c}の
{c05}≪フルフル≫≪フルフル亜種≫
{/c}から入手可能。",
312,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ポポ≫≪アプケロス≫
{/c}から入手可能。",
313,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪アプケロス≫≪ブルック≫
{/c}から入手可能。",
314,"{c05}≪ＨＲ2≫{/c}の
{c05}≪バサルモス≫≪グラビモス≫
{/c}から入手可能。",
315,"{c05}≪ＨＲ3〜4≫{/c}の
{c05}≪バサルモス≫
{/c}から入手可能。",
316,"{c05}≪ＨＲ2〜4≫{/c}の
{c05}≪テオ・テスカトル≫
{/c}から入手可能。",
317,"{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
318,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}
から入手可能。",
319,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
320,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ブルック≫≪エルペ≫
{/c}から入手可能。",
321,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ガミザミ≫≪ドスファンゴ≫
{/c}から入手可能。",
